自動車メーカー,車種,型式,年式,駆動方式,適合詳細,減衰力,販売価格,C_販売価格,商品ID,物販コード,取付コード,メーカー品番,メーカー名,商品名,スプリング K(F/R),車高調整可能範囲ノーマル比mm(F/R),その他仕様,備考,注意事項,定価,SET価格,C_SET価格
マツダ,キャロル,AA6PA,90/03～95/09,FF/4WD,ABS装着車未確認,固定式,78000,70200,242408,SR-S508MC-qq-e-410,SR-S508MC-qq-e-d-410,SR-S508MC,STREET RIDE,ダンパー タイプK2 コンフォートモデル,3.3～4/2.2,-70～-10/-69～-34,推奨車高 ノーマル比 mm(F/R):-20/-34,R:専用バンプラバー付属,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,104000,87800,80600
マツダ,キャロル,AC6P,95/10～98/09,FF/4WD,ABS装着車未確認,15段調整式,86250,77625,242166,SR-S408MC-qq-e-489,SR-S408MC-qq-e-d-489,SR-S408MC,STREET RIDE,ダンパー タイプK2 コンフォートモデル,3.3～4/2.2,-70～-10/-69～-34,推奨車高 ノーマル比 mm(F/R):-20/-34,R:専用バンプラバー付属,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,115000,95500,87500
マツダ,キャロル,AC6P,95/10～98/09,FF/4WD,ABS装着車未確認,固定式,78000,70200,242230,SR-S508MC-qq-e-411,SR-S508MC-qq-e-d-411,SR-S508MC,STREET RIDE,ダンパー タイプK2 コンフォートモデル,3.3～4/2.2,-70～-10/-69～-34,推奨車高 ノーマル比 mm(F/R):-20/-34,R:専用バンプラバー付属,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,104000,87800,80600
マツダ,スピアーノ,HF21S,02/02～03/08,FF/4WD,,15段調整式,86250,77625,242122,SR-S402MC-qq-e-490,SR-S402MC-qq-e-d-490,SR-S402MC,STREET RIDE,ダンパー タイプK2 コンフォートモデル,3.9～5/2.5,-50～-5/-60～-30,推奨車高 ノーマル比 mm(F/R):-35/-45,R:専用バンプラバー付属,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,115000,95500,87500
マツダ,スピアーノ,HF21S,02/02～03/08,FF/4WD,,固定式,78000,70200,242382,SR-S502MC-qq-e-412,SR-S502MC-qq-e-d-412,SR-S502MC,STREET RIDE,ダンパー タイプK2 コンフォートモデル,3.9～5/2.5,-50～-5/-60～-30,推奨車高 ノーマル比 mm(F/R):-35/-45,R:専用バンプラバー付属,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,104000,87800,80600
マツダ,スピアーノ,HF21S,03/09～04/09,4WD,,15段調整式,86250,77625,242123,SR-S402MC-qq-e-491,SR-S402MC-qq-e-d-491,SR-S402MC,STREET RIDE,ダンパー タイプK2 コンフォートモデル,3.9～5/2.5,-50～-5/-60～-30,推奨車高 ノーマル比 mm(F/R):-35/-45,R:専用バンプラバー付属,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,115000,95500,87500
マツダ,スピアーノ,HF21S,03/09～04/09,4WD,,固定式,78000,70200,242187,SR-S502MC-qq-e-413,SR-S502MC-qq-e-d-413,SR-S502MC,STREET RIDE,ダンパー タイプK2 コンフォートモデル,3.9～5/2.5,-50～-5/-60～-30,推奨車高 ノーマル比 mm(F/R):-35/-45,R:専用バンプラバー付属,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,104000,87800,80600
マツダ,スピアーノ,HF21S,04/10～08/10,FF,,15段調整式,86250,77625,242334,SR-S402MC-qq-e-492,SR-S402MC-qq-e-d-492,SR-S402MC,STREET RIDE,ダンパー タイプK2 コンフォートモデル,3.9～5/2.5,-45～-5/-60～-30,推奨車高 ノーマル比 mm(F/R):-35/-45,R:専用バンプラバー付属,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,115000,95500,87500
マツダ,スピアーノ,HF21S,04/10～08/10,FF,,固定式,78000,70200,242383,SR-S502MC-qq-e-414,SR-S502MC-qq-e-d-414,SR-S502MC,STREET RIDE,ダンパー タイプK2 コンフォートモデル,3.9～5/2.5,-45～-5/-60～-30,推奨車高 ノーマル比 mm(F/R):-35/-45,R:専用バンプラバー付属,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,104000,87800,80600
マツダ,フレア,MJ34S,12/10～,FF/4WD,,15段調整式,86250,77625,242169,SR-S410MC-qq-e-493,SR-S410MC-qq-e-d-493,SR-S410MC,STREET RIDE,ダンパー タイプK2 コンフォートモデル,3.3～4/3.0,-45～-11/-68～-41,推奨車高 ノーマル比 mm(F/R):-39/-50,F:純正アッパーラバーシート・ベアリング必要<br>専用スタビリンク付属<br>R:専用バンプラバー付属,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,115000,95500,87500
マツダ,フレア,MJ34S,12/10～,FF/4WD,,固定式,78000,70200,242235,SR-S510MC-qq-e-415,SR-S510MC-qq-e-d-415,SR-S510MC,STREET RIDE,ダンパー タイプK2 コンフォートモデル,3.3～4/3.0,-45～-11/-68～-41,推奨車高 ノーマル比 mm(F/R):-39/-50,F:純正アッパーラバーシート・ベアリング必要<br>専用スタビリンク付属<br>R:専用バンプラバー付属,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,104000,87800,80600
