自動車メーカー,車種,型式,年式,駆動方式,適合詳細,減衰力,販売価格,C_販売価格,商品ID,物販コード,取付コード,メーカー品番,メーカー名,商品名,スプリング K(F/R),車高調整可能範囲ノーマル比mm(F/R),その他仕様,備考,注意事項,定価,SET価格,C_SET価格
マツダ,AZワゴン,CY21S/CZ21S,94/09～98/06,FF/4WD,ABS装着車未確認,15段調整式,66750,60075,242353,SR-S408-qq-e-311,SR-S408-qq-e-d-311,SR-S408,STREET RIDE,ダンパー タイプK2,4.0/2.2,-71～-10/-69～-34,推奨車高 ノーマル比 mm(F/R):-20/-34,R:専用バンプラバー付属,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,89000,77300,71100
マツダ,AZワゴン,CY21S/CZ21S,94/09～98/06,FF/4WD,ABS装着車未確認,固定式,58500,52650,242403,SR-S508-qq-e-219,SR-S508-qq-e-d-219,SR-S508,STREET RIDE,ダンパー タイプK2,4.0/2.2,-71～-10/-69～-34,推奨車高 ノーマル比 mm(F/R):-20/-34,R:専用バンプラバー付属,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,78000,69600,64200
マツダ,AZワゴン,CY51S/CZ51S,97/05～98/06,FF/4WD,ABS装着車未確認,15段調整式,66750,60075,242154,SR-S408-qq-e-312,SR-S408-qq-e-d-312,SR-S408,STREET RIDE,ダンパー タイプK2,4.0/2.2,-71～-10/-69～-34,推奨車高 ノーマル比 mm(F/R):-20/-34,R:専用バンプラバー付属,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,89000,77300,71100
マツダ,AZワゴン,CY51S/CZ51S,97/05～98/06,FF/4WD,ABS装着車未確認,固定式,58500,52650,242217,SR-S508-qq-e-220,SR-S508-qq-e-d-220,SR-S508,STREET RIDE,ダンパー タイプK2,4.0/2.2,-71～-10/-69～-34,推奨車高 ノーマル比 mm(F/R):-20/-34,R:専用バンプラバー付属,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,78000,69600,64200
マツダ,AZワゴン,MD21S,98/10～00/11,FF/4WD,,15段調整式,66750,60075,242326,SR-S401-qq-e-313,SR-S401-qq-e-d-313,SR-S401,STREET RIDE,ダンパー タイプK2,4.0/2.2,-65～-5/-75～-25,推奨車高 ノーマル比 mm(F/R):-35/-40,R:専用バンプラバー付属,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,89000,77300,71100
マツダ,AZワゴン,MD21S,98/10～00/11,FF/4WD,,固定式,58500,52650,242371,SR-S501-qq-e-221,SR-S501-qq-e-d-221,SR-S501,STREET RIDE,ダンパー タイプK2,4.0/2.2,-65～-5/-75～-25,推奨車高 ノーマル比 mm(F/R):-35/-40,R:専用バンプラバー付属,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,78000,69600,64200
マツダ,AZワゴン,MD22S,02/09～03/09,FF/4WD,,15段調整式,66750,60075,242113,SR-S402-qq-e-314,SR-S402-qq-e-d-314,SR-S402,STREET RIDE,ダンパー タイプK2,4.0/2.5,-65～-5/-60～-30,推奨車高 ノーマル比 mm(F/R):-35/-45,R:専用バンプラバー付属,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,89000,77300,71100
マツダ,AZワゴン,MD22S,02/09～03/09,FF/4WD,,固定式,58500,52650,242377,SR-S502-qq-e-222,SR-S502-qq-e-d-222,SR-S502,STREET RIDE,ダンパー タイプK2,4.0/2.5,-65～-5/-60～-30,推奨車高 ノーマル比 mm(F/R):-35/-45,R:専用バンプラバー付属,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,78000,69600,64200
マツダ,AZワゴン,MJ21S/MJ22S,04/12～08/08,FF/4WD,,15段調整式,66750,60075,242128,SR-S403-qq-e-315,SR-S403-qq-e-d-315,SR-S403,STREET RIDE,ダンパー タイプK2,4.0/3.0,-80～-20/-60～-20,推奨車高 ノーマル比 mm(F/R):-40/-40,R:専用バンプラバー付属,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,89000,77300,71100
マツダ,AZワゴン,MJ21S/MJ22S,04/12～08/08,FF/4WD,,固定式,58500,52650,242387,SR-S503-qq-e-223,SR-S503-qq-e-d-223,SR-S503,STREET RIDE,ダンパー タイプK2,4.0/3.0,-80～-20/-60～-20,推奨車高 ノーマル比 mm(F/R):-40/-40,R:専用バンプラバー付属,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,78000,69600,64200
マツダ,AZワゴン,MJ23S,08/09～12/12,FF/4WD,,15段調整式,66750,60075,242137,SR-S404-qq-e-316,SR-S404-qq-e-d-316,SR-S404,STREET RIDE,ダンパー タイプK2,4.0/3.0,-90～-40/-65～-45,推奨車高 ノーマル比 mm(F/R):-60/-55,F:専用スタビリンクロッド付属<br>R:専用バンプラバー付属,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,89000,77300,71100
マツダ,AZワゴン,MJ23S,08/09～12/12,FF/4WD,,固定式,58500,52650,242198,SR-S504-qq-e-224,SR-S504-qq-e-d-224,SR-S504,STREET RIDE,ダンパー タイプK2,4.0/3.0,-90～-40/-65～-45,推奨車高 ノーマル比 mm(F/R):-60/-55,F:専用スタビリンクロッド付属<br>R:専用バンプラバー付属,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,78000,69600,64200
マツダ,AZワゴンカスタムスタイル,MJ23S,08/09～12/12,FF/4WD,,15段調整式,66750,60075,242341,SR-S404-qq-e-317,SR-S404-qq-e-d-317,SR-S404,STREET RIDE,ダンパー タイプK2,4.0/3.0,-90～-40/-65～-45,推奨車高 ノーマル比 mm(F/R):-60/-55,F:専用スタビリンクロッド付属<br>R:専用バンプラバー付属,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,89000,77300,71100
マツダ,AZワゴンカスタムスタイル,MJ23S,08/09～12/12,FF/4WD,,固定式,58500,52650,242199,SR-S504-qq-e-225,SR-S504-qq-e-d-225,SR-S504,STREET RIDE,ダンパー タイプK2,4.0/3.0,-90～-40/-65～-45,推奨車高 ノーマル比 mm(F/R):-60/-55,F:専用スタビリンクロッド付属<br>R:専用バンプラバー付属,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,78000,69600,64200
マツダ,キャロル,AA6PA,90/03～95/09,FF/4WD,ABS装着車未確認,15段調整式,66750,60075,242155,SR-S408-qq-e-318,SR-S408-qq-e-d-318,SR-S408,STREET RIDE,ダンパー タイプK2,4.0/2.2,-71～-10/-69～-34,推奨車高 ノーマル比 mm(F/R):-20/-34,R:専用バンプラバー付属,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,89000,77300,71100
マツダ,キャロル,AA6PA,90/03～95/09,FF/4WD,ABS装着車未確認,固定式,58500,52650,242218,SR-S508-qq-e-226,SR-S508-qq-e-d-226,SR-S508,STREET RIDE,ダンパー タイプK2,4.0/2.2,-71～-10/-69～-34,推奨車高 ノーマル比 mm(F/R):-20/-34,R:専用バンプラバー付属,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,78000,69600,64200
マツダ,キャロル,AC6P,95/10～98/09,FF/4WD,ABS装着車未確認,15段調整式,66750,60075,242156,SR-S408-qq-e-319,SR-S408-qq-e-d-319,SR-S408,STREET RIDE,ダンパー タイプK2,4.0/2.2,-71～-10/-69～-34,推奨車高 ノーマル比 mm(F/R):-20/-34,R:専用バンプラバー付属,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,89000,77300,71100
マツダ,キャロル,AC6P,95/10～98/09,FF/4WD,ABS装着車未確認,固定式,58500,52650,242219,SR-S508-qq-e-227,SR-S508-qq-e-d-227,SR-S508,STREET RIDE,ダンパー タイプK2,4.0/2.2,-71～-10/-69～-34,推奨車高 ノーマル比 mm(F/R):-20/-34,R:専用バンプラバー付属,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,78000,69600,64200
マツダ,スクラムバン/スクラムワゴン,DG64V/DG64W,05/09～,FR,,15段調整式,66750,60075,242145,SR-S407-qq-e-320,SR-S407-qq-e-d-320,SR-S407,STREET RIDE,ダンパー タイプK2,5.0/4.0,-61～-11/-57～-24,推奨車高 ノーマル比 mm(F/R):-41/-40,R:専用バンプラバー付属,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,89000,77300,71100
マツダ,スクラムバン/スクラムワゴン,DG64V/DG64W,05/09～,FR,,固定式,58500,52650,242397,SR-S507-qq-e-228,SR-S507-qq-e-d-228,SR-S507,STREET RIDE,ダンパー タイプK2,5.0/4.0,-61～-11/-57～-24,推奨車高 ノーマル比 mm(F/R):-41/-40,R:専用バンプラバー付属,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,78000,69600,64200
マツダ,スクラムバン/スクラムワゴン,DG64V/DG64W,05/09～10/04,4WD,10/05以降未確認,15段調整式,66750,60075,242146,SR-S407-qq-e-321,SR-S407-qq-e-d-321,SR-S407,STREET RIDE,ダンパー タイプK2,5.0/4.0,-51～-1/-60～-27,推奨車高 ノーマル比 mm(F/R):-36/-35,R:専用バンプラバー付属,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,89000,77300,71100
マツダ,スクラムバン/スクラムワゴン,DG64V/DG64W,05/09～10/04,4WD,10/05以降未確認,固定式,58500,52650,242209,SR-S507-qq-e-229,SR-S507-qq-e-d-229,SR-S507,STREET RIDE,ダンパー タイプK2,5.0/4.0,-51～-1/-60～-27,推奨車高 ノーマル比 mm(F/R):-36/-35,R:専用バンプラバー付属,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,78000,69600,64200
マツダ,スピアーノ,HF21S,02/02～03/08,FF/4WD,,15段調整式,66750,60075,242114,SR-S402-qq-e-322,SR-S402-qq-e-d-322,SR-S402,STREET RIDE,ダンパー タイプK2,4.0/2.5,-65～-5/-60～-30,推奨車高 ノーマル比 mm(F/R):-35/-45,R:専用バンプラバー付属,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,89000,77300,71100
マツダ,スピアーノ,HF21S,02/02～03/08,FF/4WD,,固定式,58500,52650,242180,SR-S502-qq-e-230,SR-S502-qq-e-d-230,SR-S502,STREET RIDE,ダンパー タイプK2,4.0/2.5,-65～-5/-60～-30,推奨車高 ノーマル比 mm(F/R):-35/-45,R:専用バンプラバー付属,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,78000,69600,64200
マツダ,スピアーノ,HF21S,03/09～04/09,4WD,,15段調整式,66750,60075,242115,SR-S402-qq-e-323,SR-S402-qq-e-d-323,SR-S402,STREET RIDE,ダンパー タイプK2,4.0/2.5,-65～-5/-60～-30,推奨車高 ノーマル比 mm(F/R):-35/-45,R:専用バンプラバー付属,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,89000,77300,71100
マツダ,スピアーノ,HF21S,03/09～04/09,4WD,,固定式,58500,52650,242181,SR-S502-qq-e-231,SR-S502-qq-e-d-231,SR-S502,STREET RIDE,ダンパー タイプK2,4.0/2.5,-65～-5/-60～-30,推奨車高 ノーマル比 mm(F/R):-35/-45,R:専用バンプラバー付属,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,78000,69600,64200
マツダ,スピアーノ,HF21S,04/10～08/10,FF,,15段調整式,66750,60075,242116,SR-S402-qq-e-324,SR-S402-qq-e-d-324,SR-S402,STREET RIDE,ダンパー タイプK2,4.0/2.5,-65～-5/-60～-30,推奨車高 ノーマル比 mm(F/R):-35/-45,R:専用バンプラバー付属,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,89000,77300,71100
マツダ,スピアーノ,HF21S,04/10～08/10,FF,,固定式,58500,52650,242182,SR-S502-qq-e-232,SR-S502-qq-e-d-232,SR-S502,STREET RIDE,ダンパー タイプK2,4.0/2.5,-65～-5/-60～-30,推奨車高 ノーマル比 mm(F/R):-35/-45,R:専用バンプラバー付属,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,78000,69600,64200
マツダ,フレア,MJ34S,12/10～,FF/4WD,,15段調整式,66750,60075,242168,SR-S410-qq-e-325,SR-S410-qq-e-d-325,SR-S410,STREET RIDE,ダンパー タイプK2,4.0/3.0,-83～-11/-68～-41,推奨車高 ノーマル比 mm(F/R):-39/-50,F:純正アッパーラバーシート・ベアリング必要<br>専用スタビリンク付属<br>R:専用バンプラバー付属,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,89000,77300,71100
マツダ,フレア,MJ34S,12/10～,FF/4WD,,固定式,58500,52650,242232,SR-S510-qq-e-233,SR-S510-qq-e-d-233,SR-S510,STREET RIDE,ダンパー タイプK2,4.0/3.0,-83～-11/-68～-41,推奨車高 ノーマル比 mm(F/R):-39/-50,F:純正アッパーラバーシート・ベアリング必要<br>専用スタビリンク付属<br>R:専用バンプラバー付属,車高調整可能範囲は、計算上調整できる範囲となります<br>車高、路面状況、タイヤサイズ等の要因により、実際の使用が困難な場合があります<br>保安基準を順守の上、適正な車高に調整してください,78000,69600,64200
