日産,エルグランド,TE52,13/06～16/09,"グレード:XG,ハイウェイスター,ハイウェイスタープレミアム<br>エンジン形式:QR25DE<br>駆動:FF<br>その他:除く「オーテック車両」",スプリング付,58708,,72899,LKIT1-TE52MC-qq-e-43,LKIT1-TE52MC-qq-e-d-43,LKIT1-TE52MC,KYB,Lowfer Sports PLUS,1台分,アクティブダンパー装着可能車に取り付ける場合、アクティブダンパーの機能は使用できなくなりますのでご注意下さい,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,92000,73000
日産,エルグランド,TE52,13/06～16/09,"グレード:XG,ハイウェイスター,ハイウェイスタープレミアム<br>エンジン形式:QR25DE<br>駆動:FF<br>その他:除く「オーテック車両」",スプリング無,52980,,71749,KYB-qq-e-i-4298,KYB-qq-e-d-i-4298,フロント:WST5502R/WST5502L 各1本<br>リア:WSB2121 2本,KYB,Lowfer Sports PLUS,1台分,アクティブダンパー装着可能車に取り付ける場合、アクティブダンパーの機能は使用できなくなりますのでご注意下さい,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,82600,67100
日産,エルグランド,TE52,16/09～,"グレード:XG,ハイウェイスター,ハイウェイスタープレミアム<br>エンジン形式:QR25DE<br>駆動:FF<br>その他:除くオーテック車",スプリング無,52980,,71468,KYB-qq-e-i-3235,KYB-qq-e-d-i-3235,フロント:WST5442R/WST5442L 各1本<br>リア:WSB2121 2本,KYB,Lowfer Sports PLUS,1台分,アクティブダンパー装着可能車に取り付ける場合、アクティブダンパーの機能は使用できなくなりますのでご注意下さい,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,82600,67100
日産,エルグランド,TNE52,10/08～13/06,"グレード:XG,ハイウェイスター,ハイウェイスタープレミアム<br>エンジン形式:QR25DE<br>駆動:4WD<br>その他:除くオーテック車",スプリング無,52980,,72792,KYB-qq-e-i-4299,KYB-qq-e-d-i-4299,フロント:WST5442R/WST5442L 各1本<br>リア:WSB2121 2本,KYB,Lowfer Sports PLUS,1台分,アクティブダンパー装着可能車に取り付ける場合、アクティブダンパーの機能は使用できなくなりますのでご注意下さい,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,82600,67100
日産,エルグランド,TNE52,13/06～16/09,"グレード:XG,ハイウェイスター,ハイウェイスタープレミアム<br>エンジン形式:QR25DE<br>駆動:4WD<br>その他:除くオーテック車",スプリング無,52980,,73782,KYB-qq-e-i-4300,KYB-qq-e-d-i-4300,フロント:WST5502R/WST5502L 各1本<br>リア:WSB2121 2本,KYB,Lowfer Sports PLUS,1台分,アクティブダンパー装着可能車に取り付ける場合、アクティブダンパーの機能は使用できなくなりますのでご注意下さい,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,82600,67100
日産,エルグランド,TNE52,16/09～,"グレード:XG,ハイウェイスター,ハイウェイスタープレミアム<br>エンジン形式:QR25DE<br>駆動:4WD<br>その他:除くオーテック車",スプリング無,52980,,73783,KYB-qq-e-i-4301,KYB-qq-e-d-i-4301,フロント:WST5442R/WST5442L 各1本<br>リア:WSB2121 2本,KYB,Lowfer Sports PLUS,1台分,アクティブダンパー装着可能車に取り付ける場合、アクティブダンパーの機能は使用できなくなりますのでご注意下さい,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,82600,67100
日産,セレナ,C25,05/05～,"グレード:20G,RS,RX,S<br>エンジン形式:MR20DE<br>駆動:FF<br>その他:除くリア車高降下装置付車、オーテック",スプリング無,52980,,73288,KYB-qq-e-i-4302,KYB-qq-e-d-i-4302,フロント:WST5352R/WST5352L 各1本<br>リア:WSB1127 2本,KYB,Lowfer Sports PLUS,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,82600,67100
日産,セレナ,C25,05/05～,"グレード:20G,RS,RX,S<br>エンジン形式:MR20DE<br>駆動:FF<br>その他:除くリア車高降下装置付車、オーテック、-06/1以降の2.0RS/RXオプションフォグランプ付き",スプリング付,53223,,72122,LKIT1-C25-qq-e-35,LKIT1-C25-qq-e-d-35,LKIT1-C25,KYB,Lowfer Sports PLUS,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,83000,67300
日産,セレナ,C26,10/11～,"グレード:20S,20X,20G,ライダー,ライダーJ<br>エンジン形式:MR20DD<br>駆動:FF",スプリング付,53223,,74960,LKIT1-C26-qq-e-36,LKIT1-C26-qq-e-d-36,LKIT1-C26,KYB,Lowfer Sports PLUS,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,83000,67300
日産,セレナ,C26,10/11～,"グレード:20S,20X,20G,ライダー,ライダーJ<br>エンジン形式:MR20DD<br>駆動:FF",スプリング無,52980,,73784,KYB-qq-e-i-4303,KYB-qq-e-d-i-4303,フロント:WST5459R/WST5459L 各1本<br>リア:WSB1127 2本,KYB,Lowfer Sports PLUS,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,82600,67100
日産,セレナ,C27,16/08～,グレード:S<br>駆動:2WD,スプリング付,53223,,73665,LKIT1-C27-qq-e-649,LKIT1-C27-qq-e-d-649,LKIT1-C27,KYB,Lowfer Sports PLUS,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,83000,67300
日産,セレナ,C27,16/08～,グレード:S<br>駆動:2WD,スプリング無,52980,,73291,KYB-qq-e-i-4309,KYB-qq-e-d-i-4309,フロント:WST5702R/WST5702L 各1本<br>リア:WSB1127 2本,KYB,Lowfer Sports PLUS,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,82600,67100
日産,セレナ,FC26,10/11～,"グレード:ハイウェイスター,ハイウェイスターJ<br>エンジン形式:MR20DD<br>駆動:FF",スプリング無,52980,,72302,KYB-qq-e-i-4304,KYB-qq-e-d-i-4304,フロント:WST5459R/WST5459L 各1本<br>リア:WSB1127 2本,KYB,Lowfer Sports PLUS,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,82600,67100
日産,セレナ,FNC26,10/11～,"グレード:ハイウェイスター,ハイウェイスターJ<br>エンジン形式:MR20DD<br>駆動:4WD",スプリング無,52980,,73289,KYB-qq-e-i-4306,KYB-qq-e-d-i-4306,フロント:WST5460R/WST5460L 各1本<br>リア:WSB1127 2本,KYB,Lowfer Sports PLUS,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,82600,67100
日産,セレナ,GC27,16/08～,"グレード:X,G<br>駆動:2WD",スプリング付,53223,,72123,LKIT1-C27-qq-e-650,LKIT1-C27-qq-e-d-650,LKIT1-C27,KYB,Lowfer Sports PLUS,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,83000,67300
日産,セレナ,GC27,16/08～,"グレード:X,G<br>駆動:2WD",スプリング無,52980,,74301,KYB-qq-e-i-4310,KYB-qq-e-d-i-4310,フロント:WST5702R/WST5702L 各1本<br>リア:WSB1127 2本,KYB,Lowfer Sports PLUS,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,82600,67100
日産,セレナ,GC27,16/08～,グレード:ライダー X<br>駆動:2WD,スプリング付,53223,,71597,LKIT1-C27-qq-e-651,LKIT1-C27-qq-e-d-651,LKIT1-C27,KYB,Lowfer Sports PLUS,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,83000,67300
日産,セレナ,GC27,16/08～,グレード:ライダー X<br>駆動:2WD,スプリング無,52980,,72304,KYB-qq-e-i-4311,KYB-qq-e-d-i-4311,フロント:WST5702R/WST5702L 各1本<br>リア:WSB1127 2本,KYB,Lowfer Sports PLUS,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,82600,67100
日産,セレナ,GFC27,16/08～,"グレード:ハイウェイスター,ハイウェイスターG<br>駆動:2WD",スプリング付,53223,,72631,LKIT1-C27-qq-e-652,LKIT1-C27-qq-e-d-652,LKIT1-C27,KYB,Lowfer Sports PLUS,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,83000,67300
日産,セレナ,GFC27,16/08～,"グレード:ハイウェイスター,ハイウェイスターG<br>駆動:2WD",スプリング無,52980,,72305,KYB-qq-e-i-4312,KYB-qq-e-d-i-4312,フロント:WST5702R/WST5702L 各1本<br>リア:WSB1127 2本,KYB,Lowfer Sports PLUS,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,82600,67100
日産,セレナ,GFNC27,16/08～,"グレード:ハイウェイスター,ハイウェイスターG<br>駆動:4WD",スプリング付,53223,,71836,LKIT1-GNC27-qq-e-655,LKIT1-GNC27-qq-e-d-655,LKIT1-GNC27,KYB,Lowfer Sports PLUS,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,83000,67300
日産,セレナ,GFNC27,16/08～,"グレード:ハイウェイスター,ハイウェイスターG<br>駆動:4WD",スプリング無,52980,,72306,KYB-qq-e-i-4315,KYB-qq-e-d-i-4315,フロント:WST5460R/WST5460L 各1本<br>リア:WSB1127 2本,KYB,Lowfer Sports PLUS,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,82600,67100
日産,セレナ,GNC27,16/08～,"グレード:X,G<br>駆動:4WD",スプリング付,53223,,72125,LKIT1-GNC27-qq-e-653,LKIT1-GNC27-qq-e-d-653,LKIT1-GNC27,KYB,Lowfer Sports PLUS,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,83000,67300
日産,セレナ,GNC27,16/08～,"グレード:X,G<br>駆動:4WD",スプリング無,52980,,72793,KYB-qq-e-i-4313,KYB-qq-e-d-i-4313,フロント:WST5460R/WST5460L 各1本<br>リア:WSB1127 2本,KYB,Lowfer Sports PLUS,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,82600,67100
日産,セレナ,GNC27,16/08～,グレード:ライダー X<br>駆動:4WD,スプリング付,53223,,74683,LKIT1-GNC27-qq-e-654,LKIT1-GNC27-qq-e-d-654,LKIT1-GNC27,KYB,Lowfer Sports PLUS,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,83000,67300
日産,セレナ,GNC27,16/08～,グレード:ライダー X<br>駆動:4WD,スプリング無,52980,,73292,KYB-qq-e-i-4314,KYB-qq-e-d-i-4314,フロント:WST5460R/WST5460L 各1本<br>リア:WSB1127 2本,KYB,Lowfer Sports PLUS,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,82600,67100
日産,セレナ,NC26,10/11～,"グレード:20S,20X,20G,ライダー,ライダーJ<br>エンジン形式:MR20DD<br>駆動:4WD",スプリング付,53223,,72401,LKIT1-NC26-qq-e-39,LKIT1-NC26-qq-e-d-39,LKIT1-NC26,KYB,Lowfer Sports PLUS,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,83000,67300
日産,セレナ,NC26,10/11～,"グレード:20S,20X,20G,ライダー,ライダーJ<br>エンジン形式:MR20DD<br>駆動:4WD",スプリング無,52980,,71750,KYB-qq-e-i-4305,KYB-qq-e-d-i-4305,フロント:WST5460R/WST5460L 各1本<br>リア:WSB1127 2本,KYB,Lowfer Sports PLUS,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,82600,67100
日産,セレナハイブリッド,HC26,12/08～,"グレード:20X Sハイブリッド,20G Sハイブリッド<br>駆動:FF",スプリング付,53223,,72392,LKIT1-HC26-qq-e-38,LKIT1-HC26-qq-e-d-38,LKIT1-HC26,KYB,Lowfer Sports PLUS,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,83000,67300
日産,セレナハイブリッド,HC26,12/08～,"グレード:20X Sハイブリッド,20G Sハイブリッド<br>駆動:FF",スプリング無,52980,,73290,KYB-qq-e-i-4308,KYB-qq-e-d-i-4308,フロント:WST5459R/WST5459L 各1本<br>リア:WSB1127 2本,KYB,Lowfer Sports PLUS,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,82600,67100
日産,セレナハイブリッド,HFC26,12/08～,"グレード:ハイウェイスター Sハイブリッド,ハイウェイスターG Sハイブリッド<br>駆動:FF",スプリング付,53223,,72391,LKIT1-HC26-qq-e-37,LKIT1-HC26-qq-e-d-37,LKIT1-HC26,KYB,Lowfer Sports PLUS,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,83000,67300
日産,セレナハイブリッド,HFC26,12/08～,"グレード:ハイウェイスター Sハイブリッド,ハイウェイスターG Sハイブリッド<br>駆動:FF",スプリング無,52980,,72303,KYB-qq-e-i-4307,KYB-qq-e-d-i-4307,フロント:WST5459R/WST5459L 各1本<br>リア:WSB1127 2本,KYB,Lowfer Sports PLUS,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,82600,67100
日産,ノート,E12,12/09～,駆動:FF,スプリング付,53223,,72124,LKIT1-E12-qq-e-34,LKIT1-E12-qq-e-d-34,LKIT1-E12,KYB,Lowfer Sports PLUS,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,83000,67300
日産,ノート,E12,12/09～,駆動:FF,スプリング無,52980,,74829,KYB-qq-e-i-4316,KYB-qq-e-d-i-4316,フロント:WST5552R/WST5552L 各1本<br>リア:WSB1191 2本,KYB,Lowfer Sports PLUS,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,82600,67100
ホンダ,N-BOX,JF1,11/12～,グレード:G<br>駆動:FF,スプリング付,47130,,71838,LKIT1-JF1-qq-e-657,LKIT1-JF1-qq-e-d-657,LKIT1-JF1,KYB,Lowfer Sports PLUS,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,73000,61000
ホンダ,N-BOX,JF1,11/12～,グレード:G<br>駆動:FF,スプリング無,46886,,74831,KYB-qq-e-i-4331,KYB-qq-e-d-i-4331,フロント:WST5683R/WST5683L 各1本<br>リア:WSB1340 2本,KYB,Lowfer Sports PLUS,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,72600,60800
ホンダ,N-BOXカスタム,JF1,11/12～,グレード:G<br>駆動:FF,スプリング付,47130,,72896,LKIT1-JF1CU-qq-e-656,LKIT1-JF1CU-qq-e-d-656,LKIT1-JF1CU,KYB,Lowfer Sports PLUS,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,73000,61000
ホンダ,N-BOXカスタム,JF1,11/12～,グレード:G<br>駆動:FF,スプリング無,46886,,71755,KYB-qq-e-i-4330,KYB-qq-e-d-i-4330,フロント:WST5683R/WST5683L 各1本<br>リア:WSB1339 2本,KYB,Lowfer Sports PLUS,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,72600,60800
ホンダ,N-ONE,JG1,12/11～,駆動:FF<br>その他:フロントスタビ付車,スプリング付,47130,,72394,LKIT1-JG1T-qq-e-659,LKIT1-JG1T-qq-e-d-659,LKIT1-JG1T,KYB,Lowfer Sports PLUS,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,73000,61000
ホンダ,N-ONE,JG1,12/11～,駆動:FF<br>その他:フロントスタビ付車,スプリング無,46886,,72795,KYB-qq-e-i-4333,KYB-qq-e-d-i-4333,フロント:WST5684R/WST5684L 各1本<br>リア:WSB1341 2本,KYB,Lowfer Sports PLUS,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,72600,60800
ホンダ,N-ONE,JG1,12/11～,駆動:FF<br>その他:フロントスタビ無車,スプリング付,47130,,72393,LKIT1-JG1N-qq-e-658,LKIT1-JG1N-qq-e-d-658,LKIT1-JG1N,KYB,Lowfer Sports PLUS,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,73000,61000
ホンダ,N-ONE,JG1,12/11～,駆動:FF<br>その他:フロントスタビ無車,スプリング無,46886,,72310,KYB-qq-e-i-4332,KYB-qq-e-d-i-4332,フロント:WST5684R/WST5684L 各1本<br>リア:WSB1341 2本,KYB,Lowfer Sports PLUS,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,72600,60800
ホンダ,N-ONE,JG2,12/11～,駆動:4WD,スプリング無,46886,,73788,KYB-qq-e-i-4334,KYB-qq-e-d-i-4334,フロント:WST5686XR/WST5686XL 各1本<br>リア:WSB1341 2本,KYB,Lowfer Sports PLUS,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,72600,60800
ホンダ,N-WGN,JH1,13/11～,駆動:FF,スプリング付,47130,,71840,LKIT1-JH1T-qq-e-661,LKIT1-JH1T-qq-e-d-661,LKIT1-JH1T,KYB,Lowfer Sports PLUS,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,73000,61000
ホンダ,N-WGN,JH1,13/11～,駆動:FF,スプリング無,46886,,74302,KYB-qq-e-i-4336,KYB-qq-e-d-i-4336,フロント:WST5685R/WST5685L 各1本<br>リア:WSB1341 2本,KYB,Lowfer Sports PLUS,1台分,,特殊品(例:TEMS・Adjustable・アクティブダンパー・セルフレベライザー・車高降下など)は、注釈がない場合は非装着品となります。<br>カートリッジは、非分解式ストラットには装着不可となります。年式内でもストラットの形状をご確認下さい。<br>自動ブレーキおよび車線逸脱警報等の衝突安全装置の作動について一切の保障は致しかねます。,72600,60800
