自動車メーカー,車種,型式,エンジン,適合詳細,仕様,プレート,種類,販売価格,Camp価格,商品ID,物販コード,メーカー品番,メーカー名,商品名,商品,商品種別,付属品/必要部品,備考,注意事項,定価,入り送料,,規格1,パターン数,管理用コード
日産,フェアレディZ,S130,L20,,SE機構付き<br>専用の高μディスクを採用<br>STD(標準圧着タイプ)・ダンパー付きクラッチディスク<br>プッシュ式,シングル,309,76158,,291606,ORC-309D-NS0911-qq-e-154k,ORC-309D-NS0911,ORC,Metal Series ORC-309(シングル),Metal Series ORC-309,Metal Series,F/W取付ボルト:純正のフライホイール取付ボルトを用意してください。<br>スリーブベアリング:クラッチKITに付属されております。<br>レリーズベアリング:クラッチKITに付属されております。(Aタイプ),クランクショート加工を行った場合にはスリーブ長が異なります。(別途用意してください),,106000,0,,,,
日産,フェアレディZ,S130,L20,,SE機構付き<br>STD(標準圧着タイプ)・ダンパー付きクラッチディスク<br>プッシュ式,ツイン,559,119436,,291756,ORC-559D-NS0911-qq-e-155k,ORC-559D-NS0911,ORC,Metal Series ORC-559(ツイン),Metal Series ORC-559,Metal Series,F/W取付ボルト:純正のフライホイール取付ボルトを用意してください。<br>スリーブベアリング:クラッチKITに付属されております。<br>レリーズベアリング:クラッチKITに付属されております。(Aタイプ),クランクショート加工を行った場合にはスリーブ長が異なります。(別途用意してください),,168000,0,,,,
日産,フェアレディZ,S130,L28,,SE機構付き<br>専用の高μディスクを採用<br>STD(標準圧着タイプ)・ダンパー付きクラッチディスク<br>プッシュ式,シングル,309,76158,,291607,ORC-309D-NS0911-qq-e-160k,ORC-309D-NS0911,ORC,Metal Series ORC-309(シングル),Metal Series ORC-309,Metal Series,F/W取付ボルト:純正のフライホイール取付ボルトを用意してください。<br>スリーブベアリング:クラッチKITに付属されております。<br>レリーズベアリング:クラッチKITに付属されております。(Aタイプ),クランクショート加工を行った場合にはスリーブ長が異なります。(別途用意してください),,106000,0,,,,
日産,フェアレディZ,S130,L28,,SE機構付き<br>STD(標準圧着タイプ)・ダンパー付きクラッチディスク<br>プッシュ式,ツイン,559,119436,,291757,ORC-559D-NS0911-qq-e-161k,ORC-559D-NS0911,ORC,Metal Series ORC-559(ツイン),Metal Series ORC-559,Metal Series,F/W取付ボルト:純正のフライホイール取付ボルトを用意してください。<br>スリーブベアリング:クラッチKITに付属されております。<br>レリーズベアリング:クラッチKITに付属されております。(Aタイプ),クランクショート加工を行った場合にはスリーブ長が異なります。(別途用意してください),,168000,0,,,,
日産,フェアレディZ,S30,L20,,SE機構付き<br>専用の高μディスクを採用<br>STD(標準圧着タイプ)・ダンパー付きクラッチディスク<br>プッシュ式,シングル,309,76158,,291608,ORC-309D-NS0911-qq-e-167k,ORC-309D-NS0911,ORC,Metal Series ORC-309(シングル),Metal Series ORC-309,Metal Series,F/W取付ボルト:純正のフライホイール取付ボルトを用意してください。<br>スリーブベアリング:クラッチKITに付属されております。<br>レリーズベアリング:クラッチKITに付属されております。(Aタイプ),クランクショート加工を行った場合にはスリーブ長が異なります。(別途用意してください),,106000,0,,,,
日産,フェアレディZ,S30,L20,,SE機構付き<br>STD(標準圧着タイプ)・ダンパー付きクラッチディスク<br>プッシュ式,ツイン,559,119436,,291758,ORC-559D-NS0911-qq-e-166k,ORC-559D-NS0911,ORC,Metal Series ORC-559(ツイン),Metal Series ORC-559,Metal Series,F/W取付ボルト:純正のフライホイール取付ボルトを用意してください。<br>スリーブベアリング:クラッチKITに付属されております。<br>レリーズベアリング:クラッチKITに付属されております。(Aタイプ),クランクショート加工を行った場合にはスリーブ長が異なります。(別途用意してください),,168000,0,,,,
日産,フェアレディZ,S30,L24,,SE機構付き<br>専用の高μディスクを採用<br>STD(標準圧着タイプ)・ダンパー付きクラッチディスク<br>プッシュ式,シングル,309,76158,,292030,ORC-309D-NS0911-qq-e-172k,ORC-309D-NS0911,ORC,Metal Series ORC-309(シングル),Metal Series ORC-309,Metal Series,F/W取付ボルト:純正のフライホイール取付ボルトを用意してください。<br>スリーブベアリング:クラッチKITに付属されております。<br>レリーズベアリング:クラッチKITに付属されております。(Aタイプ),クランクショート加工を行った場合にはスリーブ長が異なります。(別途用意してください),,106000,0,,,,
日産,フェアレディZ,S30,L24,,SE機構付き<br>STD(標準圧着タイプ)・ダンパー付きクラッチディスク<br>プッシュ式,ツイン,559,119436,,291759,ORC-559D-NS0911-qq-e-173k,ORC-559D-NS0911,ORC,Metal Series ORC-559(ツイン),Metal Series ORC-559,Metal Series,F/W取付ボルト:純正のフライホイール取付ボルトを用意してください。<br>スリーブベアリング:クラッチKITに付属されております。<br>レリーズベアリング:クラッチKITに付属されております。(Aタイプ),クランクショート加工を行った場合にはスリーブ長が異なります。(別途用意してください),,168000,0,,,,
日産,フェアレディZ,Z32,VG30DETT,,STD(標準圧着タイプ)・ダンパー付きクラッチディスク<br>プッシュ式,ツイン,559,114550,,292070,ORC-559D-04N-qq-e-176k,ORC-559D-04N,ORC,Metal Series ORC-559(ツイン),Metal Series ORC-559,Metal Series,F/W取付ボルト:純正のフライホイール取付ボルトを用意してください。<br>スリーブベアリング:クラッチKITに付属されております。<br>レリーズベアリング:クラッチKITに付属されております。(Aタイプ),ご購入前にお問い合わせください。,,161000,0,,,,
日産,フェアレディZ,Z32,VG30DETT,,STD(標準圧着タイプ)・ダンパー無しクラッチディスク<br>プッシュ式,ツイン,559,110362,,291696,ORC-559-04N-qq-e-175k,ORC-559-04N,ORC,Metal Series ORC-559(ツイン),Metal Series ORC-559,Metal Series,F/W取付ボルト:純正のフライホイール取付ボルトを用意してください。<br>スリーブベアリング:クラッチKITに付属されております。<br>レリーズベアリング:クラッチKITに付属されております。(Aタイプ),ご購入前にお問い合わせください。,,155000,0,,,,
日産,フェアレディZ,Z33,VQ35DE,前期モデル用,高μディスクタイプのみ<br>STD(標準圧着タイプ)・ダンパー付きクラッチディスク<br>プッシュ式,シングル,409,78951,,292047,ORC-409DB-06N-qq-e-182k,ORC-409DB-06N,ORC,Metal Series ORC-409(シングル),Metal Series ORC-409,Metal Series,F/W取付ボルト:純正のフライホイール取付ボルトを用意してください。<br>スリーブベアリング:クラッチKITに付属されております。<br>レリーズベアリング:クラッチKITに付属されております。(Bタイプ),オプションとして静音タイプの設定があります。(ご希望の場合はご購入前にお問い合わせください),,110000,0,,,,
日産,フェアレディZ,Z33,VQ35DE,前期モデル用,高μディスクタイプのみ<br>STD(標準圧着タイプ)・ダンパー付きクラッチディスク<br>プッシュ式,シングル,409,83837,,292048,ORC-409DB-NS0613-SE-qq-e-186k,ORC-409DB-NS0613-SE,ORC,Metal Series ORC-409-SE(シングル),Metal Series ORC-409,Metal Series,F/W取付ボルト:純正のフライホイール取付ボルトを用意してください。<br>スリーブベアリング:クラッチKITに付属されております。<br>レリーズベアリング:クラッチKITに付属されております。(Bタイプ),オプションとして静音タイプの設定があります。(ご希望の場合はご購入前にお問い合わせください),,117000,0,,,,
日産,フェアレディZ,Z33,VQ35DE,前期モデル用,高μディスクタイプのみ<br>STD(標準圧着タイプ)・ダンパー無しクラッチディスク<br>プッシュ式,シングル,409,76857,,291648,ORC-409B-06N-qq-e-191k,ORC-409B-06N,ORC,Metal Series ORC-409(シングル),Metal Series ORC-409,Metal Series,F/W取付ボルト:純正のフライホイール取付ボルトを用意してください。<br>スリーブベアリング:クラッチKITに付属されております。<br>レリーズベアリング:クラッチKITに付属されております。(Bタイプ),オプションとして静音タイプの設定があります。(ご希望の場合はご購入前にお問い合わせください),,107000,0,,,,
日産,フェアレディZ,Z33,VQ35DE,前期モデル用,高μディスクタイプのみ<br>STD(標準圧着タイプ)・ダンパー無しクラッチディスク<br>プッシュ式,シングル,409,81743,,292036,ORC-409B-NS0613-SE-qq-e-185k,ORC-409B-NS0613-SE,ORC,Metal Series ORC-409-SE(シングル),Metal Series ORC-409,Metal Series,F/W取付ボルト:純正のフライホイール取付ボルトを用意してください。<br>スリーブベアリング:クラッチKITに付属されております。<br>レリーズベアリング:クラッチKITに付属されております。(Bタイプ),オプションとして静音タイプの設定があります。(ご希望の場合はご購入前にお問い合わせください),,114000,0,,,,
日産,フェアレディZ,Z33,VQ35DE,前期モデル用,STD(標準圧着タイプ)・ダンパー付きクラッチディスク<br>プッシュ式,ツイン,559,131303,,292073,ORC-559D-06N-qq-e-184k,ORC-559D-06N,ORC,Metal Series ORC-559(ツイン),Metal Series ORC-559,Metal Series,F/W取付ボルト:純正のフライホイール取付ボルトを用意してください。<br>スリーブベアリング:クラッチKITに付属されております。<br>レリーズベアリング:クラッチKITに付属されております。(Bタイプ),,,185000,0,,,,
日産,フェアレディZ,Z33,VQ35DE,前期モデル用,STD(標準圧着タイプ)・ダンパー付きクラッチディスク<br>プッシュ式,ツイン,559,136188,,291752,ORC-559D-NS0613-SE-qq-e-183k,ORC-559D-NS0613-SE,ORC,Metal Series ORC-559-SE(ツイン),Metal Series ORC-559,Metal Series,F/W取付ボルト:純正のフライホイール取付ボルトを用意してください。<br>スリーブベアリング:クラッチKITに付属されております。<br>レリーズベアリング:クラッチKITに付属されております。(Bタイプ),,,192000,0,,,,
日産,フェアレディZ,Z33,VQ35DE,前期モデル用,STD(標準圧着タイプ)・ダンパー無しクラッチディスク<br>プッシュ式,ツイン,559,127114,,291698,ORC-559-06N-qq-e-187k,ORC-559-06N,ORC,Metal Series ORC-559(ツイン),Metal Series ORC-559,Metal Series,F/W取付ボルト:純正のフライホイール取付ボルトを用意してください。<br>スリーブベアリング:クラッチKITに付属されております。<br>レリーズベアリング:クラッチKITに付属されております。(Bタイプ),,,179000,0,,,,
日産,フェアレディZ,Z33,VQ35DE,前期モデル用,STD(標準圧着タイプ)・ダンパー無しクラッチディスク<br>プッシュ式,ツイン,559,132001,,291703,ORC-559-NS0613-SE-qq-e-190k,ORC-559-NS0613-SE,ORC,Metal Series ORC-559-SE(ツイン),Metal Series ORC-559,Metal Series,F/W取付ボルト:純正のフライホイール取付ボルトを用意してください。<br>スリーブベアリング:クラッチKITに付属されております。<br>レリーズベアリング:クラッチKITに付属されております。(Bタイプ),,,186000,0,,,,
日産,フェアレディZ,Z33,VQ35DE,前期モデル用,プッシュ式,トリプル,1000F,152243,,291548,ORC-1000F-NS0613-qq-e-189k,ORC-1000F-NS0613,ORC,Metal Series ORC-1000F(トリプル),Metal Series ORC-1000F,Metal Series,F/W取付ボルト:純正のフライホイール取付ボルトを用意してください。<br>スリーブベアリング:クラッチKITに付属されております。<br>レリーズベアリング:クラッチKITに付属されております。(Bタイプ),,,215000,0,,,,
日産,フェアレディZ,Z33,VQ35DE,前期モデル用,プッシュ式,トリプル,1000F,160620,,291550,ORC-1000F-SPL-NS0613-qq-e-188k,ORC-1000F-SPL-NS0613,ORC,Metal Series ORC-1000F(トリプル),Metal Series ORC-1000F,Metal Series,F/W取付ボルト:純正のフライホイール取付ボルトを用意してください。<br>スリーブベアリング:クラッチKITに付属されております。<br>レリーズベアリング:クラッチKITに付属されております。(Bタイプ),,ドラッグ専用。走行毎に、クラッチ調整を行って使用してください。,227000,0,,,,
日産,フェアレディZ,Z33,VQ35HR,後期モデル用,SE機構付き<br>高μディスクタイプのみ<br>対応トルク:465N・m(47kgf・m)<br>STD(標準圧着タイプ)・ダンパー付きクラッチディスク<br>プッシュ式,シングル,409,97099,,292043,ORC-409D-NS0714-qq-e-194k,ORC-409D-NS0714,ORC,Metal Series ORC-409(シングル),Metal Series ORC-409,Metal Series,F/W取付ボルト:クラッチKITに付属されております。<br>純正のレリーズシステムに装着するベアリングアダプターが付属されております。,オプションとして静音タイプの設定があります。(ご希望の場合はご購入前にお問い合わせください),,136000,0,,,,
日産,フェアレディZ,Z33,VQ35HR,後期モデル用,SE機構付き<br>STD(標準圧着タイプ)・ダンパー付きクラッチディスク<br>プッシュ式,ツイン,559,147357,,291754,ORC-559D-NS0714-qq-e-193k,ORC-559D-NS0714,ORC,Metal Series ORC-559(ツイン),Metal Series ORC-559,Metal Series,F/W取付ボルト:クラッチKITに付属されております。<br>純正のレリーズシステムに装着するベアリングアダプターが付属されております。,,,208000,0,,,,
日産,フェアレディZ,Z33,VQ35HR,後期モデル用,SE機構付き<br>STD(標準圧着タイプ)・ダンパー無しクラッチディスク<br>プッシュ式,ツイン,559,143169,,291705,ORC-559-NS0714-qq-e-192k,ORC-559-NS0714,ORC,Metal Series ORC-559(ツイン),Metal Series ORC-559,Metal Series,F/W取付ボルト:クラッチKITに付属されております。<br>純正のレリーズシステムに装着するベアリングアダプターが付属されております。,,,202000,0,,,,
日産,フェアレディZ,Z34,VQ37VHR,,SE機構付き<br>高μディスクタイプのみ<br>対応トルク:465N・m(47kgf・m)<br>STD(標準圧着タイプ)・ダンパー付きクラッチディスク<br>プッシュ式,シングル,409,97099,,291675,ORC-409D-NS0714-qq-e-196k,ORC-409D-NS0714,ORC,Metal Series ORC-409(シングル),Metal Series ORC-409,Metal Series,F/W取付ボルト:クラッチKITに付属されております。<br>純正のレリーズシステムに装着するベアリングアダプターが付属されております。,オプションとして静音タイプの設定があります。(ご希望の場合はご購入前にお問い合わせください),,136000,0,,,,
日産,フェアレディZ,Z34,VQ37VHR,,SE機構付き<br>STD(標準圧着タイプ)・ダンパー付きクラッチディスク<br>プッシュ式,ツイン,559,147357,,291755,ORC-559D-NS0714-qq-e-195k,ORC-559D-NS0714,ORC,Metal Series ORC-559(ツイン),Metal Series ORC-559,Metal Series,F/W取付ボルト:クラッチKITに付属されております。<br>純正のレリーズシステムに装着するベアリングアダプターが付属されております。,,,208000,0,,,,
日産,フェアレディZ,Z34,VQ37VHR,,SE機構付き<br>STD(標準圧着タイプ)・ダンパー無しクラッチディスク<br>プッシュ式,ツイン,559,143169,,291706,ORC-559-NS0714-qq-e-197k,ORC-559-NS0714,ORC,Metal Series ORC-559(ツイン),Metal Series ORC-559,Metal Series,F/W取付ボルト:クラッチKITに付属されております。<br>純正のレリーズシステムに装着するベアリングアダプターが付属されております。,,,202000,0,,,,
ホンダ,CR-Z,ZF1,LEA,,STD(標準圧着タイプ)・ダンパー付きクラッチディスク<br>プッシュ式,シングル,309,71273,,292028,ORC-309D-HD0708-qq-e-605k,ORC-309D-HD0708,ORC,Metal Series ORC-309(シングル),Metal Series ORC-309,Metal Series,F/W取付ボルト:純正のフライホイール取付ボルトを用意してください。<br>スリーブベアリング:クラッチKITに付属されております。<br>レリーズベアリング:クラッチKITに付属されております。(Aタイプ)<br>純正のパイロットベアリングが必要となります。,,,99000,0,,,,
ホンダ,S2000,AP1,F20C,,SE機構付き<br>STD(標準圧着タイプ)・ダンパー付きクラッチディスク<br>プル式,シングル,309,91515,,291814,ORC-P309D-HD0202-qq-e-606k,ORC-P309D-HD0202,ORC,Metal Series ORC-309(シングル),Metal Series ORC-309,Metal Series,F/W取付ボルト:純正のフライホイール取付ボルトを用意してください。<br>スリーブベアリング:純正品をご使用ください。<br>レリーズベアリング:純正品をご使用ください。<br>純正パイロットベアリングが必要となります。,,,128000,0,,,,
ホンダ,S2000,AP2,F22C,,SE機構付き<br>STD(標準圧着タイプ)・ダンパー付きクラッチディスク<br>プル式,シングル,309,91515,,291815,ORC-P309D-HD0202-qq-e-607k,ORC-P309D-HD0202,ORC,Metal Series ORC-309(シングル),Metal Series ORC-309,Metal Series,F/W取付ボルト:純正のフライホイール取付ボルトを用意してください。<br>スリーブベアリング:純正品をご使用ください。<br>レリーズベアリング:純正品をご使用ください。<br>純正パイロットベアリングが必要となります。,,,128000,0,,,,
ホンダ,インテグラ,DB8,B18C,4ドア,STD(標準圧着タイプ)・ダンパー付きクラッチディスク<br>プッシュ式,シングル,309,69179,,291571,ORC-309D-01H-qq-e-609k,ORC-309D-01H,ORC,Metal Series ORC-309(シングル),Metal Series ORC-309,Metal Series,F/W取付ボルト:純正のフライホイール取付ボルトを用意してください。<br>スリーブベアリング:クラッチKITに付属されております。<br>レリーズベアリング:クラッチKITに付属されております。(Aタイプ)<br>純正パイロットベアリングが必要となります。,オプションとして静音タイプの設定があります。(ご希望の場合はご購入前にお問い合わせください),,96000,0,,,,
ホンダ,インテグラ,DC2,B18C,,STD(標準圧着タイプ)・ダンパー付きクラッチディスク<br>プッシュ式,シングル,309,69179,,291572,ORC-309D-01H-qq-e-613k,ORC-309D-01H,ORC,Metal Series ORC-309(シングル),Metal Series ORC-309,Metal Series,F/W取付ボルト:純正のフライホイール取付ボルトを用意してください。<br>スリーブベアリング:クラッチKITに付属されております。<br>レリーズベアリング:クラッチKITに付属されております。(Aタイプ)<br>純正パイロットベアリングが必要となります。,オプションとして静音タイプの設定があります。(ご希望の場合はご購入前にお問い合わせください),,96000,0,,,,
ホンダ,インテグラ,DC5,K20A,6MTのみ,STD(標準圧着タイプ)・ダンパー付きクラッチディスク<br>プッシュ式,シングル,309,69179,,291578,ORC-309D-05H-qq-e-617k,ORC-309D-05H,ORC,Metal Series ORC-309(シングル),Metal Series ORC-309,Metal Series,F/W取付ボルト:純正のフライホイール取付ボルトを用意してください。<br>スリーブベアリング:クラッチKITに付属されております。<br>レリーズベアリング:クラッチKITに付属されております。(Aタイプ),オプションとして静音タイプの設定があります。(ご希望の場合はご購入前にお問い合わせください),,96000,0,,,,
ホンダ,シビック,EG6,B16A,,STD(標準圧着タイプ)・ダンパー付きクラッチディスク<br>プッシュ式,シングル,309,69179,,291575,ORC-309D-01H1-qq-e-621k,ORC-309D-01H1,ORC,Metal Series ORC-309(シングル),Metal Series ORC-309,Metal Series,F/W取付ボルト:純正のフライホイール取付ボルトを用意してください。<br>スリーブベアリング:クラッチKITに付属されております。<br>レリーズベアリング:クラッチKITに付属されております。(Aタイプ),オプションとして静音タイプの設定があります。(ご希望の場合はご購入前にお問い合わせください),,96000,0,,,,
ホンダ,シビック,EK4,B16B,,STD(標準圧着タイプ)・ダンパー付きクラッチディスク<br>プッシュ式,シングル,309,69179,,291573,ORC-309D-01H-qq-e-623k,ORC-309D-01H,ORC,Metal Series ORC-309(シングル),Metal Series ORC-309,Metal Series,F/W取付ボルト:純正のフライホイール取付ボルトを用意してください。<br>スリーブベアリング:クラッチKITに付属されております。<br>レリーズベアリング:クラッチKITに付属されております。(Aタイプ)<br>純正パイロットベアリングが必要となります。,オプションとして静音タイプの設定があります。(ご希望の場合はご購入前にお問い合わせください),,96000,0,,,,
ホンダ,シビック,EK9,B16B,,STD(標準圧着タイプ)・ダンパー付きクラッチディスク<br>プッシュ式,シングル,309,69179,,291574,ORC-309D-01H-qq-e-627k,ORC-309D-01H,ORC,Metal Series ORC-309(シングル),Metal Series ORC-309,Metal Series,F/W取付ボルト:純正のフライホイール取付ボルトを用意してください。<br>スリーブベアリング:クラッチKITに付属されております。<br>レリーズベアリング:クラッチKITに付属されております。(Aタイプ)<br>純正パイロットベアリングが必要となります。,オプションとして静音タイプの設定があります。(ご希望の場合はご購入前にお問い合わせください),,96000,0,,,,
ホンダ,シビック,EP3,K20A,,STD(標準圧着タイプ)・ダンパー付きクラッチディスク<br>プッシュ式,シングル,309,69179,,291579,ORC-309D-05H-qq-e-631k,ORC-309D-05H,ORC,Metal Series ORC-309(シングル),Metal Series ORC-309,Metal Series,F/W取付ボルト:純正のフライホイール取付ボルトを用意してください。<br>スリーブベアリング:クラッチKITに付属されております。<br>レリーズベアリング:クラッチKITに付属されております。(Aタイプ)<br>純正パイロットベアリングが必要となります。,オプションとして静音タイプの設定があります。(ご希望の場合はご購入前にお問い合わせください),,96000,0,,,,
ホンダ,シビック,FD2,K20A,6MTのみ,STD(標準圧着タイプ)・ダンパー付きクラッチディスク<br>プッシュ式,シングル,309,69179,,292022,ORC-309D-05H-qq-e-635k,ORC-309D-05H,ORC,Metal Series ORC-309(シングル),Metal Series ORC-309,Metal Series,F/W取付ボルト:純正のフライホイール取付ボルトを用意してください。<br>スリーブベアリング:クラッチKITに付属されております。<br>レリーズベアリング:クラッチKITに付属されております。(Aタイプ),オプションとして静音タイプの設定があります。(ご希望の場合はご購入前にお問い合わせください),,96000,0,,,,
ホンダ,フィット,GE8,L15A,,車種専用タイプ・ダンパー付きクラッチディスク<br>プッシュ式,シングル,209,76158,,291561,ORC-209D-HD0606-qq-e-638k,ORC-209D-HD0606,ORC,Metal Series ORC-209(シングル),Metal Series ORC-209,Metal Series,F/W取付ボルト:純正のフライホイール取付ボルトを用意してください。<br>スリーブベアリング:純正品を必ずお使い下さい。(ORCクラッチには付属されておりません)<br>レリーズベアリング:純正品をご使用ください。,,,106000,0,,,,
ホンダ,フィット,GK5,L15B,,車種専用タイプ・ダンパー付きクラッチディスク<br>プッシュ式,シングル,209,76158,,291562,ORC-209D-HD0809-qq-e-639k,ORC-209D-HD0809,ORC,Metal Series ORC-209(シングル),Metal Series ORC-209,Metal Series,F/W取付ボルト:純正のフライホイール取付ボルトを用意してください。<br>スリーブベアリング:純正品を必ずお使い下さい。(ORCクラッチには付属されておりません)<br>レリーズベアリング:純正品をご使用ください。,,,106000,0,,,,
マツダ,RX-7,FC3S,13BT,,STD(標準圧着タイプ)・ダンパー付きクラッチディスク<br>プッシュ式,シングル,409,74065,,291651,ORC-409D-01Z-qq-e-480k,ORC-409D-01Z,ORC,Metal Series ORC-409(シングル),Metal Series ORC-409,Metal Series,F/W取付ボルト:純正のフライホイール取付ボルトを用意してください。<br>スリーブベアリング:クラッチKITに付属されております。<br>レリーズベアリング:クラッチKITに付属されております。(Aタイプ)<br>MAZDA純正カウンターウエイトが1つ必要となります。前期車両用カウンターウエイト品番:N3Y8-11-52X。後期車両用カウンターウエイト品番(N3Y6-11-52X)取付ボルト(8051-27-235)が6本必要となります。,オプションとして静音タイプ、高μタイプの設定があります。(ご希望の場合はご購入前にお問い合わせください),,103000,0,,,,
マツダ,RX-7,FC3S,13BT,,STD(標準圧着タイプ)・ダンパー付きクラッチディスク<br>プッシュ式,ツイン,559,128510,,292067,ORC-559D-01Z-qq-e-481k,ORC-559D-01Z,ORC,Metal Series ORC-559(ツイン),Metal Series ORC-559,Metal Series,F/W取付ボルト:クラッチKITに付属されております。<br>スリーブベアリング:クラッチKITに付属されております。<br>レリーズベアリング:クラッチKITに付属されております。(Aタイプ)<br>MAZDA純正カウンターウエイトが1つ必要となります。前期車両用カウンターウエイト品番:N3Y8-11-52X。後期車両用カウンターウエイト品番(N3Y6-11-52X),,,181000,0,,,,
マツダ,RX-7,FC3S,13BT,,STD(標準圧着タイプ)・ダンパー無しクラッチディスク<br>プッシュ式,ツイン,559,124322,,291685,ORC-559-01Z-qq-e-482k,ORC-559-01Z,ORC,Metal Series ORC-559(ツイン),Metal Series ORC-559,Metal Series,F/W取付ボルト:クラッチKITに付属されております。<br>スリーブベアリング:クラッチKITに付属されております。<br>レリーズベアリング:クラッチKITに付属されております。(Aタイプ)<br>MAZDA純正カウンターウエイトが1つ必要となります。前期車両用カウンターウエイト品番:N3Y8-11-52X。後期車両用カウンターウエイト品番(N3Y6-11-52X),,,175000,0,,,,
マツダ,RX-7,FC3S,13BT,,プッシュ式,トリプル,1000F,138282,,291537,ORC-1000F-01Z-qq-e-479k,ORC-1000F-01Z,ORC,Metal Series ORC-1000F(トリプル),Metal Series ORC-1000F,Metal Series,F/W取付ボルト:純正のフライホイール取付ボルトを用意してください。<br>スリーブベアリング:クラッチKITに付属されております。<br>レリーズベアリング:クラッチKITに付属されております。(Bタイプ)<br>MAZDA純正カウンターウエイトが1つ必要となります。前期車両用カウンターウエイト品番:N3Y8-11-52X。後期車両用カウンターウエイト品番(N3Y6-11-52X)取付ボルト(8051-27-235)が6本必要となります。,,,195000,0,,,,
マツダ,RX-7,FD3S,13B-REW,,SE機構付き<br>STD(標準圧着タイプ)・ダンパー付きクラッチディスク<br>プル式,シングル,409,91515,,291829,ORC-P409D-MZ0102-qq-e-485k,ORC-P409D-MZ0102,ORC,Metal Series ORC-409(シングル),Metal Series ORC-409,Metal Series,F/W取付ボルト:クラッチKITに付属されております。<br>スリーブベアリング:純正品をご使用ください。<br>レリーズベアリング:純正品をご使用ください。<br>MAZDA純正カウンターウエイト(N3Y2-11-52X)が1個必要となります。,,,128000,0,,,,
マツダ,RX-7,FD3S,13B-REW,,SE機構付き<br>STD(標準圧着タイプ)・ダンパー付きクラッチディスク<br>プル式,ツイン,559,126417,,292106,ORC-P559D-MZ0102-qq-e-486k,ORC-P559D-MZ0102,ORC,Metal Series ORC-559(ツイン),Metal Series ORC-559,Metal Series,F/W取付ボルト:クラッチKITに付属されております。<br>スリーブベアリング:純正品をご使用ください。<br>レリーズベアリング:純正品をご使用ください。<br>MAZDA純正カウンターウエイト(N3Y2-11-52X)が1個必要となります。,,,178000,0,,,,
マツダ,RX-7,FD3S,13B-REW,,SE機構付き<br>STD(標準圧着タイプ)・ダンパー無しクラッチディスク<br>プル式,ツイン,559,122228,,291848,ORC-P559-MZ0102-qq-e-487k,ORC-P559-MZ0102,ORC,Metal Series ORC-559(ツイン),Metal Series ORC-559,Metal Series,F/W取付ボルト:クラッチKITに付属されております。<br>スリーブベアリング:純正品をご使用ください。<br>レリーズベアリング:純正品をご使用ください。<br>MAZDA純正カウンターウエイト(N3Y2-11-52X)が1個必要となります。,,,172000,0,,,,
マツダ,RX-7,FD3S,13B-REW,,SE機構付き<br>プル式,トリプル,1000F,148753,,291802,ORC-P1000F-MZ0102-qq-e-488k,ORC-P1000F-MZ0102,ORC,Metal Series ORC-1000F(トリプル),Metal Series ORC-1000F,Metal Series,F/W取付ボルト:クラッチKITに付属されております。<br>スリーブベアリング:純正品をご使用ください。<br>レリーズベアリング:純正品をご使用ください。<br>MAZDA純正カウンターウエイト(N3Y2-11-52X)が1個必要となります。,,,210000,0,,,,
マツダ,RX-8,SE3P,13B-MSP,6MTのみ,STD(標準圧着タイプ)・ダンパー付きクラッチディスク<br>プッシュ式,シングル,309,69179,,291581,ORC-309D-05Z-qq-e-491k,ORC-309D-05Z,ORC,Metal Series ORC-309(シングル),Metal Series ORC-309,Metal Series,F/W取付ボルト:指定のフライホイール取付ボルトを用意してください。<br>スリーブベアリング:クラッチKITに付属されております。<br>レリーズベアリング:クラッチKITに付属されております。(Cタイプ)<br>MAZDA純正カウンターウエイト(N3Z2-11-52X)及び取付ボルト(8051-27-235)が6本が必要となります。,オプションとして静音タイプの設定があります。(ご希望の場合はご購入前にお問い合わせください),,96000,0,,,,
マツダ,ロードスター,NA,B6,,STD(標準圧着タイプ)・ダンパー付きクラッチディスク<br>プッシュ式,シングル,309,69179,,291576,ORC-309D-02Z-qq-e-493k,ORC-309D-02Z,ORC,Metal Series ORC-309(シングル),Metal Series ORC-309,Metal Series,F/W取付ボルト:純正のフライホイール取付ボルトを用意してください。<br>スリーブベアリング:クラッチKITに付属されております。<br>レリーズベアリング:クラッチKITに付属されております。(Aタイプ)<br>純正パイロットベアリングが必要となります。,オプションとして静音タイプの設定があります。(ご希望の場合はご購入前にお問い合わせください),,96000,0,,,,
マツダ,ロードスター,NA,BP,,STD(標準圧着タイプ)・ダンパー付きクラッチディスク<br>プッシュ式,シングル,309,69179,,291577,ORC-309D-02Z-qq-e-496k,ORC-309D-02Z,ORC,Metal Series ORC-309(シングル),Metal Series ORC-309,Metal Series,F/W取付ボルト:純正のフライホイール取付ボルトを用意してください。<br>スリーブベアリング:クラッチKITに付属されております。<br>レリーズベアリング:クラッチKITに付属されております。(Aタイプ)<br>純正パイロットベアリングが必要となります。,オプションとして静音タイプの設定があります。(ご希望の場合はご購入前にお問い合わせください),,96000,0,,,,
