ホンダ,ライフ,JA4,H9/4～10/9,E07Z,2WD,Fr：57～62mm<br>Rr：57～62mm,11440,,222578,ESH-159-qq-e-f1-1693,ESH-159-qq-e-d-1693,4536190101594,ESH-159,ESPELIR,Super DOWNSUS,1台分,57～62/57～62,Fr：57～62mm<br>Rr：57～62mm,2.8/2.6,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:設定なし<br>リア:設定なし,,,26000,26000
ホンダ,ライフ,JB1/JB3,H10/10～15/9,E07Z,2WD NA/ダンクターボ共通,Fr：42～47mm<br>Rr：40～45mm,11440,,221724,ESH-220-qq-e-f1-1694,ESH-220-qq-e-d-1694,4536190102201,ESH-220,ESPELIR,Super DOWNSUS,1台分,42～47/40～45,Fr：42～47mm<br>Rr：40～45mm,3/2.6,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/215157>BR-220F</a><br>リア:設定なし,,,26000,26000
ホンダ,ライフ,JB2/JB4,H10/10～15/9,E07Z,4WD NA/ダンクターボ共通,,11440,,227315,ESH-261-qq-e-f1-1695,ESH-261-qq-e-d-1695,4536190102614,ESH-261,ESPELIR,Super DOWNSUS,1台分,52～57/37～42,,3/2.4,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/220202>BR-220F</a><br>リア:設定なし,,,26000,26000
ホンダ,ライフ,JB6,H15/9～20/11,P07Z,4WD NA,,10560,,225733,ESH-725-qq-e-f1-1697,ESH-725-qq-e-d-1697,4536190107251,ESH-725,ESPELIR,Super DOWNSUS,1台分,32～37/42～47,,2.3/1.9,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/214551>BR-500F</a><br>リア:設定なし,リア純正スプリングチューブ再利用,,24000,25100
ホンダ,ライフ,JB8,H15/9～20/11,P07Z,4WD ターボ/リア,Fr：32～37mm<br>Rr：42～47mm,10560,,224969,ESH-725-qq-e-f1-1699,ESH-725-qq-e-d-1699,4536190107251,ESH-725,ESPELIR,Super DOWNSUS,1台分,32～37/42～47,Fr：32～37mm<br>Rr：42～47mm,2.3/1.9,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/220568>BR-500F</a><br>リア:設定なし,純正スプリングチューブ再利用,,24000,25100
ホンダ,ライフ,JC1,H20/11～,P07A,2WD NA G/C/パステル,Fr：42～47mm<br>Rr：42～47mm,10780,,222051,ESH-864-qq-e-f1-1701,ESH-864-qq-e-d-1701,4536190108647,ESH-864,ESPELIR,Super DOWNSUS,1台分,42～47/42～47,Fr：42～47mm<br>Rr：42～47mm,2.3/2.3,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/218046>BR-864F</a><br>リア:設定なし,,,24500,25300
ホンダ,ライフ,JC1,H20/11～,P07A,2WD ターボ/パステルターボ/ディーバ ターボ,Fr：42～47mm<br>Rr：42～47mm,10780,,225041,ESH-1154-qq-e-f1-1702,ESH-1154-qq-e-d-1702,4536190111548,ESH-1154,ESPELIR,Super DOWNSUS,1台分,42～47/42～47,Fr：42～47mm<br>Rr：42～47mm,2.3/2.3,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/220064>BR-864F</a><br>リア:設定なし,,,24500,25300
ホンダ,ライフ,JC2,H20/11～,P07A,4WD NA/C/G/ディーバ,Fr：42～47mm<br>Rr：42～47mm,13640,,225042,ESH-1187-qq-e-f1-1703,ESH-1187-qq-e-d-1703,4536190111876,ESH-1187,ESPELIR,Super DOWNSUS,1台分,42～47/42～47,Fr：42～47mm<br>Rr：42～47mm,2.2/1.8,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/219081>BR-864F</a><br>リア:設定なし,,,31000,28100
ホンダ,ライフ,JC2,H20/11～,P07A,4WD ターボ/Diva ターボ,Fr：42～47mm<br>Rr：42～47mm,13640,,224290,ESH-1188-qq-e-f1-1704,ESH-1188-qq-e-d-1704,4536190111883,ESH-1188,ESPELIR,Super DOWNSUS,1台分,42～47/42～47,Fr：42～47mm<br>Rr：42～47mm,2.2/1.8,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/215077>BR-864F</a><br>リア:設定なし,,,31000,28100
ホンダ,ライフ/ライフディーバ,JB5,H15/9～20/11,P07Z,2WD NA/Diva共通,Fr：42～47mm<br>Rr：37～42mm,10560,,225060,ESH-500-qq-e-f1-1696,ESH-500-qq-e-d-1696,4536190105004,ESH-500,ESPELIR,Super DOWNSUS,1台分,42～47/37～42,Fr：42～47mm<br>Rr：37～42mm,2.3/2,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/214550>BR-500F</a><br>リア:設定なし,,,24000,25100
ホンダ,ライフ/ライフディーバ,JB7,H15/9～20/11,P07Z,2WD ターボ/Diva共通,Fr：47～52mm<br>Rr：37～42mm,10560,,222047,ESH-500-qq-e-f1-1698,ESH-500-qq-e-d-1698,4536190105004,ESH-500,ESPELIR,Super DOWNSUS,1台分,47～52/37～42,Fr：47～52mm<br>Rr：37～42mm,2.3/2,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/218569>BR-500F</a><br>リア:設定なし,,,24000,25100
ホンダ,ライフディーバ,JC1,H20/11～,P07A,2WD NA Diva,,10780,,227328,ESH-864-qq-e-f1-1700,ESH-864-qq-e-d-1700,4536190108647,ESH-864,ESPELIR,Super DOWNSUS,1台分,37～42/42～47,,2.3/2.3,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/220065>BR-864F</a><br>リア:設定なし,,,24500,25300
ホンダ,ラグレイト,RL1,H11/6～13/11,J35A,2WD 前期型,Fr：47～52mm<br>Rr：35～40mm,28160,,222771,ESH-267-qq-e-f1-1705,ESH-267-qq-e-d-1705,4536190102676,ESH-267,ESPELIR,Super DOWNSUS,1台分,47～52/35～40,Fr：47～52mm<br>Rr：35～40mm,3.1/7.4,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/220745>BR-267F</a><br>リア:設定なし,,,64000,41900
ホンダ,ラグレイト,RL1,H13/11～16/5,J35A,2WD 後期型,Fr：47～52mm<br>Rr：42～47mm,29832,,224223,ESH-422-qq-e-f1-1706,ESH-422-qq-e-d-1706,4536190104229,ESH-422,ESPELIR,Super DOWNSUS,1台分,47～52/42～47,Fr：47～52mm<br>Rr：42～47mm,3.1/9.7,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/220746>BR-267F</a><br>リア:設定なし,,,67800,43500
ホンダ,ラファーガ,CE4,H5/10～9/5,G20A,2WD,,17160,,226478,ESH-076-qq-e-f1-1707,ESH-076-qq-e-d-1707,4536190100764,ESH-076,ESPELIR,Super DOWNSUS,1台分,43～48/37～42,,5/2.8,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:設定なし<br>リア:設定なし,,,39000,31400
ホンダ,ラファーガ,CE5,H5/10～9/5,G25A,2WD,Fr：43～48mm<br>Rr：37～42mm,17160,,222034,ESH-076-qq-e-f1-1708,ESH-076-qq-e-d-1708,4536190100764,ESH-076,ESPELIR,Super DOWNSUS,1台分,43～48/37～42,Fr：43～48mm<br>Rr：37～42mm,5/2.8,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:設定なし<br>リア:設定なし,,,39000,31400
ホンダ,レジェンド,KA3,S62/2～H3/1,C27A,2WD 2.7L,Fr：58～63mm<br>Rr：47～52mm,16720,,222577,ESH-155-qq-e-f1-1709,ESH-155-qq-e-d-1709,4536190101556,ESH-155,ESPELIR,Super DOWNSUS,1台分,58～63/47～52,Fr：58～63mm<br>Rr：47～52mm,4.8/2.8,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:設定なし<br>リア:設定なし,,,38000,31000
ホンダ,レジェンド,KA7/KA8,H2/10～8/2,C32A,2WD 3.2L,Fr：33～38mm<br>Rr：22～27mm,25960,,222035,ESH-077-qq-e-f1-1710,ESH-077-qq-e-d-1710,4536190100771,ESH-077,ESPELIR,Super DOWNSUS,1台分,33～38/22～27,Fr：33～38mm<br>Rr：22～27mm,4.6/2.6,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:設定なし<br>リア:設定なし,,,59000,39800
ホンダ,レジェンド,KA9,H8/2～16/10,C35A,2WD 3.5L,Fr：38～43mm<br>Rr：33～37mm,19800,,222576,ESH-154-qq-e-f1-1711,ESH-154-qq-e-d-1711,4536190101549,ESH-154,ESPELIR,Super DOWNSUS,1台分,38～43/33～37,Fr：38～43mm<br>Rr：33～37mm,4.6/2.6,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:設定なし<br>リア:設定なし,,,45000,33900
ホンダ,レジェンド,KB1,H16/10～,J35A,3.5L SH-AWD,Fr：36～41mm<br>Rr：28～33mm,23320,,222695,ESH-673-qq-e-f1-1712,ESH-673-qq-e-d-1712,4536190106735,ESH-673,ESPELIR,Super DOWNSUS,1台分,36～41/28～33,Fr：36～41mm<br>Rr：28～33mm,7.2/8.3,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:設定なし<br>リア:設定なし,,,53000,37300
ホンダ,レジェンド,KB2,H20/9～24/7,J37A,3.7L SH-AWD,Fr：36～41mm<br>Rr：28～33mm,23320,,222929,ESH-1108-qq-e-f1-1713,ESH-1108-qq-e-d-1713,4536190111081,ESH-1108,ESPELIR,Super DOWNSUS,1台分,36～41/28～33,Fr：36～41mm<br>Rr：28～33mm,7.2/8.3,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:設定なし<br>リア:設定なし,,,53000,37300
ホンダ,ロゴ,GA3,H8/10～13/5,D13B,2WD,Fr：38～43mm<br>Rr：37～42mm,12320,,224109,ESH-193-qq-e-f1-1714,ESH-193-qq-e-d-1714,4536190101938,ESH-193,ESPELIR,Super DOWNSUS,1台分,38～43/37～42,Fr：38～43mm<br>Rr：37～42mm,3/2.6,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:設定なし<br>リア:設定なし,,,28000,26800
ホンダ,ロゴ,GA5,H10/11～13/5,D13B,4WD,,13640,,227252,ESH-362-qq-e-f1-1715,ESH-362-qq-e-d-1715,4536190103628,ESH-362,ESPELIR,Super DOWNSUS,1台分,43～48/32～37,,3.3/2.2,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:設定なし<br>リア:設定なし,,,31000,28100
マツダ,AZオフロード,JM23W,H10/10～26/3,K6A,4WD ターボ,Fr：37～42mm<br>Rr：37～42mm,15840,,224016,ESM-2072-qq-e-f1-1716,ESM-2072-qq-e-d-1716,4536190120724,ESM-2072,ESPELIR,Super DOWNSUS,1台分,37～42/37～42,Fr：37～42mm<br>Rr：37～42mm,3.1/2.6,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/218193>BR-2072F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/220197>BR-2072R</a>,,,36000,30200
マツダ,AZワゴン,CY21S,H6/9～7/10,F6A,2WD 前期専用,Fr：42～47mm<br>Rr：35～40mm,11880,,221745,ESS-026-qq-e-f1-1717,ESS-026-qq-e-d-1717,4536190100269,ESS-026,ESPELIR,Super DOWNSUS,1台分,42～47/35～40,Fr：42～47mm<br>Rr：35～40mm,2.8/2.6,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/217237>BR-006F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/215859>BR-224R</a>,,,27000,26400
マツダ,AZワゴン,CY21S,H7/10～10/6,F6A,2WD 後期専用,,11880,,226171,ESS-006-qq-e-f1-1718,ESS-006-qq-e-d-1718,4536190100061,ESS-006,ESPELIR,Super DOWNSUS,1台分,42～47/35～40,,2.8/2.6,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/215232>BR-006F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/220712>BR-224R</a>,,,27000,26400
マツダ,AZワゴン,CY51S,H9/5～10/10,K6A,2WD 後期専用,Fr：42～47mm<br>Rr：35～40mm,11880,,223267,ESS-006-qq-e-f1-1721,ESS-006-qq-e-d-1721,4536190100061,ESS-006,ESPELIR,Super DOWNSUS,1台分,42～47/35～40,Fr：42～47mm<br>Rr：35～40mm,2.8/2.6,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/213257>BR-006F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/214873>BR-224R</a>,,,27000,26400
マツダ,AZワゴン,CZ21S,H6/9～7/10,F6A,4WD 前期,Fr：42～47mm<br>Rr：35～40mm,11880,,225544,ESS-070-qq-e-f1-1720,ESS-070-qq-e-d-1720,4536190100702,ESS-070,ESPELIR,Super DOWNSUS,1台分,42～47/35～40,Fr：42～47mm<br>Rr：35～40mm,3/2.6,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/218252>BR-006F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/214875>BR-224R</a>,,,27000,26400
マツダ,AZワゴン,CZ21S,H7/10～10/6,F6A,4WD 後期,,11880,,227060,ESS-070-qq-e-f1-1719,ESS-070-qq-e-d-1719,4536190100702,ESS-070,ESPELIR,Super DOWNSUS,1台分,42～47/35～40,,3/2.6,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/219254>BR-006F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/220713>BR-224R</a>,,,27000,26400
マツダ,AZワゴン,CZ51S,H9/5～10/10,K6A,4WD 後期,Fr：42～47mm<br>Rr：35～40mm,11880,,221650,ESS-070-qq-e-f1-1722,ESS-070-qq-e-d-1722,4536190100702,ESS-070,ESPELIR,Super DOWNSUS,1台分,42～47/35～40,Fr：42～47mm<br>Rr：35～40mm,3/2.6,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/213258>BR-006F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/216864>BR-224R</a>,,,27000,26400
マツダ,AZワゴン,MD11S/MD12S,H10/10～14/9,F6A,2WD ターボ/NA/リアシート固定仕様車,Fr：40～45mm<br>Rr：37～42mm,11880,,225140,ESS-224-qq-e-f1-1724,ESS-224-qq-e-d-1724,4536190102249,ESS-224,ESPELIR,Super DOWNSUS,1台分,40～45/37～42,Fr：40～45mm<br>Rr：37～42mm,2.8/2.6,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/214169>BR-224F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/216867>BR-224R</a>,,,27000,26400
マツダ,AZワゴン,MD21S/MD22S,H10/10～14/9,K6A,2WD ターボ/NA/リアシート固定仕様車,Fr：40～45mm<br>Rr：37～42mm,11880,,223718,ESS-224-qq-e-f1-1723,ESS-224-qq-e-d-1723,4536190102249,ESS-224,ESPELIR,Super DOWNSUS,1台分,40～45/37～42,Fr：40～45mm<br>Rr：37～42mm,2.8/2.6,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/215161>BR-224F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/213821>BR-224R</a>,,,27000,26400
マツダ,AZワゴン,MD21S/MD22S,H10/10～14/9,KA6,4WD ターボ/NA/リアシート固定仕様車,Fr：40～45mm<br>Rr：37～42mm,11880,,222116,ESS-246-qq-e-f1-1725,ESS-246-qq-e-d-1725,4536190102461,ESS-246,ESPELIR,Super DOWNSUS,1台分,40～45/37～42,Fr：40～45mm<br>Rr：37～42mm,2.8/2.6,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/217885>BR-224F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/220937>BR-224R</a>,,,27000,26400
マツダ,AZワゴン,MD22S,H14/9～15/10,KA6,2WD ターボ/NA/リアシートスライド仕様車,Fr：40～45mm<br>Rr：37～42mm,10120,,224632,ESS-424-qq-e-f1-1726,ESS-424-qq-e-d-1726,4536190104243,ESS-424,ESPELIR,Super DOWNSUS,1台分,40～45/37～42,Fr：40～45mm<br>Rr：37～42mm,2.8/2,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/219916>BR-224F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/217887>BR-224R</a>,,,23000,24700
マツダ,AZワゴン,MD22S,H14/9～15/10,KA6,4WD ターボ/NA/リアシートスライド仕様車,Fr：42～47mm<br>Rr：36～41mm,10120,,223922,ESS-461-qq-e-f1-1727,ESS-461-qq-e-d-1727,4536190104618,ESS-461,ESPELIR,Super DOWNSUS,1台分,42～47/36～41,Fr：42～47mm<br>Rr：36～41mm,2.8/2.2,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/213818>BR-224F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/215863>BR-224R</a>,,,23000,24700
マツダ,AZワゴン,MJ21S,H15/10～16/12,K6A,2WD 1型/2型 ターボ/NA,,10120,,226952,ESS-496-qq-e-f1-1728,ESS-496-qq-e-d-1728,4536190104960,ESS-496,ESPELIR,Super DOWNSUS,1台分,48～53/45～50,,2.8/2.2,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/216075>BR-496F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/217178>BR-224R</a>,,,23000,24700
マツダ,AZワゴン,MJ21S,H15/10～16/12,K6A,4WD 1型/2型 ターボ/NA,Fr：38～43mm<br>Rr：37～42mm,10120,,223080,ESS-533-qq-e-f1-1729,ESS-533-qq-e-d-1729,4536190105332,ESS-533,ESPELIR,Super DOWNSUS,1台分,38～43/37～42,Fr：38～43mm<br>Rr：37～42mm,2.8/2.2,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/219177>BR-496F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/213177>BR-224R</a>,,,23000,24700
マツダ,AZワゴン,MJ21S,H16/12～17/9,K6A,2WD 3型 ターボ/NA,Fr：37～42mm<br>Rr：37～42mm,10120,,222939,ESS-606-qq-e-f1-1730,ESS-606-qq-e-d-1730,4536190106063,ESS-606,ESPELIR,Super DOWNSUS,1台分,37～42/37～42,Fr：37～42mm<br>Rr：37～42mm,2.8/2.2,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/214238>BR-496F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/215164>BR-224R</a>,,,23000,24700
マツダ,AZワゴン,MJ21S,H16/12～17/9,K6A,4WD 3型 ターボ/NA,,10120,,227086,ESS-646-qq-e-f1-1731,ESS-646-qq-e-d-1731,4536190106469,ESS-646,ESPELIR,Super DOWNSUS,1台分,37～42/37～42,,2.8/2.2,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/214239>BR-496F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/220207>BR-224R</a>,,,23000,24700
マツダ,AZワゴン,MJ23S,H20/9～,K6A,2WD NA/カスタムスタイル共通<br>フロントスプリング外径101mmストレート形状,Fr：42～47mm<br>Rr：37～42mm,11000,,222126,ESS-862-qq-e-f1-1738,ESS-862-qq-e-d-1738,4536190108623,ESS-862,ESPELIR,Super DOWNSUS,1台分,42～47/37～42,Fr：42～47mm<br>Rr：37～42mm,3/2,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/219439>BR-960F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/213072>BR-862R</a>,,,25000,25500
マツダ,AZワゴン,MJ23S,H20/9～,K6A,2WD ターボ/カスタムスタイル<br>フロントスプリング外径101mmストレート形状,Fr：37～42mm<br>Rr：37～42mm,11000,,222846,ESS-862-qq-e-f1-1739,ESS-862-qq-e-d-1739,4536190108623,ESS-862,ESPELIR,Super DOWNSUS,1台分,37～42/37～42,Fr：37～42mm<br>Rr：37～42mm,3/2,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/214393>BR-960F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/215071>BR-862R</a>,,,25000,25500
マツダ,AZワゴン,MJ23S,H20/9～,K6A,4WD NA/カスタムスタイル共通<br>フロントスプリング外径101mmストレート形状,,11000,,226064,ESM-993-qq-e-f1-1740,ESM-993-qq-e-d-1740,4536190109934,ESM-993,ESPELIR,Super DOWNSUS,1台分,30～35/30～35,,3/2,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/220440>BR-960F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/216055>BR-862R</a>,,,25000,25500
マツダ,AZワゴン,MJ23S,H20/9～,K6A,4WD ターボ/カスタムスタイル<br>フロントスプリング外径101mmストレート形状,Fr：30～35mm<br>Rr：30～35mm,11000,,225298,ESM-1971-qq-e-f1-1741,ESM-1971-qq-e-d-1741,4536190119711,ESM-1971,ESPELIR,Super DOWNSUS,1台分,30～35/30～35,Fr：30～35mm<br>Rr：30～35mm,3/2,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/214385>BR-960F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/219066>BR-862R</a>,,,25000,25500
マツダ,AZワゴン/AZワゴンカスタムスタイル,MJ21S,H17/9～19/5,K6A,2WD 4型 ターボ/NA/カスタムスタイル共通,Fr：32～42mm<br>Rr：32～42mm,10120,,223081,ESS-754-qq-e-f1-1732,ESS-754-qq-e-d-1732,4536190107541,ESS-754,ESPELIR,Super DOWNSUS,1台分,32～42/32～42,Fr：32～42mm<br>Rr：32～42mm,2.8/2.2,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/215050>BR-496F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/216186>BR-224R</a>,,,23000,24700
マツダ,AZワゴン/AZワゴンカスタムスタイル,MJ21S,H17/9～19/5,K6A,4WD 4型 NA/カスタムスタイル共通,,10560,,225972,ESM-1304-qq-e-f1-1734,ESM-1304-qq-e-d-1734,4536190113047,ESM-1304,ESPELIR,Super DOWNSUS,1台分,37～42/35～40,,2.8/2.2,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/220131>BR-496F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/213823>BR-224R</a>,,,24000,25100
