三菱,ミニキャブバン,DS64V,H26/2～27/3,K6A,4WD ターボ/ブラボーターボ,Fr：32～37mm<br>Rr：30～35mm,12320,,224714,ESB-2169-qq-e-f1-90,ESB-2169-qq-e-d-90,4.53619E+12,ESB-2169,ESPELIR,DOWNSUS,1台分,32～37/30～35,Fr：32～37mm<br>Rr：30～35mm,3.5/3.7,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/217075>BR-737F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/219216>BR-251R</a>,,,28000,26800
レクサス,GS200t,ARL10,H28/9～H29/7,8AR-FTS,2.0L ターボ,Fr：18～23mm<br>Rr：17～22mm,21560,,222220,ESX-4709-qq-e-f1-5666,ESX-4709-qq-e-d-5666,4.53619E+12,ESX-4709,ESPELIR,DOWNSUS,1台分,18～23/17～22,Fr：18～23mm<br>Rr：17～22mm,5.5/9.42,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/219832>BR-4707F</a><br>リア:設定なし,,,49000,35600
レクサス,GS200t,ARL10,H28/9～H29/7,8AR-FTS,2.0L ターボ/Fスポーツ,Fr：18～23mm<br>Rr：17～22mm,21560,,225254,ESX-4715-qq-e-f1-5672,ESX-4715-qq-e-d-5672,4.53619E+12,ESX-4715,ESPELIR,DOWNSUS,1台分,18～23/17～22,Fr：18～23mm<br>Rr：17～22mm,5.5/9.42,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/219834>BR-4707F</a><br>リア:設定なし,,,49000,35600
レクサス,GS200t,ARL10,H28/9～H29/7,8AR-FTS,2.0L ターボ/バージョンL/Iパッケージ,,21560,,226003,ESX-4712-qq-e-f1-5669,ESX-4712-qq-e-d-5669,4.53619E+12,ESX-4712,ESPELIR,DOWNSUS,1台分,18～23/17～22,,5.5/9.42,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/219833>BR-4707F</a><br>リア:設定なし,,,49000,35600
レクサス,GS250,GRL11,H24/1～H27/10,4GR-FSE,2.5L 前期型,Fr：15～20mm<br>Rr：15～20mm,21560,,224827,ESX-4662-qq-e-f1-5619,ESX-4662-qq-e-d-5619,4.53619E+12,ESX-4662,ESPELIR,DOWNSUS,1台分,15～20/15～20,Fr：15～20mm<br>Rr：15～20mm,5.5/9.42,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/216301>BR-4662F</a><br>リア:設定なし,,,49000,35600
レクサス,GS250,GRL11,H24/1～H27/10,4GR-FSE,2.5L 前期型/Fスポーツ,,21560,,226243,ESX-4666-qq-e-f1-5623,ESX-4666-qq-e-d-5623,4.53619E+12,ESX-4666,ESPELIR,DOWNSUS,1台分,15～20/15～20,,5.5/9.42,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/219343>BR-4662F</a><br>リア:設定なし,,,49000,35600
レクサス,GS250,GRL11,H24/1～H27/10,4GR-FSE,2.5L 前期型/バージョンL/Iパッケージ,Fr：15～20mm<br>Rr：15～20mm,21560,,222554,ESX-4664-qq-e-f1-5621,ESX-4664-qq-e-d-5621,4.53619E+12,ESX-4664,ESPELIR,DOWNSUS,1台分,15～20/15～20,Fr：15～20mm<br>Rr：15～20mm,5.5/9.42,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/215304>BR-4662F</a><br>リア:設定なし,,,49000,35600
レクサス,GS250,GRL11,H27/11～H28/8,4GR-FSE,2.5L 後期型,Fr：15～20mm<br>Rr：17～22mm,21560,,221813,ESX-4668-qq-e-f1-5625,ESX-4668-qq-e-d-5625,4.53619E+12,ESX-4668,ESPELIR,DOWNSUS,1台分,15～20/17～22,Fr：15～20mm<br>Rr：17～22mm,5.5/9.42,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/218800>BR-4662F</a><br>リア:設定なし,,,49000,35600
レクサス,GS250,GRL11,H27/11～H28/8,4GR-FSE,2.5L 後期型/Fスポーツ,Fr：15～20mm<br>Rr：17～22mm,21560,,224704,ESX-4672-qq-e-f1-5629,ESX-4672-qq-e-d-5629,4.53619E+12,ESX-4672,ESPELIR,DOWNSUS,1台分,15～20/17～22,Fr：15～20mm<br>Rr：17～22mm,5.5/9.42,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/214778>BR-4662F</a><br>リア:設定なし,,,49000,35600
レクサス,GS250,GRL11,H27/11～H28/8,4GR-FSE,2.5L 後期型/バージョンL/Iパッケージ,Fr：15～20mm<br>Rr：17～22mm,21560,,224828,ESX-4670-qq-e-f1-5627,ESX-4670-qq-e-d-5627,4.53619E+12,ESX-4670,ESPELIR,DOWNSUS,1台分,15～20/17～22,Fr：15～20mm<br>Rr：17～22mm,5.5/9.42,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/216801>BR-4662F</a><br>リア:設定なし,,,49000,35600
レクサス,GS300,ARL10,H29/8～,8AR-FTS,2.0L ターボ,Fr：18～23mm<br>Rr：17～22mm,21560,,224472,ESX-4718-qq-e-f1-5675,ESX-4718-qq-e-d-5675,4.53619E+12,ESX-4718,ESPELIR,DOWNSUS,1台分,18～23/17～22,Fr：18～23mm<br>Rr：17～22mm,5.5/9.42,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/216805>BR-4707F</a><br>リア:設定なし,,,49000,35600
レクサス,GS300,ARL10,H29/8～,8AR-FTS,2.0L ターボ/Fスポーツ,Fr：18～23mm<br>Rr：17～22mm,21560,,224473,ESX-4724-qq-e-f1-5681,ESX-4724-qq-e-d-5681,4.53619E+12,ESX-4724,ESPELIR,DOWNSUS,1台分,18～23/17～22,Fr：18～23mm<br>Rr：17～22mm,5.5/9.42,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/217792>BR-4707F</a><br>リア:設定なし,,,49000,35600
レクサス,GS300,ARL10,H29/8～,8AR-FTS,2.0L ターボ/バージョンL/Iパッケージ,Fr：18～23mm<br>Rr：17～22mm,21560,,224415,ESX-4721-qq-e-f1-5678,ESX-4721-qq-e-d-5678,4.53619E+12,ESX-4721,ESPELIR,DOWNSUS,1台分,18～23/17～22,Fr：18～23mm<br>Rr：17～22mm,5.5/9.42,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/213942>BR-4707F</a><br>リア:設定なし,,,49000,35600
レクサス,GS300h,AWL10,H27/11～,2AR-FSE+モーター,2.5L ハイブリッド 後期型,Fr：17～22mm<br>Rr：16～21mm,21560,,224702,ESX-4657-qq-e-f1-5614,ESX-4657-qq-e-d-5614,4.53619E+12,ESX-4657,ESPELIR,DOWNSUS,1台分,17～22/16～21,Fr：17～22mm<br>Rr：16～21mm,5.5/9.88,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/219339>BR-4650F</a><br>リア:設定なし,,,49000,35600
レクサス,GS300h,AWL10,H27/11～,2AR-FSE+モーター,2.5L ハイブリッド 後期型/Fスポーツ,Fr：17～22mm<br>Rr：16～21mm,21560,,222553,ESX-4661-qq-e-f1-5618,ESX-4661-qq-e-d-5618,4.53619E+12,ESX-4661,ESPELIR,DOWNSUS,1台分,17～22/16～21,Fr：17～22mm<br>Rr：16～21mm,5.5/9.88,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/215301>BR-4650F</a><br>リア:設定なし,,,49000,35600
レクサス,GS300h,AWL10,H27/11～,2AR-FSE+モーター,2.5L ハイブリッド 後期型/バージョンL/Iパッケージ,Fr：17～22mm<br>Rr：16～21mm,21560,,225489,ESX-4659-qq-e-f1-5616,ESX-4659-qq-e-d-5616,4.53619E+12,ESX-4659,ESPELIR,DOWNSUS,1台分,17～22/16～21,Fr：17～22mm<br>Rr：16～21mm,5.5/9.88,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/219340>BR-4650F</a><br>リア:設定なし,,,49000,35600
レクサス,GS350,GRL10,H24/1～H27/10,2GR-FSE,3.5L 2WD 前期型,Fr：15～20mm<br>Rr：15～20mm,21560,,224706,ESX-4674-qq-e-f1-5631,ESX-4674-qq-e-d-5631,4.53619E+12,ESX-4674,ESPELIR,DOWNSUS,1台分,15～20/15～20,Fr：15～20mm<br>Rr：15～20mm,5.5/9.42,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/220834>BR-4662F</a><br>リア:設定なし,,,49000,35600
レクサス,GS350,GRL10,H24/1～H27/10,2GR-FSE,3.5L 2WD 前期型/Fスポーツ,Fr：15～20mm<br>Rr：15～20mm,21560,,225491,ESX-4678-qq-e-f1-5635,ESX-4678-qq-e-d-5635,4.53619E+12,ESX-4678,ESPELIR,DOWNSUS,1台分,15～20/15～20,Fr：15～20mm<br>Rr：15～20mm,5.5/9.42,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/213940>BR-4662F</a><br>リア:設定なし,,,49000,35600
レクサス,GS350,GRL10,H24/1～H27/10,2GR-FSE,3.5L 2WD 前期型/バージョンL/Iパッケージ,Fr：15～20mm<br>Rr：15～20mm,21560,,223982,ESX-4676-qq-e-f1-5633,ESX-4676-qq-e-d-5633,4.53619E+12,ESX-4676,ESPELIR,DOWNSUS,1台分,15～20/15～20,Fr：15～20mm<br>Rr：15～20mm,5.5/9.42,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/215764>BR-4662F</a><br>リア:設定なし,,,49000,35600
レクサス,GS350,GRL12,H27/11～,2GR-FKE,3.5L 2WD 後期型,,21560,,226892,ESX-4682-qq-e-f1-5639,ESX-4682-qq-e-d-5639,4.53619E+12,ESX-4682,ESPELIR,DOWNSUS,1台分,15～20/17～22,,5.5/9.42,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/214781>BR-4662F</a><br>リア:設定なし,,,49000,35600
レクサス,GS350,GRL12,H27/11～,2GR-FKE,3.5L 2WD 後期型/Fスポーツ,,21560,,227121,ESX-4688-qq-e-f1-5645,ESX-4688-qq-e-d-5645,4.53619E+12,ESX-4688,ESPELIR,DOWNSUS,1台分,15～20/17～22,,5.5/9.42,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/220837>BR-4662F</a><br>リア:設定なし,,,49000,35600
レクサス,GS350,GRL12,H27/11～,2GR-FKE,3.5L 2WD 後期型/バージョンL/Iパッケージ,Fr：15～20mm<br>Rr：17～22mm,21560,,222555,ESX-4685-qq-e-f1-5642,ESX-4685-qq-e-d-5642,4.53619E+12,ESX-4685,ESPELIR,DOWNSUS,1台分,15～20/17～22,Fr：15～20mm<br>Rr：17～22mm,5.5/9.42,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/219831>BR-4662F</a><br>リア:設定なし,,,49000,35600
レクサス,GS350,GRL15,H24/1～H27/10,2GR-FSE,3.5L 4WD 前期型,Fr：20～25mm<br>Rr：15～20mm,22000,,224829,ESX-4690-qq-e-f1-5647,ESX-4690-qq-e-d-5647,4.53619E+12,ESX-4690,ESPELIR,DOWNSUS,1台分,20～25/15～20,Fr：20～25mm<br>Rr：15～20mm,5.8/9.88,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/214782>BR-4662F</a><br>リア:設定なし,,,50000,36000
レクサス,GS350,GRL15,H24/1～H27/10,2GR-FSE,3.5L 4WD 前期型/Fスポーツ,Fr：20～25mm<br>Rr：15～20mm,22000,,223329,ESX-4696-qq-e-f1-5653,ESX-4696-qq-e-d-5653,4.53619E+12,ESX-4696,ESPELIR,DOWNSUS,1台分,20～25/15～20,Fr：20～25mm<br>Rr：15～20mm,5.8/9.88,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/213718>BR-4662F</a><br>リア:設定なし,,,50000,36000
レクサス,GS350,GRL15,H24/1～H27/10,2GR-FSE,3.5L 4WD 前期型/バージョンL/Iパッケージ,,22000,,227125,ESX-4693-qq-e-f1-5650,ESX-4693-qq-e-d-5650,4.53619E+12,ESX-4693,ESPELIR,DOWNSUS,1台分,20～25/15～20,,5.8/9.88,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/220838>BR-4662F</a><br>リア:設定なし,,,50000,36000
レクサス,GS350,GRL16,H27/11～,2GR-FKE,3.5L 4WD 後期型,,22000,,226351,ESX-4699-qq-e-f1-5656,ESX-4699-qq-e-d-5656,4.53619E+12,ESX-4699,ESPELIR,DOWNSUS,1台分,18～23/15～20,,5.8/9.88,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/220841>BR-4662F</a><br>リア:設定なし,,,50000,36000
レクサス,GS350,GRL16,H27/11～,2GR-FKE,3.5L 4WD 後期型/Fスポーツ,Fr：18～23mm<br>Rr：15～20mm,22000,,223732,ESX-4705-qq-e-f1-5662,ESX-4705-qq-e-d-5662,4.53619E+12,ESX-4705,ESPELIR,DOWNSUS,1台分,18～23/15～20,Fr：18～23mm<br>Rr：15～20mm,5.8/9.88,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/213720>BR-4662F</a><br>リア:設定なし,,,50000,36000
レクサス,GS350,GRL16,H27/11～,2GR-FKE,3.5L 4WD 後期型/バージョンL/Iパッケージ,,22000,,226000,ESX-4702-qq-e-f1-5659,ESX-4702-qq-e-d-5659,4.53619E+12,ESX-4702,ESPELIR,DOWNSUS,1台分,18～23/15～20,,5.8/9.88,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/215769>BR-4662F</a><br>リア:設定なし,,,50000,36000
レクサス,GS350,GRS191,H17/8～H19/9,2GR-FSE,2WD 前期,,20240,,227366,ESX-2304-qq-e-f1-4747,ESX-2304-qq-e-d-4747,4.53619E+12,ESX-2304,ESPELIR,DOWNSUS,1台分,27～32/15～20,,4.7/6.5,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/215565>BR-734F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/217072>BR-734R</a>,,,46000,34400
レクサス,GS350,GRS191,H19/10～H23/12,2GR-FSE,2WD 後期,,20240,,226460,ESX-4625-qq-e-f1-4754,ESX-4625-qq-e-d-4754,4.53619E+12,ESX-4625,ESPELIR,DOWNSUS,1台分,20～25/17～22,,5.5/6.5,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/218602>BR-734F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/219186>BR-734R</a>,,,46000,34400
レクサス,GS350,GRS191,H19/10～H23/12,2GR-FSE,2WD 後期 バージョンI,Fr：20～25mm<br>Rr：17～22mm,20240,,223977,ESX-4628-qq-e-f1-4757,ESX-4628-qq-e-d-4757,4.53619E+12,ESX-4628,ESPELIR,DOWNSUS,1台分,20～25/17～22,Fr：20～25mm<br>Rr：17～22mm,5.5/6.5,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/219603>BR-734F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/220154>BR-734R</a>,,,46000,34400
レクサス,GS430,UZS190,H17/8～H19/9,3UZ-FE,2WD 4.3L 右ハンドル車,,20240,,227365,ESX-2302-qq-e-f1-5688,ESX-2302-qq-e-d-5688,4.53619E+12,ESX-2302,ESPELIR,DOWNSUS,1台分,27～32/15～20,,4.7/6.5,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/219602>BR-734F</a><br>リア:設定なし,,,46000,34400
レクサス,GS450h,GWL10,H24/3～H27/10,2GR-FXE+モーター,3.5L ハイブリッド 前期型,Fr：25～30mm<br>Rr：25～30mm,21560,,224699,ESX-4637-qq-e-f1-5594,ESX-4637-qq-e-d-5594,4.53619E+12,ESX-4637,ESPELIR,DOWNSUS,1台分,25～30/25～30,Fr：25～30mm<br>Rr：25～30mm,5.5/9.42,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/213281>BR-4635F</a><br>リア:設定なし,,,49000,45600
レクサス,GS450h,GWL10,H24/3～H27/10,2GR-FXE+モーター,3.5L ハイブリッド 前期型/Fスポーツ,Fr：25～30mm<br>Rr：25～30mm,21560,,223210,ESX-4643-qq-e-f1-5600,ESX-4643-qq-e-d-5600,4.53619E+12,ESX-4643,ESPELIR,DOWNSUS,1台分,25～30/25～30,Fr：25～30mm<br>Rr：25～30mm,5.5/9.42,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/214304>BR-4635F</a><br>リア:設定なし,,,49000,45600
レクサス,GS450h,GWL10,H24/3～H27/10,2GR-FXE+モーター,3.5L ハイブリッド 前期型/バージョンL/バージョンI,,21560,,227011,ESX-4640-qq-e-f1-5597,ESX-4640-qq-e-d-5597,4.53619E+12,ESX-4640,ESPELIR,DOWNSUS,1台分,25～30/25～30,,5.5/9.42,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/219335>BR-4635F</a><br>リア:設定なし,,,49000,45600
レクサス,GS450h,GWS191,H18/3～H24/2,2GR-FSE+モーター,3.5L ハイブリッド,Fr：22～27mm<br>Rr：20～25mm,20240,,221906,ESX-4615-qq-e-f1-4667,ESX-4615-qq-e-d-4667,4.53619E+12,ESX-4615,ESPELIR,DOWNSUS,1台分,22～27/20～25,Fr：22～27mm<br>Rr：20～25mm,5.8/5,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/214299>BR-4614F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/220327>BR-4614R</a>,,,46000,34400
レクサス,GS450h,GWS191,H18/3～H24/2,2GR-FSE+モーター,3.5L ハイブリッド/バージョンL,Fr：22～27mm<br>Rr：20～25mm,20240,,221907,ESX-4617-qq-e-f1-4669,ESX-4617-qq-e-d-4669,4.53619E+12,ESX-4617,ESPELIR,DOWNSUS,1台分,22～27/20～25,Fr：22～27mm<br>Rr：20～25mm,5.8/5,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/219330>BR-4614F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/219332>BR-4614R</a>,,,46000,34400
レクサス,GS450h,GWS191,H19/10～H24/2,2GR-FSE+モーター,3.5L ハイブリッド/バージョンI,Fr：22～27mm<br>Rr：20～25mm,20240,,222657,ESX-4619-qq-e-f1-4671,ESX-4619-qq-e-d-4671,4.53619E+12,ESX-4619,ESPELIR,DOWNSUS,1台分,22～27/20～25,Fr：22～27mm<br>Rr：20～25mm,5.8/5,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/214300>BR-4614F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/215297>BR-4614R</a>,,,46000,34400
レクサス,GS460,URS190,H19/10～H23/12,1UR-FSE,2WD 4.6L,Fr：20～25mm<br>Rr：20～25mm,20680,,225485,ESX-4631-qq-e-f1-4760,ESX-4631-qq-e-d-4760,4.53619E+12,ESX-4631,ESPELIR,DOWNSUS,1台分,20～25/20～25,Fr：20～25mm<br>Rr：20～25mm,5.8/6.5,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/216589>BR-734F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/220155>BR-734R</a>,,,47000,34800
レクサス,GS460,URS190,H19/10～H23/12,1UR-FSE,2WD 4.6L/バージョンL/バージョンI,Fr：20～25mm<br>Rr：20～25mm,20680,,225486,ESX-4634-qq-e-f1-4763,ESX-4634-qq-e-d-4763,4.53619E+12,ESX-4634,ESPELIR,DOWNSUS,1台分,20～25/20～25,Fr：20～25mm<br>Rr：20～25mm,5.8/6.5,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/217071>BR-734F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/218149>BR-734R</a>,,,47000,34800
レクサス,IS200t,ASE30,H27/8～H28/9,8AR-FTS,2WD 2.0L ターボ/200t バージョンL,Fr：25～30mm<br>Rr：15～20mm,20240,,223207,ESX-4091-qq-e-f1-5473,ESX-4091-qq-e-d-5473,4.53619E+12,ESX-4091,ESPELIR,DOWNSUS,1台分,25～30/15～20,Fr：25～30mm<br>Rr：15～20mm,5.3/9.9,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/217485>BR-4061F</a><br>リア:設定なし,,,46000,34400
レクサス,IS200t,ASE30,H28/10～H29/10,8AR-FTS,2WD 2.0L ターボ/200t Fスポーツ,Fr：18～23mm<br>Rr：15～20mm,20680,,224912,ESX-4129-qq-e-f1-5511,ESX-4129-qq-e-d-5511,4.53619E+12,ESX-4129,ESPELIR,DOWNSUS,1台分,18～23/15～20,Fr：18～23mm<br>Rr：15～20mm,5.5/9.9,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/216509>BR-4127F</a><br>リア:設定なし,,,47000,34800
レクサス,IS200t,ASE30,H28/10～H29/10,8AR-FTS,2WD 2.0L ターボ/200t バージョンL,,20680,,226452,ESX-4131-qq-e-f1-5513,ESX-4131-qq-e-d-5513,4.53619E+12,ESX-4131,ESPELIR,DOWNSUS,1台分,18～23/15～20,,5.5/9.9,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/219554>BR-4127F</a><br>リア:設定なし,,,47000,34800
レクサス,IS200t,ASE30,H28/10～H29/10,8AR-FTS,2WD 2.0L ターボ/200t ベースグレード,Fr：18～23mm<br>Rr：15～20mm,20680,,223404,ESX-4127-qq-e-f1-5509,ESX-4127-qq-e-d-5509,4.53619E+12,ESX-4127,ESPELIR,DOWNSUS,1台分,18～23/15～20,Fr：18～23mm<br>Rr：15～20mm,5.5/9.9,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/213454>BR-4127F</a><br>リア:設定なし,,,47000,34800
