スズキ,エブリイバン,DA64V,H17/8～27/2,K6A,2WD NA/ターボ 1型～6型共通/ハイルーフ,Fr：52～57mm<br>Rr：50～55mm,14080,,223614,ESS-2431-qq-e-f1-3899,ESS-2431-qq-e-d-3899,4536190124319,ESS-2431,ESPELIR,Super DOWNSUS Type2,1台分,52～57/50～55,Fr：52～57mm<br>Rr：50～55mm,3.2/3.7,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/219193>BR-737F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/213854>BR-251R</a>,灯火類の高さ及び最低地上高に余裕がある車両に設定していますが、一部例外の車両もあります,灯火類の高さが保安基準に抵触します,32000,28500
スズキ,エブリイバン,DA64V,H17/8～27/2,K6A,4WD NA/ターボ 1型～6型共通/ハイルーフ,,14080,,227405,ESS-2437-qq-e-f1-3900,ESS-2437-qq-e-d-3900,4536190124371,ESS-2437,ESPELIR,Super DOWNSUS Type2,1台分,50～60/50～55,,3.2/3.7,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/219194>BR-737F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/218925>BR-251R</a>,灯火類の高さ及び最低地上高に余裕がある車両に設定していますが、一部例外の車両もあります,灯火類の高さが保安基準に抵触します,32000,28500
スズキ,エブリイワゴン,DA17W,H27/2～,R06A,2WD/PZターボスペシャル/PZターボ/JPターボ,Fr：45～50mm<br>Rr：45～50mm,14080,,224877,ESS-1813-qq-e-f1-3186,ESS-1813-qq-e-d-3186,4536190118134,ESS-1813,ESPELIR,Super DOWNSUS Type2,1台分,45～50/45～50,Fr：45～50mm<br>Rr：45～50mm,3.2/3.7,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/216436>BR-1763F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/214446>BR-1763R</a>,灯火類の高さ及び最低地上高に余裕がある車両に設定していますが、一部例外の車両もあります,,32000,28500
スズキ,エブリイワゴン,DA17W,H27/2～,R06A,4WD/PZターボスペシャル/PZターボ/JPターボ,,14080,,227187,ESS-1814-qq-e-f1-3187,ESS-1814-qq-e-d-3187,4536190118141,ESS-1814,ESPELIR,Super DOWNSUS Type2,1台分,45～50/45～50,,3.2/3.7,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/218490>BR-1763F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/213394>BR-1763R</a>,灯火類の高さ及び最低地上高に余裕がある車両に設定していますが、一部例外の車両もあります,,32000,28500
スズキ,エブリイワゴン,DA62W,H13/9～17/7,K6A,2WD NA ワゴン/ジョイポップ,Fr：35～40mm<br>Rr：55～60mm,12320,,222932,ESS-2902-qq-e-f1-3845,ESS-2902-qq-e-d-3845,4536190129024,ESS-2902,ESPELIR,Super DOWNSUS Type2,1台分,35～40/55～60,Fr：35～40mm<br>Rr：55～60mm,2.8/3.7,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/217781>BR-431F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/220740>BR-251R</a>,灯火類の高さ及び最低地上高に余裕がある車両に設定していますが、一部例外の車両もあります,,28000,26800
スズキ,エブリイワゴン,DA62W,H13/9～17/7,K6A,2WD ターボ ワゴン/ジョイポップターボ PZ/ジョイポップターボ/スポーツ,Fr：50～55mm<br>Rr：48～53mm,12320,,223723,ESS-2901-qq-e-f1-3844,ESS-2901-qq-e-d-3844,4536190129017,ESS-2901,ESPELIR,Super DOWNSUS Type2,1台分,50～55/48～53,Fr：50～55mm<br>Rr：48～53mm,4.4/3.7,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/218794>BR-431F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/214712>BR-251R</a>,灯火類の高さ及び最低地上高に余裕がある車両に設定していますが、一部例外の車両もあります,,28000,26800
スズキ,エブリイワゴン,DA62W,H13/9～17/7,K6A,4WD NA ワゴン,Fr：45～50mm<br>Rr：45～50mm,12320,,224464,ESS-2910-qq-e-f1-3848,ESS-2910-qq-e-d-3848,4536190129109,ESS-2910,ESPELIR,Super DOWNSUS Type2,1台分,45～50/45～50,Fr：45～50mm<br>Rr：45～50mm,2.8/3.7,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/213920>BR-431F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/215691>BR-251R</a>,灯火類の高さ及び最低地上高に余裕がある車両に設定していますが、一部例外の車両もあります,,28000,26800
スズキ,エブリイワゴン,DA62W,H13/9～17/7,K6A,4WD ターボ ワゴン/ジョイポップ/ジョイポップターボ/ジョイポップターボ PZ,,12320,,226747,ESS-2903-qq-e-f1-3846,ESS-2903-qq-e-d-3846,4536190129031,ESS-2903,ESPELIR,Super DOWNSUS Type2,1台分,45～50/45～50,,2.8/3.7,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/220822>BR-431F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/216742>BR-251R</a>,灯火類の高さ及び最低地上高に余裕がある車両に設定していますが、一部例外の車両もあります,,28000,26800
スズキ,エブリイワゴン,DA64W,H17/8～27/2,K6A,2WD ターボ/NA ワゴン 1型～6型共通(標準ルーフ/ハイルーフ共通),Fr：50～60mm<br>Rr：50～55mm,14080,,225407,ESS-1995-qq-e-f1-3190,ESS-1995-qq-e-d-3190,4536190119957,ESS-1995,ESPELIR,Super DOWNSUS Type2,1台分,50～60/50～55,Fr：50～60mm<br>Rr：50～55mm,3.2/3.7,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/218157>BR-737F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/213855>BR-251R</a>,灯火類の高さ及び最低地上高に余裕がある車両に設定していますが、一部例外の車両もあります,,32000,28500
スズキ,エブリイワゴン,DA64W,H17/8～27/2,K6A,4WD NA/ターボ ワゴン 全車共通(標準ルーフ/ハイルーフ共通),,14080,,226938,ESS-1996-qq-e-f1-3191,ESS-1996-qq-e-d-3191,4536190119964,ESS-1996,ESPELIR,Super DOWNSUS Type2,1台分,50～60/50～55,,3.2/3.7,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/213088>BR-737F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/213856>BR-251R</a>,灯火類の高さ及び最低地上高に余裕がある車両に設定していますが、一部例外の車両もあります,,32000,28500
スズキ,スイフトスポーツ,ZC33S,H29/9～,K14C,2WD 1400cc ターボ/6MT/6AT,Fr：40～45mm<br>Rr：38～43mm,14080,,224631,ESS-3827-qq-e-f1-5426,ESS-3827-qq-e-d-5426,4536190138279,ESS-3827,ESPELIR,Super DOWNSUS Type2,1台分,40～45/38～43,Fr：40～45mm<br>Rr：38～43mm,2.12/2.4,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/217773>BR-3826F</a><br>リア:設定なし,灯火類の高さ及び最低地上高に余裕がある車両に設定していますが、一部例外の車両もあります,最低地上高が確保できないため保安基準に抵触します,32000,28500
スズキ,スペーシア,MK32S,H25/3～,R06A,2WD G/X/T,Fr：50～55mm<br>Rr：60～65mm,11440,,223160,ESS-967-qq-e-f1-3185,ESS-967-qq-e-d-3185,4536190109675,ESS-967,ESPELIR,Super DOWNSUS Type2,1台分,50～55/60～65,Fr：50～55mm<br>Rr：60～65mm,3/2,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/216653>BR-966F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/215629>BR-966R</a>,灯火類の高さ及び最低地上高に余裕がある車両に設定していますが、一部例外の車両もあります,,26000,26000
スズキ,スペーシア,MK42S,H27/5～H29/11,R06A,2WD NA S-エネチャージ車 G/X,Fr：50～55mm<br>Rr：60～65mm,11440,,224363,ESS-1779-qq-e-f1-3183,ESS-1779-qq-e-d-3183,4536190117793,ESS-1779,ESPELIR,Super DOWNSUS Type2,1台分,50～55/60～65,Fr：50～55mm<br>Rr：60～65mm,3/2,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/219641>BR-966F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/217405>BR-966R</a>,灯火類の高さ及び最低地上高に余裕がある車両に設定していますが、一部例外の車両もあります,,26000,26000
スズキ,スペーシア,MK42S,H27/8～H29/11,R06A,2WD ターボ/S-エネチャージ車/T,Fr：50～55mm<br>Rr：60～65mm,11440,,222607,ESS-1894-qq-e-f1-3184,ESS-1894-qq-e-d-3184,4536190118943,ESS-1894,ESPELIR,Super DOWNSUS Type2,1台分,50～55/60～65,Fr：50～55mm<br>Rr：60～65mm,3/2,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/215621>BR-966F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/219451>BR-966R</a>,灯火類の高さ及び最低地上高に余裕がある車両に設定していますが、一部例外の車両もあります,,26000,26000
スズキ,スペーシアカスタム,MK32S,H25/6～,R06A,2WD GS/XS/XSリミテッド/TS,Fr：50～55mm<br>Rr：60～65mm,11440,,224028,ESS-1105-qq-e-f1-3182,ESS-1105-qq-e-d-3182,4536190111050,ESS-1105,ESPELIR,Super DOWNSUS Type2,1台分,50～55/60～65,Fr：50～55mm<br>Rr：60～65mm,3/2,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/213595>BR-966F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/215388>BR-966R</a>,灯火類の高さ及び最低地上高に余裕がある車両に設定していますが、一部例外の車両もあります,,26000,26000
スズキ,スペーシアカスタム,MK42S,H27/5～H29/11,R06A,2WD NA S-エネチャージ車 GS/XS,,11440,,225815,ESS-1782-qq-e-f1-3180,ESS-1782-qq-e-d-3180,4536190117823,ESS-1782,ESPELIR,Super DOWNSUS Type2,1台分,50～55/60～65,,3/2,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/217614>BR-966F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/214658>BR-966R</a>,灯火類の高さ及び最低地上高に余裕がある車両に設定していますが、一部例外の車両もあります,,26000,26000
スズキ,スペーシアカスタム,MK42S,H27/8～H29/11,R06A,2WD ターボ/S-エネチャージ車/XSターボ,Fr：50～55mm<br>Rr：60～65mm,11440,,224144,ESS-1897-qq-e-f1-3181,ESS-1897-qq-e-d-3181,4536190118974,ESS-1897,ESPELIR,Super DOWNSUS Type2,1台分,50～55/60～65,Fr：50～55mm<br>Rr：60～65mm,3/2,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/217617>BR-966F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/214660>BR-966R</a>,灯火類の高さ及び最低地上高に余裕がある車両に設定していますが、一部例外の車両もあります,,26000,26000
スズキ,スペーシアカスタムZ,MK42S,H28/12～H29/11,R06A,2WD NA/カスタムZ,Fr：50～55mm<br>Rr：60～65mm,11440,,222386,ESS-2784-qq-e-f1-4032,ESS-2784-qq-e-d-4032,4536190127846,ESS-2784,ESPELIR,Super DOWNSUS Type2,1台分,50～55/60～65,Fr：50～55mm<br>Rr：60～65mm,3/2,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/214927>BR-2782F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/216923>BR-2782R</a>,灯火類の高さ及び最低地上高に余裕がある車両に設定していますが、一部例外の車両もあります,,26000,26000
スズキ,スペーシアカスタムZ,MK42S,H28/12～H29/11,R06A,2WD ターボ/カスタムZ,Fr：50～55mm<br>Rr：60～65mm,11440,,223139,ESS-2787-qq-e-f1-4035,ESS-2787-qq-e-d-4035,4536190127877,ESS-2787,ESPELIR,Super DOWNSUS Type2,1台分,50～55/60～65,Fr：50～55mm<br>Rr：60～65mm,3/2,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/217917>BR-2782F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/219939>BR-2782R</a>,灯火類の高さ及び最低地上高に余裕がある車両に設定していますが、一部例外の車両もあります,,26000,26000
スズキ,ハスラー,MR31S,H26/1～,R06A,2WD 5M/T NA全車,Fr：55～65mm<br>Rr：55～65mm,11880,,221751,ESS-1486-qq-e-f1-3179,ESS-1486-qq-e-d-3179,4536190114860,ESS-1486,ESPELIR,Super DOWNSUS Type2,1台分,55～65/55～65,Fr：55～65mm<br>Rr：55～65mm,2.4/2,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/219903>BR-1485F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/215837>BR-1481R</a>,灯火類の高さ及び最低地上高に余裕がある車両に設定していますが、一部例外の車両もあります,,27000,26400
スズキ,ハスラー,MR31S,H26/1～,R06A,2WD CVT ターボ/NA全車,,11880,,227066,ESS-1485-qq-e-f1-3178,ESS-1485-qq-e-d-3178,4536190114853,ESS-1485,ESPELIR,Super DOWNSUS Type2,1台分,55～65/55～65,,2.4/2,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/220925>BR-1485F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/218897>BR-1481R</a>,灯火類の高さ及び最低地上高に余裕がある車両に設定していますが、一部例外の車両もあります,,27000,26400
スズキ,ハスラー,MR41S,H27/12～,R06A,2WD ターボ S-エネチャージ車 Gターボ/Xターボ,,11880,,226941,ESS-2023-qq-e-f1-3177,ESS-2023-qq-e-d-3177,4536190120236,ESS-2023,ESPELIR,Super DOWNSUS Type2,1台分,55～65/55～65,,2.4/2,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/219904>BR-1485F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/217878>BR-1481R</a>,灯火類の高さ及び最低地上高に余裕がある車両に設定していますが、一部例外の車両もあります,,27000,26400
スズキ,ハスラー,MR41S,H27/5～,R06A,2WD NA S-エネチャージ車,Fr：55～65mm<br>Rr：55～65mm,11880,,223613,ESS-1774-qq-e-f1-3176,ESS-1774-qq-e-d-3176,4536190117748,ESS-1774,ESPELIR,Super DOWNSUS Type2,1台分,55～65/55～65,Fr：55～65mm<br>Rr：55～65mm,2.4/2,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/218899>BR-1485F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/218898>BR-1481R</a>,灯火類の高さ及び最低地上高に余裕がある車両に設定していますが、一部例外の車両もあります,,27000,26400
スズキ,パレット,MK21S,H20/1～25/2,K6A,4WD NA/G/X/L,Fr：50～55mm<br>Rr：45～50mm,12760,,222330,ESS-1982-qq-e-f1-3174,ESS-1982-qq-e-d-3174,4536190119827,ESS-1982,ESPELIR,Super DOWNSUS Type2,1台分,50～55/45～50,Fr：50～55mm<br>Rr：45～50mm,2.8/2,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/217357>BR-841F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/217043>BR-841R</a>,灯火類の高さ及び最低地上高に余裕がある車両に設定していますが、一部例外の車両もあります,,29000,27200
スズキ,パレット,MK21S,H20/1～25/2,K6A,4WD ターボ/T/TS,Fr：50～55mm<br>Rr：45～50mm,12760,,223832,ESS-1983-qq-e-f1-3173,ESS-1983-qq-e-d-3173,4536190119834,ESS-1983,ESPELIR,Super DOWNSUS Type2,1台分,50～55/45～50,Fr：50～55mm<br>Rr：45～50mm,2.8/2,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/215340>BR-841F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/219048>BR-841R</a>,灯火類の高さ及び最低地上高に余裕がある車両に設定していますが、一部例外の車両もあります,,29000,27200
スズキ,パレット/パレットSW,MK21S,H20/1～25/2,K6A,2WD NA/SW共通,Fr：46～51mm<br>Rr：50～60mm,11440,,223067,ESS-1976-qq-e-f1-3170,ESS-1976-qq-e-d-3170,4536190119766,ESS-1976,ESPELIR,Super DOWNSUS Type2,1台分,46～51/50～60,Fr：46～51mm<br>Rr：50～60mm,3/2,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/216052>BR-841F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/219047>BR-841R</a>,灯火類の高さ及び最低地上高に余裕がある車両に設定していますが、一部例外の車両もあります,,26000,26000
スズキ,パレットSW,MK21S,H20/1～25/2,K6A,2WD ターボ/SW,Fr：46～51mm<br>Rr：50～60mm,11440,,225327,ESS-1977-qq-e-f1-3171,ESS-1977-qq-e-d-3171,4536190119773,ESS-1977,ESPELIR,Super DOWNSUS Type2,1台分,46～51/50～60,Fr：46～51mm<br>Rr：50～60mm,3/2,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/220036>BR-841F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/217042>BR-841R</a>,灯火類の高さ及び最低地上高に余裕がある車両に設定していますが、一部例外の車両もあります,,26000,26000
スズキ,パレットSW,MK21S,H20/1～25/2,K6A,4WD NA/パレットSW XS/GS,,12760,,226857,ESS-1982-qq-e-f1-3172,ESS-1982-qq-e-d-3172,4536190119827,ESS-1982,ESPELIR,Super DOWNSUS Type2,1台分,50～55/45～50,,2.8/2,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/217358>BR-841F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/215052>BR-841R</a>,灯火類の高さ及び最低地上高に余裕がある車両に設定していますが、一部例外の車両もあります,,29000,27200
スズキ,パレットSW,MK21S,H20/1～25/2,K6A,4WD ターボ/パレットSW TS,Fr：50～55mm<br>Rr：45～50mm,12760,,223833,ESS-1983-qq-e-f1-3175,ESS-1983-qq-e-d-3175,4536190119834,ESS-1983,ESPELIR,Super DOWNSUS Type2,1台分,50～55/45～50,Fr：50～55mm<br>Rr：45～50mm,2.8/2,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/214356>BR-841F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/218024>BR-841R</a>,灯火類の高さ及び最低地上高に余裕がある車両に設定していますが、一部例外の車両もあります,,29000,27200
スズキ,ランディ,SC25,H19/1～22/12,MR20DE,2WD 2.0S/2.0G,Fr：50～55mm<br>Rr：58～63mm,18480,,223062,ESS-1401-qq-e-f1-3169,ESS-1401-qq-e-d-3169,4536190114013,ESS-1401,ESPELIR,Super DOWNSUS Type2,1台分,50～55/58～63,Fr：50～55mm<br>Rr：58～63mm,2.7/5.9,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/215551>BR-698F</a><br>リア:設定なし,灯火類の高さ及び最低地上高に余裕がある車両に設定していますが、一部例外の車両もあります,,42000,32700
スズキ,ランディ,SC26,H22/12～,MR20DE,2WD/2.0S/2.0G,Fr：50～55mm<br>Rr：58～63mm,18480,,225239,ESS-1404-qq-e-f1-3168,ESS-1404-qq-e-d-3168,4536190114044,ESS-1404,ESPELIR,Super DOWNSUS Type2,1台分,50～55/58～63,Fr：50～55mm<br>Rr：58～63mm,2.7/5.9,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/214572>BR-698F</a><br>リア:設定なし,灯火類の高さ及び最低地上高に余裕がある車両に設定していますが、一部例外の車両もあります,,42000,32700
スズキ,ランディ,SC27/SGC27,H28/12～,MR20DD,2WD/S/X/G,Fr：50～55mm<br>Rr：58～63mm,18480,,221759,ESS-3522-qq-e-f1-4318,ESS-3522-qq-e-d-4318,4536190135223,ESS-3522,ESPELIR,Super DOWNSUS Type2,1台分,50～55/58～63,Fr：50～55mm<br>Rr：58～63mm,2.7/5.9,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/217279>BR-3520F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/218223>BR-3520R</a>,灯火類の高さ及び最低地上高に余裕がある車両に設定していますが、一部例外の車両もあります,,42000,32700
スズキ,ワゴンR,MC22S,H14/9～15/9,KA6,2WD 5型～6型/RRターボ(全て リアシートスライド仕様車用),Fr：47～52mm<br>Rr：41～46mm,11440,,223134,ESS-2011-qq-e-f1-3166,ESS-2011-qq-e-d-3166,4536190120113,ESS-2011,ESPELIR,Super DOWNSUS Type2,1台分,47～52/41～46,Fr：47～52mm<br>Rr：41～46mm,2.8/2.2,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/218203>BR-224F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/214878>BR-224R</a>,灯火類の高さ及び最低地上高に余裕がある車両に設定していますが、一部例外の車両もあります,,26000,26000
スズキ,ワゴンR,MC22S,H14/9～15/9,KA6,2WD 5型～6型/ターボ/NA(全て リアシートスライド仕様車用),Fr：47～52mm<br>Rr：41～46mm,11440,,223911,ESS-2010-qq-e-f1-3165,ESS-2010-qq-e-d-3165,4536190120106,ESS-2010,ESPELIR,Super DOWNSUS Type2,1台分,47～52/41～46,Fr：47～52mm<br>Rr：41～46mm,2.8/2.2,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/220204>BR-224F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/216866>BR-224R</a>,灯火類の高さ及び最低地上高に余裕がある車両に設定していますが、一部例外の車両もあります,,26000,26000
スズキ,ワゴンR,MC22S,H14/9～15/9,KA6,4WD 5型～6型/ターボ/NA(全て リアシートスライド仕様車用),Fr：55～60mm<br>Rr：41～46mm,11440,,223135,ESS-2012-qq-e-f1-3167,ESS-2012-qq-e-d-3167,4536190120120,ESS-2012,ESPELIR,Super DOWNSUS Type2,1台分,55～60/41～46,Fr：55～60mm<br>Rr：41～46mm,2.8/2.2,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/215160>BR-224F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/214879>BR-224R</a>,灯火類の高さ及び最低地上高に余裕がある車両に設定していますが、一部例外の車両もあります,,26000,26000
スズキ,ワゴンR,MH21S,H15/9～16/12,K6A,2WD 1型～2型/NA/ターボ/RRは除く,,11000,,225988,ESS-2355-qq-e-f1-3734,ESS-2355-qq-e-d-3734,4536190123558,ESS-2355,ESPELIR,Super DOWNSUS Type2,1台分,58～63/55～60,,2.8/2.2,バンプラバーの設定がある場合、同時交換がおススメです<br>下記設定なしとなっている場合も随時適合は増えますので、一度メーカーホームページにてご確認ください<br><br>フロント:<a href=https://www.kts-web.com/ec_shop/products/detail/217524>BR-496F</a><br>リア:<a href=https://www.kts-web.com/ec_shop/products/detail/213827>BR-224R</a>,灯火類の高さ及び最低地上高に余裕がある車両に設定していますが、一部例外の車両もあります,,25000,25500
