自動車メーカー,車種,型式,エンジン型式,年式,適合詳細,ダウン量,バネレート【F/R】,備考,販売価格,Camp価格,商品ID,物販コード,取付コード,メーカー品番,メーカー名,商品名,注意事項,定価,送料,SET価格
マツダ,MPV,LY3P,L3-VDT,06/2～,2WD ターボ,Fr：25～30mm<br>Rr：25～30mm,3.0/6.4,バンプラバーカット,30217,,260833,BZ015A-qq-e-341,BZ015A-qq-e-d-341,BZ015A,FINAL KONNEXION,BLACK SUS,ダウンmm数値は代表車種で測定したものとなり、車種によっては多少の誤差がありますのであくまで目安としてお考え下さい。<br>稀にお車の最低地上高がメーカー測定値と異なる場合がございますので、予め最低地上高をご確認の上表記ダウン量で問題がないか判断してください。<br>メーカーのマッチング車両は全て、純正タイヤ(サマータイヤ)、純正ショックアブソーバーでのマッチングデータになります。<br>これらが社外品と交換されていた場合、記載のダウン量との相違・車両部位との干渉・異音の発生・車検不適合などが起こる場合があります。<br>平成18年1月(2006年1月)以降に生産された車両は、保安基準に抵触し車検不適合となる場合がありますので、現車をご確認の上装着してください。<br>ローダウン仕様車の場合、ダウン量が表記数値と変わりますのでご注意ください。,30500,1000,44000
マツダ,MPV,LY3P,L3-VE,06/2～,2WD NA,Fr：25～30mm<br>Rr：25～30mm,3.0/6.4,バンプラバーカット,30217,,260832,BZ014A-qq-e-340,BZ014A-qq-e-d-340,BZ014A,FINAL KONNEXION,BLACK SUS,ダウンmm数値は代表車種で測定したものとなり、車種によっては多少の誤差がありますのであくまで目安としてお考え下さい。<br>稀にお車の最低地上高がメーカー測定値と異なる場合がございますので、予め最低地上高をご確認の上表記ダウン量で問題がないか判断してください。<br>メーカーのマッチング車両は全て、純正タイヤ(サマータイヤ)、純正ショックアブソーバーでのマッチングデータになります。<br>これらが社外品と交換されていた場合、記載のダウン量との相違・車両部位との干渉・異音の発生・車検不適合などが起こる場合があります。<br>平成18年1月(2006年1月)以降に生産された車両は、保安基準に抵触し車検不適合となる場合がありますので、現車をご確認の上装着してください。<br>ローダウン仕様車の場合、ダウン量が表記数値と変わりますのでご注意ください。,30500,1000,44000
マツダ,アクセラ/アクセラスポーツ,BK3P/BKEP,L3-VE/LF-VE,03/11～09/6,2WD 2.0L/2.3L,Fr：35～40mm<br>Rr：35～40mm,3.3/3.3,,26538,,260834,BZ016A-qq-e-342,BZ016A-qq-e-d-342,BZ016A,FINAL KONNEXION,BLACK SUS,ダウンmm数値は代表車種で測定したものとなり、車種によっては多少の誤差がありますのであくまで目安としてお考え下さい。<br>稀にお車の最低地上高がメーカー測定値と異なる場合がございますので、予め最低地上高をご確認の上表記ダウン量で問題がないか判断してください。<br>メーカーのマッチング車両は全て、純正タイヤ(サマータイヤ)、純正ショックアブソーバーでのマッチングデータになります。<br>これらが社外品と交換されていた場合、記載のダウン量との相違・車両部位との干渉・異音の発生・車検不適合などが起こる場合があります。<br>平成18年1月(2006年1月)以降に生産された車両は、保安基準に抵触し車検不適合となる場合がありますので、現車をご確認の上装着してください。<br>ローダウン仕様車の場合、ダウン量が表記数値と変わりますのでご注意ください。,26500,1000,40200
マツダ,アテンザスポーツ,GG3S,L3-VE,02/7～05/5,2WD 2.3L 前期,Fr：30～35mm<br>Rr：30～35mm,4.7/3.1,,26538,,260825,BZ012A-qq-e-343,BZ012A-qq-e-d-343,BZ012A,FINAL KONNEXION,BLACK SUS,ダウンmm数値は代表車種で測定したものとなり、車種によっては多少の誤差がありますのであくまで目安としてお考え下さい。<br>稀にお車の最低地上高がメーカー測定値と異なる場合がございますので、予め最低地上高をご確認の上表記ダウン量で問題がないか判断してください。<br>メーカーのマッチング車両は全て、純正タイヤ(サマータイヤ)、純正ショックアブソーバーでのマッチングデータになります。<br>これらが社外品と交換されていた場合、記載のダウン量との相違・車両部位との干渉・異音の発生・車検不適合などが起こる場合があります。<br>平成18年1月(2006年1月)以降に生産された車両は、保安基準に抵触し車検不適合となる場合がありますので、現車をご確認の上装着してください。<br>ローダウン仕様車の場合、ダウン量が表記数値と変わりますのでご注意ください。,26500,1000,40200
マツダ,アテンザスポーツ,GG3S,L3-VE,05/6～08/1,2WD 2.3L 後期,Fr：30～35mm<br>Rr：30～35mm,4.7/3.1,,26538,,260826,BZ012A-qq-e-344,BZ012A-qq-e-d-344,BZ012A,FINAL KONNEXION,BLACK SUS,ダウンmm数値は代表車種で測定したものとなり、車種によっては多少の誤差がありますのであくまで目安としてお考え下さい。<br>稀にお車の最低地上高がメーカー測定値と異なる場合がございますので、予め最低地上高をご確認の上表記ダウン量で問題がないか判断してください。<br>メーカーのマッチング車両は全て、純正タイヤ(サマータイヤ)、純正ショックアブソーバーでのマッチングデータになります。<br>これらが社外品と交換されていた場合、記載のダウン量との相違・車両部位との干渉・異音の発生・車検不適合などが起こる場合があります。<br>平成18年1月(2006年1月)以降に生産された車両は、保安基準に抵触し車検不適合となる場合がありますので、現車をご確認の上装着してください。<br>ローダウン仕様車の場合、ダウン量が表記数値と変わりますのでご注意ください。,26500,1000,40200
マツダ,アテンザスポーツ,GGES,LF-VE,05/6～08/1,2WD 2.0L 後期,Fr：25～35mm<br>Rr：25～35mm,4.7/3.1,,26538,,260827,BZ012A-qq-e-345,BZ012A-qq-e-d-345,BZ012A,FINAL KONNEXION,BLACK SUS,ダウンmm数値は代表車種で測定したものとなり、車種によっては多少の誤差がありますのであくまで目安としてお考え下さい。<br>稀にお車の最低地上高がメーカー測定値と異なる場合がございますので、予め最低地上高をご確認の上表記ダウン量で問題がないか判断してください。<br>メーカーのマッチング車両は全て、純正タイヤ(サマータイヤ)、純正ショックアブソーバーでのマッチングデータになります。<br>これらが社外品と交換されていた場合、記載のダウン量との相違・車両部位との干渉・異音の発生・車検不適合などが起こる場合があります。<br>平成18年1月(2006年1月)以降に生産された車両は、保安基準に抵触し車検不適合となる場合がありますので、現車をご確認の上装着してください。<br>ローダウン仕様車の場合、ダウン量が表記数値と変わりますのでご注意ください。,26500,1000,40200
マツダ,アテンザスポーツ,GH5FS,L5-VE,08/1～,2WD 2.5L,Fr：30～35mm<br>Rr：30～35mm,5.4/4.5,,28837,,260841,BZ019A-qq-e-347,BZ019A-qq-e-d-347,BZ019A,FINAL KONNEXION,BLACK SUS,ダウンmm数値は代表車種で測定したものとなり、車種によっては多少の誤差がありますのであくまで目安としてお考え下さい。<br>稀にお車の最低地上高がメーカー測定値と異なる場合がございますので、予め最低地上高をご確認の上表記ダウン量で問題がないか判断してください。<br>メーカーのマッチング車両は全て、純正タイヤ(サマータイヤ)、純正ショックアブソーバーでのマッチングデータになります。<br>これらが社外品と交換されていた場合、記載のダウン量との相違・車両部位との干渉・異音の発生・車検不適合などが起こる場合があります。<br>平成18年1月(2006年1月)以降に生産された車両は、保安基準に抵触し車検不適合となる場合がありますので、現車をご確認の上装着してください。<br>ローダウン仕様車の場合、ダウン量が表記数値と変わりますのでご注意ください。,29000,1000,42600
マツダ,アテンザスポーツ,GHEFS,LF-VE,08/1～,2WD 2.0L,Fr：30～35mm<br>Rr：30～35mm,5.4/4.5,,28837,,260840,BZ019A-qq-e-346,BZ019A-qq-e-d-346,BZ019A,FINAL KONNEXION,BLACK SUS,ダウンmm数値は代表車種で測定したものとなり、車種によっては多少の誤差がありますのであくまで目安としてお考え下さい。<br>稀にお車の最低地上高がメーカー測定値と異なる場合がございますので、予め最低地上高をご確認の上表記ダウン量で問題がないか判断してください。<br>メーカーのマッチング車両は全て、純正タイヤ(サマータイヤ)、純正ショックアブソーバーでのマッチングデータになります。<br>これらが社外品と交換されていた場合、記載のダウン量との相違・車両部位との干渉・異音の発生・車検不適合などが起こる場合があります。<br>平成18年1月(2006年1月)以降に生産された車両は、保安基準に抵触し車検不適合となる場合がありますので、現車をご確認の上装着してください。<br>ローダウン仕様車の場合、ダウン量が表記数値と変わりますのでご注意ください。,29000,1000,42600
マツダ,アテンザスポーツワゴン,GH5FW,L5-VE,08/1～,2WD 2.5L,Fr：35～40mm<br>Rr：35～40mm,5.4/4.5,,28837,,260842,BZ019A-qq-e-352,BZ019A-qq-e-d-352,BZ019A,FINAL KONNEXION,BLACK SUS,ダウンmm数値は代表車種で測定したものとなり、車種によっては多少の誤差がありますのであくまで目安としてお考え下さい。<br>稀にお車の最低地上高がメーカー測定値と異なる場合がございますので、予め最低地上高をご確認の上表記ダウン量で問題がないか判断してください。<br>メーカーのマッチング車両は全て、純正タイヤ(サマータイヤ)、純正ショックアブソーバーでのマッチングデータになります。<br>これらが社外品と交換されていた場合、記載のダウン量との相違・車両部位との干渉・異音の発生・車検不適合などが起こる場合があります。<br>平成18年1月(2006年1月)以降に生産された車両は、保安基準に抵触し車検不適合となる場合がありますので、現車をご確認の上装着してください。<br>ローダウン仕様車の場合、ダウン量が表記数値と変わりますのでご注意ください。,29000,1000,42600
マツダ,アテンザスポーツワゴン,GY3W,L3-VE,02/6～05/6,2WD 2.3L,Fr：30～35mm<br>Rr：30～35mm,4.7/3.1,,26538,,260828,BZ012A-qq-e-348,BZ012A-qq-e-d-348,BZ012A,FINAL KONNEXION,BLACK SUS,ダウンmm数値は代表車種で測定したものとなり、車種によっては多少の誤差がありますのであくまで目安としてお考え下さい。<br>稀にお車の最低地上高がメーカー測定値と異なる場合がございますので、予め最低地上高をご確認の上表記ダウン量で問題がないか判断してください。<br>メーカーのマッチング車両は全て、純正タイヤ(サマータイヤ)、純正ショックアブソーバーでのマッチングデータになります。<br>これらが社外品と交換されていた場合、記載のダウン量との相違・車両部位との干渉・異音の発生・車検不適合などが起こる場合があります。<br>平成18年1月(2006年1月)以降に生産された車両は、保安基準に抵触し車検不適合となる場合がありますので、現車をご確認の上装着してください。<br>ローダウン仕様車の場合、ダウン量が表記数値と変わりますのでご注意ください。,26500,1000,40200
マツダ,アテンザスポーツワゴン,GY3W,L3-VE,02/6～05/6,4WD 2.3L,Fr：35～40mm<br>Rr：35～40mm,4.7/3.1,,26538,,260829,BZ012A-qq-e-349,BZ012A-qq-e-d-349,BZ012A,FINAL KONNEXION,BLACK SUS,ダウンmm数値は代表車種で測定したものとなり、車種によっては多少の誤差がありますのであくまで目安としてお考え下さい。<br>稀にお車の最低地上高がメーカー測定値と異なる場合がございますので、予め最低地上高をご確認の上表記ダウン量で問題がないか判断してください。<br>メーカーのマッチング車両は全て、純正タイヤ(サマータイヤ)、純正ショックアブソーバーでのマッチングデータになります。<br>これらが社外品と交換されていた場合、記載のダウン量との相違・車両部位との干渉・異音の発生・車検不適合などが起こる場合があります。<br>平成18年1月(2006年1月)以降に生産された車両は、保安基準に抵触し車検不適合となる場合がありますので、現車をご確認の上装着してください。<br>ローダウン仕様車の場合、ダウン量が表記数値と変わりますのでご注意ください。,26500,1000,40200
マツダ,アテンザスポーツワゴン,GY3W,L3-VE,05/6～08/1,2WD 2.3L 後期,Fr：25～30mm<br>Rr：25～30mm,4.7/3.1,,26538,,260831,BZ012A-qq-e-351,BZ012A-qq-e-d-351,BZ012A,FINAL KONNEXION,BLACK SUS,ダウンmm数値は代表車種で測定したものとなり、車種によっては多少の誤差がありますのであくまで目安としてお考え下さい。<br>稀にお車の最低地上高がメーカー測定値と異なる場合がございますので、予め最低地上高をご確認の上表記ダウン量で問題がないか判断してください。<br>メーカーのマッチング車両は全て、純正タイヤ(サマータイヤ)、純正ショックアブソーバーでのマッチングデータになります。<br>これらが社外品と交換されていた場合、記載のダウン量との相違・車両部位との干渉・異音の発生・車検不適合などが起こる場合があります。<br>平成18年1月(2006年1月)以降に生産された車両は、保安基準に抵触し車検不適合となる場合がありますので、現車をご確認の上装着してください。<br>ローダウン仕様車の場合、ダウン量が表記数値と変わりますのでご注意ください。,26500,1000,40200
マツダ,アテンザスポーツワゴン,GYEW,LF-VE,05/6～08/1,2WD 2.0L 後期,Fr：25～30mm<br>Rr：25～30mm,4.7/3.1,,26538,,260830,BZ012A-qq-e-350,BZ012A-qq-e-d-350,BZ012A,FINAL KONNEXION,BLACK SUS,ダウンmm数値は代表車種で測定したものとなり、車種によっては多少の誤差がありますのであくまで目安としてお考え下さい。<br>稀にお車の最低地上高がメーカー測定値と異なる場合がございますので、予め最低地上高をご確認の上表記ダウン量で問題がないか判断してください。<br>メーカーのマッチング車両は全て、純正タイヤ(サマータイヤ)、純正ショックアブソーバーでのマッチングデータになります。<br>これらが社外品と交換されていた場合、記載のダウン量との相違・車両部位との干渉・異音の発生・車検不適合などが起こる場合があります。<br>平成18年1月(2006年1月)以降に生産された車両は、保安基準に抵触し車検不適合となる場合がありますので、現車をご確認の上装着してください。<br>ローダウン仕様車の場合、ダウン量が表記数値と変わりますのでご注意ください。,26500,1000,40200
マツダ,アテンザセダン,GH5FP,L5-VE,08/1～,2WD 2.5L,Fr：30～35mm<br>Rr：30～35mm,5.4/4.5,,28837,,260846,BZ019A-qq-e-4k,BZ019A-qq-e-d-4k,BZ019A,FINAL KONNEXION,BLACK SUS,ダウンmm数値は代表車種で測定したものとなり、車種によっては多少の誤差がありますのであくまで目安としてお考え下さい。<br>稀にお車の最低地上高がメーカー測定値と異なる場合がございますので、予め最低地上高をご確認の上表記ダウン量で問題がないか判断してください。<br>メーカーのマッチング車両は全て、純正タイヤ(サマータイヤ)、純正ショックアブソーバーでのマッチングデータになります。<br>これらが社外品と交換されていた場合、記載のダウン量との相違・車両部位との干渉・異音の発生・車検不適合などが起こる場合があります。<br>平成18年1月(2006年1月)以降に生産された車両は、保安基準に抵触し車検不適合となる場合がありますので、現車をご確認の上装着してください。<br>ローダウン仕様車の場合、ダウン量が表記数値と変わりますのでご注意ください。,29000,1000,42600
マツダ,アテンザセダン,GHEFP,LF-VE,08/1～,2WD 2.0L,Fr：30～35mm<br>Rr：30～35mm,5.4/4.5,,28837,,260845,BZ019A-qq-e-3k,BZ019A-qq-e-d-3k,BZ019A,FINAL KONNEXION,BLACK SUS,ダウンmm数値は代表車種で測定したものとなり、車種によっては多少の誤差がありますのであくまで目安としてお考え下さい。<br>稀にお車の最低地上高がメーカー測定値と異なる場合がございますので、予め最低地上高をご確認の上表記ダウン量で問題がないか判断してください。<br>メーカーのマッチング車両は全て、純正タイヤ(サマータイヤ)、純正ショックアブソーバーでのマッチングデータになります。<br>これらが社外品と交換されていた場合、記載のダウン量との相違・車両部位との干渉・異音の発生・車検不適合などが起こる場合があります。<br>平成18年1月(2006年1月)以降に生産された車両は、保安基準に抵触し車検不適合となる場合がありますので、現車をご確認の上装着してください。<br>ローダウン仕様車の場合、ダウン量が表記数値と変わりますのでご注意ください。,29000,1000,42600
マツダ,キャロル,HB36S,R06A,15/1～,2WD NA,Fr：30～35mm<br>Rr：30～35mm,2.4/2.2,ノーマルダウン仕様,18998,,260893,BS036A-qq-e-52k,BS036A-qq-e-d-52k,BS036A,FINAL KONNEXION,BLACK SUS,ダウンmm数値は代表車種で測定したものとなり、車種によっては多少の誤差がありますのであくまで目安としてお考え下さい。<br>稀にお車の最低地上高がメーカー測定値と異なる場合がございますので、予め最低地上高をご確認の上表記ダウン量で問題がないか判断してください。<br>メーカーのマッチング車両は全て、純正タイヤ(サマータイヤ)、純正ショックアブソーバーでのマッチングデータになります。<br>これらが社外品と交換されていた場合、記載のダウン量との相違・車両部位との干渉・異音の発生・車検不適合などが起こる場合があります。<br>平成18年1月(2006年1月)以降に生産された車両は、保安基準に抵触し車検不適合となる場合がありますので、現車をご確認の上装着してください。<br>ローダウン仕様車の場合、ダウン量が表記数値と変わりますのでご注意ください。,18300,1000,32400
マツダ,キャロル,HB36S,R06A,15/1～,2WD NA,Fr：15～20mm<br>Rr：15～20mm,2.2/1.9,ハーフダウン仕様,18998,,260892,BS035A-qq-e-51k,BS035A-qq-e-d-51k,BS035A,FINAL KONNEXION,BLACK SUS,ダウンmm数値は代表車種で測定したものとなり、車種によっては多少の誤差がありますのであくまで目安としてお考え下さい。<br>稀にお車の最低地上高がメーカー測定値と異なる場合がございますので、予め最低地上高をご確認の上表記ダウン量で問題がないか判断してください。<br>メーカーのマッチング車両は全て、純正タイヤ(サマータイヤ)、純正ショックアブソーバーでのマッチングデータになります。<br>これらが社外品と交換されていた場合、記載のダウン量との相違・車両部位との干渉・異音の発生・車検不適合などが起こる場合があります。<br>平成18年1月(2006年1月)以降に生産された車両は、保安基準に抵触し車検不適合となる場合がありますので、現車をご確認の上装着してください。<br>ローダウン仕様車の場合、ダウン量が表記数値と変わりますのでご注意ください。,18300,1000,32400
マツダ,キャロル,HB36S,R06A,15/1～,4WD NA,Fr：30～35mm<br>Rr：30～35mm,2.4/2.2,ノーマルダウン仕様,18998,,260894,BS037A-qq-e-53k,BS037A-qq-e-d-53k,BS037A,FINAL KONNEXION,BLACK SUS,ダウンmm数値は代表車種で測定したものとなり、車種によっては多少の誤差がありますのであくまで目安としてお考え下さい。<br>稀にお車の最低地上高がメーカー測定値と異なる場合がございますので、予め最低地上高をご確認の上表記ダウン量で問題がないか判断してください。<br>メーカーのマッチング車両は全て、純正タイヤ(サマータイヤ)、純正ショックアブソーバーでのマッチングデータになります。<br>これらが社外品と交換されていた場合、記載のダウン量との相違・車両部位との干渉・異音の発生・車検不適合などが起こる場合があります。<br>平成18年1月(2006年1月)以降に生産された車両は、保安基準に抵触し車検不適合となる場合がありますので、現車をご確認の上装着してください。<br>ローダウン仕様車の場合、ダウン量が表記数値と変わりますのでご注意ください。,18300,1000,32400
マツダ,スクラム/スクラムワゴン,DG52V/DG52W,F6A,98/10～01/8,2WD NA/ターボ共通 バン/ワゴン共通,Fr：35～40mm<br>Rr：35～40mm,5.0/3.8,バンプラバーカット,18537,,260596,BS007A-qq-e-365,BS007A-qq-e-d-365,BS007A,FINAL KONNEXION,BLACK SUS,ダウンmm数値は代表車種で測定したものとなり、車種によっては多少の誤差がありますのであくまで目安としてお考え下さい。<br>稀にお車の最低地上高がメーカー測定値と異なる場合がございますので、予め最低地上高をご確認の上表記ダウン量で問題がないか判断してください。<br>メーカーのマッチング車両は全て、純正タイヤ(サマータイヤ)、純正ショックアブソーバーでのマッチングデータになります。<br>これらが社外品と交換されていた場合、記載のダウン量との相違・車両部位との干渉・異音の発生・車検不適合などが起こる場合があります。<br>平成18年1月(2006年1月)以降に生産された車両は、保安基準に抵触し車検不適合となる場合がありますので、現車をご確認の上装着してください。<br>ローダウン仕様車の場合、ダウン量が表記数値と変わりますのでご注意ください。,17800,1000,32000
マツダ,スクラム/スクラムワゴン,DG62V/DG62W,K6A,01/9～05/8,2WD バン/ワゴン共通,Fr：30～35mm<br>Rr：30～35mm,3.7/3.0,バンプラバーカット,18537,,260602,BS010A-qq-e-366,BS010A-qq-e-d-366,BS010A,FINAL KONNEXION,BLACK SUS,ダウンmm数値は代表車種で測定したものとなり、車種によっては多少の誤差がありますのであくまで目安としてお考え下さい。<br>稀にお車の最低地上高がメーカー測定値と異なる場合がございますので、予め最低地上高をご確認の上表記ダウン量で問題がないか判断してください。<br>メーカーのマッチング車両は全て、純正タイヤ(サマータイヤ)、純正ショックアブソーバーでのマッチングデータになります。<br>これらが社外品と交換されていた場合、記載のダウン量との相違・車両部位との干渉・異音の発生・車検不適合などが起こる場合があります。<br>平成18年1月(2006年1月)以降に生産された車両は、保安基準に抵触し車検不適合となる場合がありますので、現車をご確認の上装着してください。<br>ローダウン仕様車の場合、ダウン量が表記数値と変わりますのでご注意ください。,17800,1000,32000
マツダ,スクラム/スクラムワゴン,DG64V/DG64W,K6A,05/8～,2WD/4WD共通 バン/ワゴン共通 NA/ターボ共通,Fr：35～40mm<br>Rr：35～40mm,3.2/3.5,,18998,,260610,BS015A-qq-e-367,BS015A-qq-e-d-367,BS015A,FINAL KONNEXION,BLACK SUS,ダウンmm数値は代表車種で測定したものとなり、車種によっては多少の誤差がありますのであくまで目安としてお考え下さい。<br>稀にお車の最低地上高がメーカー測定値と異なる場合がございますので、予め最低地上高をご確認の上表記ダウン量で問題がないか判断してください。<br>メーカーのマッチング車両は全て、純正タイヤ(サマータイヤ)、純正ショックアブソーバーでのマッチングデータになります。<br>これらが社外品と交換されていた場合、記載のダウン量との相違・車両部位との干渉・異音の発生・車検不適合などが起こる場合があります。<br>平成18年1月(2006年1月)以降に生産された車両は、保安基準に抵触し車検不適合となる場合がありますので、現車をご確認の上装着してください。<br>ローダウン仕様車の場合、ダウン量が表記数値と変わりますのでご注意ください。,18300,1000,32400
マツダ,スピアーノ,HF21S,K6A,02/1～08/10,2WD NA/ターボ共通 SS除く,Fr：40～45mm<br>Rr：40～45mm,3.0/2.4,バンプラバーカット,18537,,260604,BS011A-qq-e-368,BS011A-qq-e-d-368,BS011A,FINAL KONNEXION,BLACK SUS,ダウンmm数値は代表車種で測定したものとなり、車種によっては多少の誤差がありますのであくまで目安としてお考え下さい。<br>稀にお車の最低地上高がメーカー測定値と異なる場合がございますので、予め最低地上高をご確認の上表記ダウン量で問題がないか判断してください。<br>メーカーのマッチング車両は全て、純正タイヤ(サマータイヤ)、純正ショックアブソーバーでのマッチングデータになります。<br>これらが社外品と交換されていた場合、記載のダウン量との相違・車両部位との干渉・異音の発生・車検不適合などが起こる場合があります。<br>平成18年1月(2006年1月)以降に生産された車両は、保安基準に抵触し車検不適合となる場合がありますので、現車をご確認の上装着してください。<br>ローダウン仕様車の場合、ダウン量が表記数値と変わりますのでご注意ください。,17800,1000,32000
マツダ,デミオ,DE3FS,ZJ-VE,07/7～,2WD 1.3L,Fr：30～35mm<br>Rr：30～35mm,2.2/1.9,,22400,,260838,BZ018A-qq-e-369,BZ018A-qq-e-d-369,BZ018A,FINAL KONNEXION,BLACK SUS,ダウンmm数値は代表車種で測定したものとなり、車種によっては多少の誤差がありますのであくまで目安としてお考え下さい。<br>稀にお車の最低地上高がメーカー測定値と異なる場合がございますので、予め最低地上高をご確認の上表記ダウン量で問題がないか判断してください。<br>メーカーのマッチング車両は全て、純正タイヤ(サマータイヤ)、純正ショックアブソーバーでのマッチングデータになります。<br>これらが社外品と交換されていた場合、記載のダウン量との相違・車両部位との干渉・異音の発生・車検不適合などが起こる場合があります。<br>平成18年1月(2006年1月)以降に生産された車両は、保安基準に抵触し車検不適合となる場合がありますので、現車をご確認の上装着してください。<br>ローダウン仕様車の場合、ダウン量が表記数値と変わりますのでご注意ください。,22000,1000,35900
マツダ,デミオ,DE5FS,ZY-VE,07/7～,2WD 1.5L,Fr：30～35mm<br>Rr：30～35mm,2.2/1.9,,22400,,260839,BZ018A-qq-e-370,BZ018A-qq-e-d-370,BZ018A,FINAL KONNEXION,BLACK SUS,ダウンmm数値は代表車種で測定したものとなり、車種によっては多少の誤差がありますのであくまで目安としてお考え下さい。<br>稀にお車の最低地上高がメーカー測定値と異なる場合がございますので、予め最低地上高をご確認の上表記ダウン量で問題がないか判断してください。<br>メーカーのマッチング車両は全て、純正タイヤ(サマータイヤ)、純正ショックアブソーバーでのマッチングデータになります。<br>これらが社外品と交換されていた場合、記載のダウン量との相違・車両部位との干渉・異音の発生・車検不適合などが起こる場合があります。<br>平成18年1月(2006年1月)以降に生産された車両は、保安基準に抵触し車検不適合となる場合がありますので、現車をご確認の上装着してください。<br>ローダウン仕様車の場合、ダウン量が表記数値と変わりますのでご注意ください。,22000,1000,35900
マツダ,フレア,MJ34S,R06A,12/10～,2WD NA,Fr：35～40mm<br>Rr：35～40mm,3.0/2.5,ノーマルダウン仕様<br>バンプラバー要カット,18998,,260653,BS031A-qq-e-372,BS031A-qq-e-d-372,BS031A,FINAL KONNEXION,BLACK SUS,ダウンmm数値は代表車種で測定したものとなり、車種によっては多少の誤差がありますのであくまで目安としてお考え下さい。<br>稀にお車の最低地上高がメーカー測定値と異なる場合がございますので、予め最低地上高をご確認の上表記ダウン量で問題がないか判断してください。<br>メーカーのマッチング車両は全て、純正タイヤ(サマータイヤ)、純正ショックアブソーバーでのマッチングデータになります。<br>これらが社外品と交換されていた場合、記載のダウン量との相違・車両部位との干渉・異音の発生・車検不適合などが起こる場合があります。<br>平成18年1月(2006年1月)以降に生産された車両は、保安基準に抵触し車検不適合となる場合がありますので、現車をご確認の上装着してください。<br>ローダウン仕様車の場合、ダウン量が表記数値と変わりますのでご注意ください。,18300,1000,32400
マツダ,フレア,MJ34S,R06A,12/10～,2WD NA,Fr：25～30mm<br>Rr：25～30mm,3.0/2.5,ハーフダウン仕様<br>バンプラバー要カット,18998,,260649,BS030A-qq-e-371,BS030A-qq-e-d-371,BS030A,FINAL KONNEXION,BLACK SUS,ダウンmm数値は代表車種で測定したものとなり、車種によっては多少の誤差がありますのであくまで目安としてお考え下さい。<br>稀にお車の最低地上高がメーカー測定値と異なる場合がございますので、予め最低地上高をご確認の上表記ダウン量で問題がないか判断してください。<br>メーカーのマッチング車両は全て、純正タイヤ(サマータイヤ)、純正ショックアブソーバーでのマッチングデータになります。<br>これらが社外品と交換されていた場合、記載のダウン量との相違・車両部位との干渉・異音の発生・車検不適合などが起こる場合があります。<br>平成18年1月(2006年1月)以降に生産された車両は、保安基準に抵触し車検不適合となる場合がありますので、現車をご確認の上装着してください。<br>ローダウン仕様車の場合、ダウン量が表記数値と変わりますのでご注意ください。,18300,1000,32400
マツダ,フレアカスタムスタイル,MJ34S,R06A,12/10～,2WD NA/ターボ,Fr：35～40mm<br>Rr：35～40mm,3.0/2.5,ノーマルダウン仕様<br>バンプラバー要カット,18998,,260654,BS031A-qq-e-374,BS031A-qq-e-d-374,BS031A,FINAL KONNEXION,BLACK SUS,ダウンmm数値は代表車種で測定したものとなり、車種によっては多少の誤差がありますのであくまで目安としてお考え下さい。<br>稀にお車の最低地上高がメーカー測定値と異なる場合がございますので、予め最低地上高をご確認の上表記ダウン量で問題がないか判断してください。<br>メーカーのマッチング車両は全て、純正タイヤ(サマータイヤ)、純正ショックアブソーバーでのマッチングデータになります。<br>これらが社外品と交換されていた場合、記載のダウン量との相違・車両部位との干渉・異音の発生・車検不適合などが起こる場合があります。<br>平成18年1月(2006年1月)以降に生産された車両は、保安基準に抵触し車検不適合となる場合がありますので、現車をご確認の上装着してください。<br>ローダウン仕様車の場合、ダウン量が表記数値と変わりますのでご注意ください。,18300,1000,32400
マツダ,フレアカスタムスタイル,MJ34S,R06A,12/10～,2WD NA/ターボ,Fr：25～30mm<br>Rr：25～30mm,3.0/2.5,ハーフダウン仕様<br>バンプラバー要カット,18998,,260650,BS030A-qq-e-373,BS030A-qq-e-d-373,BS030A,FINAL KONNEXION,BLACK SUS,ダウンmm数値は代表車種で測定したものとなり、車種によっては多少の誤差がありますのであくまで目安としてお考え下さい。<br>稀にお車の最低地上高がメーカー測定値と異なる場合がございますので、予め最低地上高をご確認の上表記ダウン量で問題がないか判断してください。<br>メーカーのマッチング車両は全て、純正タイヤ(サマータイヤ)、純正ショックアブソーバーでのマッチングデータになります。<br>これらが社外品と交換されていた場合、記載のダウン量との相違・車両部位との干渉・異音の発生・車検不適合などが起こる場合があります。<br>平成18年1月(2006年1月)以降に生産された車両は、保安基準に抵触し車検不適合となる場合がありますので、現車をご確認の上装着してください。<br>ローダウン仕様車の場合、ダウン量が表記数値と変わりますのでご注意ください。,18300,1000,32400
