自動車メーカー,車種,型式,年式,エンジン型式,適合詳細,調整範囲,販売価格,Camp価格,商品ID,物販コード,取付コード,JANコード,メーカー品番,メーカー名,商品名,マウント(F/R),レート(F/R),自由長(F/R),スプリング(F/R),車高調整範囲(Fmm<br>Rr：R),リア減衰ダイヤル 位置,付属延長ダイヤル,付属スタビリンク,B.R.A.I.N接続,備考,注意事項,定価,SET価格
ホンダ,ジェイド,FR4,18/05～,LEB,,Fr：-85～0mm<br>Rr：-50～-15mm,89510,,240155,92357-qq-e-132k,92357-qq-e-d-132k,4959094923572,92357,BLITZ,DAMPER ZZ-R,強化ゴム/強化ゴム,6.0/10.0,200/180,ID62ストレート/ID62ストレート,-85～0mm<br>Rr：-50～-15,アッパーマウント上側,250mm,固定式/付属なし,-,減衰延長ダイヤル取り付けに鉄製カバー要穴あけ加工<br>車高調整範囲はFR5のデータになります,リア用減衰延長ダイヤル取り付けにはパネル・スピーカーボードなどに穴あけ加工が必要になります<br>車高調整範囲はロアブラケット側で車高調整を行った場合の調整可能範囲になります(グレード・車両重量・車両誤差などにより調整範囲は変わる場合があります)<br>車高調整範囲内であってもインナーフェンダーなどに干渉する場合があります(最低地上高は各車ご確認の上、車高を設定してください)<br>DAMPER ZZ-Rシリーズを取り付けたことにより各装置の認識に使用されるレーダーやカメラ、センサー等の認識範囲がノーマル状態と異なり誤動作を起こす可能性も考えられます(各自動車メーカーの安全装置・衝突回避支援装置・運転支援装置装着車など誤動作の発生やそれに伴う事故などの損害についてメーカーではその責任を負うことができません)<br>DAMPER ZZ-Rシリーズ取り付け時、特にストラット式サスペンションの場合、純正ホイール・タイヤでもショックアブソーバーと干渉する可能性があります<br>B.R.A.I.N.接続が「○」の車種でも、年式により適合しない場合があります,160000,107800
ホンダ,ジェイド,FR5,15/05～18/05,L15B,,Fr：-85～0mm<br>Rr：-50～-15mm,89510,,239753,92357-qq-e-667,92357-qq-e-d-667,4959094923572,92357,BLITZ,DAMPER ZZ-R,強化ゴム/強化ゴム,6.0/10.0,200/180,ID62ストレート/ID62ストレート,-85～0mm<br>Rr：-50～-15,アッパーマウント上側,250mm,固定式/付属なし,-,減衰延長ダイヤル取り付けに鉄製カバー要穴あけ加工,リア用減衰延長ダイヤル取り付けにはパネル・スピーカーボードなどに穴あけ加工が必要になります<br>車高調整範囲はロアブラケット側で車高調整を行った場合の調整可能範囲になります(グレード・車両重量・車両誤差などにより調整範囲は変わる場合があります)<br>車高調整範囲内であってもインナーフェンダーなどに干渉する場合があります(最低地上高は各車ご確認の上、車高を設定してください)<br>DAMPER ZZ-Rシリーズを取り付けたことにより各装置の認識に使用されるレーダーやカメラ、センサー等の認識範囲がノーマル状態と異なり誤動作を起こす可能性も考えられます(各自動車メーカーの安全装置・衝突回避支援装置・運転支援装置装着車など誤動作の発生やそれに伴う事故などの損害についてメーカーではその責任を負うことができません)<br>DAMPER ZZ-Rシリーズ取り付け時、特にストラット式サスペンションの場合、純正ホイール・タイヤでもショックアブソーバーと干渉する可能性があります<br>B.R.A.I.N.接続が「○」の車種でも、年式により適合しない場合があります,160000,107800
ホンダ,ジェイド,FR5,18/05～,L15B,,Fr：-85～0mm<br>Rr：-50～-15mm,89510,,240156,92357-qq-e-133k,92357-qq-e-d-133k,4959094923572,92357,BLITZ,DAMPER ZZ-R,強化ゴム/強化ゴム,6.0/10.0,200/180,ID62ストレート/ID62ストレート,-85～0mm<br>Rr：-50～-15,アッパーマウント上側,250mm,固定式/付属なし,-,減衰延長ダイヤル取り付けに鉄製カバー要穴あけ加工,リア用減衰延長ダイヤル取り付けにはパネル・スピーカーボードなどに穴あけ加工が必要になります<br>車高調整範囲はロアブラケット側で車高調整を行った場合の調整可能範囲になります(グレード・車両重量・車両誤差などにより調整範囲は変わる場合があります)<br>車高調整範囲内であってもインナーフェンダーなどに干渉する場合があります(最低地上高は各車ご確認の上、車高を設定してください)<br>DAMPER ZZ-Rシリーズを取り付けたことにより各装置の認識に使用されるレーダーやカメラ、センサー等の認識範囲がノーマル状態と異なり誤動作を起こす可能性も考えられます(各自動車メーカーの安全装置・衝突回避支援装置・運転支援装置装着車など誤動作の発生やそれに伴う事故などの損害についてメーカーではその責任を負うことができません)<br>DAMPER ZZ-Rシリーズ取り付け時、特にストラット式サスペンションの場合、純正ホイール・タイヤでもショックアブソーバーと干渉する可能性があります<br>B.R.A.I.N.接続が「○」の車種でも、年式により適合しない場合があります,160000,107800
ホンダ,シビック,EK2/EK3/EK4,95/09～00/09,D13B/D15B/B16A,,Fr：-55～-10mm<br>Rr：-55～0mm,82452,,239838,92445-qq-e-671,92445-qq-e-d-671,4959094924456,92445,BLITZ,DAMPER ZZ-R,強化ゴム/強化ゴム,10.0/6.0,180/180,ID62ストレート/ID62ストレート,-55～-10mm<br>Rr：-55～0,アッパーマウント上側,-,付属なし/付属なし,-,リア減衰調整には要内装取り外し,リア用減衰延長ダイヤル取り付けにはパネル・スピーカーボードなどに穴あけ加工が必要になります<br>車高調整範囲はロアブラケット側で車高調整を行った場合の調整可能範囲になります(グレード・車両重量・車両誤差などにより調整範囲は変わる場合があります)<br>車高調整範囲内であってもインナーフェンダーなどに干渉する場合があります(最低地上高は各車ご確認の上、車高を設定してください)<br>DAMPER ZZ-Rシリーズを取り付けたことにより各装置の認識に使用されるレーダーやカメラ、センサー等の認識範囲がノーマル状態と異なり誤動作を起こす可能性も考えられます(各自動車メーカーの安全装置・衝突回避支援装置・運転支援装置装着車など誤動作の発生やそれに伴う事故などの損害についてメーカーではその責任を負うことができません)<br>DAMPER ZZ-Rシリーズ取り付け時、特にストラット式サスペンションの場合、純正ホイール・タイヤでもショックアブソーバーと干渉する可能性があります<br>B.R.A.I.N.接続が「○」の車種でも、年式により適合しない場合があります,147000,100300
ホンダ,シビックセダン,FC1,17/09～,L15B,海外モデル未確認,Fr：-77～0mm<br>Rr：-55～-20mm,89510,,240245,92391-qq-e-233k,92391-qq-e-d-233k,4959094923916,92391,BLITZ,DAMPER ZZ-R,純正/強化ゴム,6.0/5.0,180/180,樽型orテーパー型(専用形状)/樽型orテーパー型(専用形状),-77～0mm<br>Rr：-55～-20,タイヤハウス内(円盤型),-,固定式/付属なし,-,リア減衰ダイヤルはホイールハウス内,リア用減衰延長ダイヤル取り付けにはパネル・スピーカーボードなどに穴あけ加工が必要になります<br>車高調整範囲はロアブラケット側で車高調整を行った場合の調整可能範囲になります(グレード・車両重量・車両誤差などにより調整範囲は変わる場合があります)<br>車高調整範囲内であってもインナーフェンダーなどに干渉する場合があります(最低地上高は各車ご確認の上、車高を設定してください)<br>DAMPER ZZ-Rシリーズを取り付けたことにより各装置の認識に使用されるレーダーやカメラ、センサー等の認識範囲がノーマル状態と異なり誤動作を起こす可能性も考えられます(各自動車メーカーの安全装置・衝突回避支援装置・運転支援装置装着車など誤動作の発生やそれに伴う事故などの損害についてメーカーではその責任を負うことができません)<br>DAMPER ZZ-Rシリーズ取り付け時、特にストラット式サスペンションの場合、純正ホイール・タイヤでもショックアブソーバーと干渉する可能性があります<br>B.R.A.I.N.接続が「○」の車種でも、年式により適合しない場合があります,160000,107800
ホンダ,シビックタイプR,EK9,97/08～00/09,B16B,,Fr：-55～-10mm<br>Rr：-55～0mm,82452,,239839,92445-qq-e-672,92445-qq-e-d-672,4959094924456,92445,BLITZ,DAMPER ZZ-R,強化ゴム/強化ゴム,10.0/6.0,180/180,ID62ストレート/ID62ストレート,-55～-10mm<br>Rr：-55～0,アッパーマウント上側,-,付属なし/付属なし,-,リア減衰調整には要内装取り外し,リア用減衰延長ダイヤル取り付けにはパネル・スピーカーボードなどに穴あけ加工が必要になります<br>車高調整範囲はロアブラケット側で車高調整を行った場合の調整可能範囲になります(グレード・車両重量・車両誤差などにより調整範囲は変わる場合があります)<br>車高調整範囲内であってもインナーフェンダーなどに干渉する場合があります(最低地上高は各車ご確認の上、車高を設定してください)<br>DAMPER ZZ-Rシリーズを取り付けたことにより各装置の認識に使用されるレーダーやカメラ、センサー等の認識範囲がノーマル状態と異なり誤動作を起こす可能性も考えられます(各自動車メーカーの安全装置・衝突回避支援装置・運転支援装置装着車など誤動作の発生やそれに伴う事故などの損害についてメーカーではその責任を負うことができません)<br>DAMPER ZZ-Rシリーズ取り付け時、特にストラット式サスペンションの場合、純正ホイール・タイヤでもショックアブソーバーと干渉する可能性があります<br>B.R.A.I.N.接続が「○」の車種でも、年式により適合しない場合があります,147000,100300
ホンダ,シビックタイプR,FD2,07/03～,K20A,,Fr：-55～0mm<br>Rr：-45～-10mm,89510,,240025,92773-qq-e-673,92773-qq-e-d-673,4959094927730,92773,BLITZ,DAMPER ZZ-R,調整式ピロ/純正,7.0/7.0,200/170,ID62ストレート/樽型orテーパー型(専用形状),-55～0mm<br>Rr：-45～-10,アッパーマウント上側,-,付属なし/付属なし,-,ピロアッパーマウントを採用しているためショック作動音が聞こえやすくなります,リア用減衰延長ダイヤル取り付けにはパネル・スピーカーボードなどに穴あけ加工が必要になります<br>車高調整範囲はロアブラケット側で車高調整を行った場合の調整可能範囲になります(グレード・車両重量・車両誤差などにより調整範囲は変わる場合があります)<br>車高調整範囲内であってもインナーフェンダーなどに干渉する場合があります(最低地上高は各車ご確認の上、車高を設定してください)<br>DAMPER ZZ-Rシリーズを取り付けたことにより各装置の認識に使用されるレーダーやカメラ、センサー等の認識範囲がノーマル状態と異なり誤動作を起こす可能性も考えられます(各自動車メーカーの安全装置・衝突回避支援装置・運転支援装置装着車など誤動作の発生やそれに伴う事故などの損害についてメーカーではその責任を負うことができません)<br>DAMPER ZZ-Rシリーズ取り付け時、特にストラット式サスペンションの場合、純正ホイール・タイヤでもショックアブソーバーと干渉する可能性があります<br>B.R.A.I.N.接続が「○」の車種でも、年式により適合しない場合があります,160000,107800
ホンダ,シビックタイプR,FK2,15/12～,K20C,可変ダンパシステム装着車取り付け可(可変ダンパシステム使用不可),Fr：-53～0mm<br>Rr：-45～-7mm,116655,,240240,92385-qq-e-218k,92385-qq-e-d-218k,4959094923855,92385,BLITZ,DAMPER ZZ-R,調整式ピロ/純正,7.0/6.0,170/180,ID62ストレート/樽型orテーパー型(専用形状),-53～0mm<br>Rr：-45～-7,アッパーマウント上側,-,付属なし/付属なし,-,キャンセラー付き,リア用減衰延長ダイヤル取り付けにはパネル・スピーカーボードなどに穴あけ加工が必要になります<br>車高調整範囲はロアブラケット側で車高調整を行った場合の調整可能範囲になります(グレード・車両重量・車両誤差などにより調整範囲は変わる場合があります)<br>車高調整範囲内であってもインナーフェンダーなどに干渉する場合があります(最低地上高は各車ご確認の上、車高を設定してください)<br>DAMPER ZZ-Rシリーズを取り付けたことにより各装置の認識に使用されるレーダーやカメラ、センサー等の認識範囲がノーマル状態と異なり誤動作を起こす可能性も考えられます(各自動車メーカーの安全装置・衝突回避支援装置・運転支援装置装着車など誤動作の発生やそれに伴う事故などの損害についてメーカーではその責任を負うことができません)<br>DAMPER ZZ-Rシリーズ取り付け時、特にストラット式サスペンションの場合、純正ホイール・タイヤでもショックアブソーバーと干渉する可能性があります<br>B.R.A.I.N.接続が「○」の車種でも、年式により適合しない場合があります,210000,136800
ホンダ,シビックタイプR,FK8,17/09～,K20C,可変ダンパシステム装着車取り付け可(可変ダンパシステム使用不可),Fr：-57～0mm<br>Rr：-45～-8mm,116655,,240537,92395-qq-e-242k,92395-qq-e-d-242k,4959094923954,92395,BLITZ,DAMPER ZZ-R,調整式ピロ/強化ゴム,12.0/10.0,160/165,ID62ストレート/樽型orテーパー型(専用形状),-57～0mm<br>Rr：-45～-8,タイヤハウス内(円盤型),-,調整式/付属なし,-,キャンセラー付き<br>リア減衰ダイヤルはホイールハウス内,リア用減衰延長ダイヤル取り付けにはパネル・スピーカーボードなどに穴あけ加工が必要になります<br>車高調整範囲はロアブラケット側で車高調整を行った場合の調整可能範囲になります(グレード・車両重量・車両誤差などにより調整範囲は変わる場合があります)<br>車高調整範囲内であってもインナーフェンダーなどに干渉する場合があります(最低地上高は各車ご確認の上、車高を設定してください)<br>DAMPER ZZ-Rシリーズを取り付けたことにより各装置の認識に使用されるレーダーやカメラ、センサー等の認識範囲がノーマル状態と異なり誤動作を起こす可能性も考えられます(各自動車メーカーの安全装置・衝突回避支援装置・運転支援装置装着車など誤動作の発生やそれに伴う事故などの損害についてメーカーではその責任を負うことができません)<br>DAMPER ZZ-Rシリーズ取り付け時、特にストラット式サスペンションの場合、純正ホイール・タイヤでもショックアブソーバーと干渉する可能性があります<br>B.R.A.I.N.接続が「○」の車種でも、年式により適合しない場合があります,210000,156800
ホンダ,シビックハッチバック,FK7,17/09～,L15C,海外モデル未確認,Fr：-78～0mm<br>Rr：-60～-25mm,89510,,240246,92391-qq-e-234k,92391-qq-e-d-234k,4959094923916,92391,BLITZ,DAMPER ZZ-R,純正/強化ゴム,6.0/5.0,180/180,樽型orテーパー型(専用形状)/樽型orテーパー型(専用形状),-78～0mm<br>Rr：-60～-25,タイヤハウス内(円盤型),-,固定式/付属なし,-,リア減衰ダイヤルはホイールハウス内,リア用減衰延長ダイヤル取り付けにはパネル・スピーカーボードなどに穴あけ加工が必要になります<br>車高調整範囲はロアブラケット側で車高調整を行った場合の調整可能範囲になります(グレード・車両重量・車両誤差などにより調整範囲は変わる場合があります)<br>車高調整範囲内であってもインナーフェンダーなどに干渉する場合があります(最低地上高は各車ご確認の上、車高を設定してください)<br>DAMPER ZZ-Rシリーズを取り付けたことにより各装置の認識に使用されるレーダーやカメラ、センサー等の認識範囲がノーマル状態と異なり誤動作を起こす可能性も考えられます(各自動車メーカーの安全装置・衝突回避支援装置・運転支援装置装着車など誤動作の発生やそれに伴う事故などの損害についてメーカーではその責任を負うことができません)<br>DAMPER ZZ-Rシリーズ取り付け時、特にストラット式サスペンションの場合、純正ホイール・タイヤでもショックアブソーバーと干渉する可能性があります<br>B.R.A.I.N.接続が「○」の車種でも、年式により適合しない場合があります,160000,107800
ホンダ,シャトル,GK8,15/05～19/05,LEB,2WD,Fr：-55～-5mm<br>Rr：-52～-15mm,84081,,240238,92384-qq-e-216k,92384-qq-e-d-216k,4959094923848,92384,BLITZ,DAMPER ZZ-R,純正/純正,5.0/3.0,200/215,ID62ストレート/樽型orテーパー型(専用形状),-55～-5mm<br>Rr：-52～-15,アッパーマウント上側,-,付属なし/付属なし,-,車高調整範囲はGP7のデータになります,リア用減衰延長ダイヤル取り付けにはパネル・スピーカーボードなどに穴あけ加工が必要になります<br>車高調整範囲はロアブラケット側で車高調整を行った場合の調整可能範囲になります(グレード・車両重量・車両誤差などにより調整範囲は変わる場合があります)<br>車高調整範囲内であってもインナーフェンダーなどに干渉する場合があります(最低地上高は各車ご確認の上、車高を設定してください)<br>DAMPER ZZ-Rシリーズを取り付けたことにより各装置の認識に使用されるレーダーやカメラ、センサー等の認識範囲がノーマル状態と異なり誤動作を起こす可能性も考えられます(各自動車メーカーの安全装置・衝突回避支援装置・運転支援装置装着車など誤動作の発生やそれに伴う事故などの損害についてメーカーではその責任を負うことができません)<br>DAMPER ZZ-Rシリーズ取り付け時、特にストラット式サスペンションの場合、純正ホイール・タイヤでもショックアブソーバーと干渉する可能性があります<br>B.R.A.I.N.接続が「○」の車種でも、年式により適合しない場合があります,150000,102000
ホンダ,シャトルハイブリッド,GP7,15/05～19/05,L15B,2WD,Fr：-55～-5mm<br>Rr：-52～-15mm,84081,,240239,92384-qq-e-217k,92384-qq-e-d-217k,4959094923848,92384,BLITZ,DAMPER ZZ-R,純正/純正,5.0/3.0,200/215,ID62ストレート/樽型orテーパー型(専用形状),-55～-5mm<br>Rr：-52～-15,アッパーマウント上側,-,付属なし/付属なし,-,,リア用減衰延長ダイヤル取り付けにはパネル・スピーカーボードなどに穴あけ加工が必要になります<br>車高調整範囲はロアブラケット側で車高調整を行った場合の調整可能範囲になります(グレード・車両重量・車両誤差などにより調整範囲は変わる場合があります)<br>車高調整範囲内であってもインナーフェンダーなどに干渉する場合があります(最低地上高は各車ご確認の上、車高を設定してください)<br>DAMPER ZZ-Rシリーズを取り付けたことにより各装置の認識に使用されるレーダーやカメラ、センサー等の認識範囲がノーマル状態と異なり誤動作を起こす可能性も考えられます(各自動車メーカーの安全装置・衝突回避支援装置・運転支援装置装着車など誤動作の発生やそれに伴う事故などの損害についてメーカーではその責任を負うことができません)<br>DAMPER ZZ-Rシリーズ取り付け時、特にストラット式サスペンションの場合、純正ホイール・タイヤでもショックアブソーバーと干渉する可能性があります<br>B.R.A.I.N.接続が「○」の車種でも、年式により適合しない場合があります,150000,102000
ホンダ,ステップワゴン,RF1/RF2,96/05～00/11,B20B,2WD/4WD共通,Fr：-64～-14mm<br>Rr：-75～-23mm,89510,,240237,92383-qq-e-215k,92383-qq-e-d-215k,4959094923831,92383,BLITZ,DAMPER ZZ-R,強化ゴム/強化ゴム,6.0/8.0,200/220,ID62ストレート/樽型orテーパー型(専用形状),-64～-14mm<br>Rr：-75～-23,アッパーマウント上側,-,付属なし/付属なし,-,リア減衰ダイヤル取り付けに要内装加工<br>車高調整範囲はRF1のデータになります,リア用減衰延長ダイヤル取り付けにはパネル・スピーカーボードなどに穴あけ加工が必要になります<br>車高調整範囲はロアブラケット側で車高調整を行った場合の調整可能範囲になります(グレード・車両重量・車両誤差などにより調整範囲は変わる場合があります)<br>車高調整範囲内であってもインナーフェンダーなどに干渉する場合があります(最低地上高は各車ご確認の上、車高を設定してください)<br>DAMPER ZZ-Rシリーズを取り付けたことにより各装置の認識に使用されるレーダーやカメラ、センサー等の認識範囲がノーマル状態と異なり誤動作を起こす可能性も考えられます(各自動車メーカーの安全装置・衝突回避支援装置・運転支援装置装着車など誤動作の発生やそれに伴う事故などの損害についてメーカーではその責任を負うことができません)<br>DAMPER ZZ-Rシリーズ取り付け時、特にストラット式サスペンションの場合、純正ホイール・タイヤでもショックアブソーバーと干渉する可能性があります<br>B.R.A.I.N.接続が「○」の車種でも、年式により適合しない場合があります,160000,107800
ホンダ,ステップワゴン,RG1/RG3,05/05～09/10,K20A/K24A,,Fr：-90～0mm<br>Rr：-55～-30mm,89510,,239873,92464-qq-e-675,92464-qq-e-d-675,4959094924647,92464,BLITZ,DAMPER ZZ-R,強化ゴム/純正,6.0/5.0,220/180,ID62ストレート/樽型orテーパー型(専用形状),-90～0mm<br>Rr：-55～-30,タイヤハウス内(ダイヤル型),-,調整式/付属なし,-,リア減衰ダイヤルはホイールハウス内,リア用減衰延長ダイヤル取り付けにはパネル・スピーカーボードなどに穴あけ加工が必要になります<br>車高調整範囲はロアブラケット側で車高調整を行った場合の調整可能範囲になります(グレード・車両重量・車両誤差などにより調整範囲は変わる場合があります)<br>車高調整範囲内であってもインナーフェンダーなどに干渉する場合があります(最低地上高は各車ご確認の上、車高を設定してください)<br>DAMPER ZZ-Rシリーズを取り付けたことにより各装置の認識に使用されるレーダーやカメラ、センサー等の認識範囲がノーマル状態と異なり誤動作を起こす可能性も考えられます(各自動車メーカーの安全装置・衝突回避支援装置・運転支援装置装着車など誤動作の発生やそれに伴う事故などの損害についてメーカーではその責任を負うことができません)<br>DAMPER ZZ-Rシリーズ取り付け時、特にストラット式サスペンションの場合、純正ホイール・タイヤでもショックアブソーバーと干渉する可能性があります<br>B.R.A.I.N.接続が「○」の車種でも、年式により適合しない場合があります,160000,107800
ホンダ,ステップワゴン,RK1,09/10～15/04,R20A,,Fr：-90～-30mm<br>Rr：-65～-25mm,87881,,240076,92797-qq-e-676,92797-qq-e-d-676,4959094927976,92797,BLITZ,DAMPER ZZ-R,強化ゴム/純正,5.0/6.0,210/185,樽型orテーパー型(専用形状)/樽型orテーパー型(専用形状),-90～-30mm<br>Rr：-65～-25,タイヤハウス内(ダイヤル型),-,付属なし/付属なし,-,リア減衰ダイヤルはホイールハウス内,リア用減衰延長ダイヤル取り付けにはパネル・スピーカーボードなどに穴あけ加工が必要になります<br>車高調整範囲はロアブラケット側で車高調整を行った場合の調整可能範囲になります(グレード・車両重量・車両誤差などにより調整範囲は変わる場合があります)<br>車高調整範囲内であってもインナーフェンダーなどに干渉する場合があります(最低地上高は各車ご確認の上、車高を設定してください)<br>DAMPER ZZ-Rシリーズを取り付けたことにより各装置の認識に使用されるレーダーやカメラ、センサー等の認識範囲がノーマル状態と異なり誤動作を起こす可能性も考えられます(各自動車メーカーの安全装置・衝突回避支援装置・運転支援装置装着車など誤動作の発生やそれに伴う事故などの損害についてメーカーではその責任を負うことができません)<br>DAMPER ZZ-Rシリーズ取り付け時、特にストラット式サスペンションの場合、純正ホイール・タイヤでもショックアブソーバーと干渉する可能性があります<br>B.R.A.I.N.接続が「○」の車種でも、年式により適合しない場合があります,157000,106100
ホンダ,ステップワゴン,RP1,15/04～,L15B,2WD,Fr：-100～0mm<br>Rr：-79～-35mm,87881,,239749,92355-qq-e-677,92355-qq-e-d-677,4959094923558,92355,BLITZ,DAMPER ZZ-R,強化ゴム/純正,5.0/9.5,220/180,樽型orテーパー型(専用形状)/樽型orテーパー型(専用形状),-100～0mm<br>Rr：-79～-35,アッパーマウント上側,-,付属なし/付属なし,-,車高調整範囲はRP3のデータになります,リア用減衰延長ダイヤル取り付けにはパネル・スピーカーボードなどに穴あけ加工が必要になります<br>車高調整範囲はロアブラケット側で車高調整を行った場合の調整可能範囲になります(グレード・車両重量・車両誤差などにより調整範囲は変わる場合があります)<br>車高調整範囲内であってもインナーフェンダーなどに干渉する場合があります(最低地上高は各車ご確認の上、車高を設定してください)<br>DAMPER ZZ-Rシリーズを取り付けたことにより各装置の認識に使用されるレーダーやカメラ、センサー等の認識範囲がノーマル状態と異なり誤動作を起こす可能性も考えられます(各自動車メーカーの安全装置・衝突回避支援装置・運転支援装置装着車など誤動作の発生やそれに伴う事故などの損害についてメーカーではその責任を負うことができません)<br>DAMPER ZZ-Rシリーズ取り付け時、特にストラット式サスペンションの場合、純正ホイール・タイヤでもショックアブソーバーと干渉する可能性があります<br>B.R.A.I.N.接続が「○」の車種でも、年式により適合しない場合があります,157000,106100
ホンダ,ステップワゴン,RP2,15/04～,L15B,4WD,Fr：-100～0mm<br>Rr：-60～-16mm,87881,,239751,92356-qq-e-679,92356-qq-e-d-679,4959094923565,92356,BLITZ,DAMPER ZZ-R,強化ゴム/純正,5.0/8.5,220/220,樽型orテーパー型(専用形状)/樽型orテーパー型(専用形状),-100～0mm<br>Rr：-60～-16,アッパーマウント上側,-,付属なし/付属なし,-,,リア用減衰延長ダイヤル取り付けにはパネル・スピーカーボードなどに穴あけ加工が必要になります<br>車高調整範囲はロアブラケット側で車高調整を行った場合の調整可能範囲になります(グレード・車両重量・車両誤差などにより調整範囲は変わる場合があります)<br>車高調整範囲内であってもインナーフェンダーなどに干渉する場合があります(最低地上高は各車ご確認の上、車高を設定してください)<br>DAMPER ZZ-Rシリーズを取り付けたことにより各装置の認識に使用されるレーダーやカメラ、センサー等の認識範囲がノーマル状態と異なり誤動作を起こす可能性も考えられます(各自動車メーカーの安全装置・衝突回避支援装置・運転支援装置装着車など誤動作の発生やそれに伴う事故などの損害についてメーカーではその責任を負うことができません)<br>DAMPER ZZ-Rシリーズ取り付け時、特にストラット式サスペンションの場合、純正ホイール・タイヤでもショックアブソーバーと干渉する可能性があります<br>B.R.A.I.N.接続が「○」の車種でも、年式により適合しない場合があります,157000,106100
ホンダ,ステップワゴンスパーダ,RK5,09/10～15/04,R20A,,Fr：-90～-30mm<br>Rr：-65～-25mm,87881,,240077,92797-qq-e-681,92797-qq-e-d-681,4959094927976,92797,BLITZ,DAMPER ZZ-R,強化ゴム/純正,5.0/6.0,210/185,樽型orテーパー型(専用形状)/樽型orテーパー型(専用形状),-90～-30mm<br>Rr：-65～-25,タイヤハウス内(ダイヤル型),-,付属なし/付属なし,-,リア減衰ダイヤルはホイールハウス内,リア用減衰延長ダイヤル取り付けにはパネル・スピーカーボードなどに穴あけ加工が必要になります<br>車高調整範囲はロアブラケット側で車高調整を行った場合の調整可能範囲になります(グレード・車両重量・車両誤差などにより調整範囲は変わる場合があります)<br>車高調整範囲内であってもインナーフェンダーなどに干渉する場合があります(最低地上高は各車ご確認の上、車高を設定してください)<br>DAMPER ZZ-Rシリーズを取り付けたことにより各装置の認識に使用されるレーダーやカメラ、センサー等の認識範囲がノーマル状態と異なり誤動作を起こす可能性も考えられます(各自動車メーカーの安全装置・衝突回避支援装置・運転支援装置装着車など誤動作の発生やそれに伴う事故などの損害についてメーカーではその責任を負うことができません)<br>DAMPER ZZ-Rシリーズ取り付け時、特にストラット式サスペンションの場合、純正ホイール・タイヤでもショックアブソーバーと干渉する可能性があります<br>B.R.A.I.N.接続が「○」の車種でも、年式により適合しない場合があります,157000,106100
ホンダ,ステップワゴンスパーダ,RP3,15/04～,L15B,2WD,Fr：-100～0mm<br>Rr：-79～-35mm,87881,,239750,92355-qq-e-682,92355-qq-e-d-682,4959094923558,92355,BLITZ,DAMPER ZZ-R,強化ゴム/純正,5.0/9.5,220/180,樽型orテーパー型(専用形状)/樽型orテーパー型(専用形状),-100～0mm<br>Rr：-79～-35,アッパーマウント上側,-,付属なし/付属なし,-,,リア用減衰延長ダイヤル取り付けにはパネル・スピーカーボードなどに穴あけ加工が必要になります<br>車高調整範囲はロアブラケット側で車高調整を行った場合の調整可能範囲になります(グレード・車両重量・車両誤差などにより調整範囲は変わる場合があります)<br>車高調整範囲内であってもインナーフェンダーなどに干渉する場合があります(最低地上高は各車ご確認の上、車高を設定してください)<br>DAMPER ZZ-Rシリーズを取り付けたことにより各装置の認識に使用されるレーダーやカメラ、センサー等の認識範囲がノーマル状態と異なり誤動作を起こす可能性も考えられます(各自動車メーカーの安全装置・衝突回避支援装置・運転支援装置装着車など誤動作の発生やそれに伴う事故などの損害についてメーカーではその責任を負うことができません)<br>DAMPER ZZ-Rシリーズ取り付け時、特にストラット式サスペンションの場合、純正ホイール・タイヤでもショックアブソーバーと干渉する可能性があります<br>B.R.A.I.N.接続が「○」の車種でも、年式により適合しない場合があります,157000,106100
ホンダ,ステップワゴンスパーダ,RP4,15/04～,L15B,4WD,Fr：-100～0mm<br>Rr：-60～-16mm,87881,,239752,92356-qq-e-684,92356-qq-e-d-684,4959094923565,92356,BLITZ,DAMPER ZZ-R,強化ゴム/純正,5.0/8.5,220/220,樽型orテーパー型(専用形状)/樽型orテーパー型(専用形状),-100～0mm<br>Rr：-60～-16,アッパーマウント上側,-,付属なし/付属なし,-,,リア用減衰延長ダイヤル取り付けにはパネル・スピーカーボードなどに穴あけ加工が必要になります<br>車高調整範囲はロアブラケット側で車高調整を行った場合の調整可能範囲になります(グレード・車両重量・車両誤差などにより調整範囲は変わる場合があります)<br>車高調整範囲内であってもインナーフェンダーなどに干渉する場合があります(最低地上高は各車ご確認の上、車高を設定してください)<br>DAMPER ZZ-Rシリーズを取り付けたことにより各装置の認識に使用されるレーダーやカメラ、センサー等の認識範囲がノーマル状態と異なり誤動作を起こす可能性も考えられます(各自動車メーカーの安全装置・衝突回避支援装置・運転支援装置装着車など誤動作の発生やそれに伴う事故などの損害についてメーカーではその責任を負うことができません)<br>DAMPER ZZ-Rシリーズ取り付け時、特にストラット式サスペンションの場合、純正ホイール・タイヤでもショックアブソーバーと干渉する可能性があります<br>B.R.A.I.N.接続が「○」の車種でも、年式により適合しない場合があります,157000,106100
