自動車メーカー,車種,型式,エンジン,排気量(cc),年式,純正規格・熱価,プラグタイプ,熱価,備考,本数,販売価格,Camp価格,商品ID,物販コード
三菱,デボネア,S11A,6G71(SUPERCHARGER),2000,87/2～89/9,LONG:6,Gタイプ,NGK9番相当,,6本,11294,,255738,50003-M45G-qq-e-03637
三菱,デボネア,S12A,6G72(DOHC),3000,89/10～92/9,ISO:6,ISOタイプ,NGK7番相当,,6本,11294,,255916,50003-M35i-qq-e-03860
三菱,デボネア,S12A,6G72(DOHC),3000,89/10～92/9,ISO:6,ISOタイプ,NGK8番相当,,6本,11294,,257040,50003-M40i-qq-e-03978
三菱,デボネア,S12A,6G72(DOHC),3000,89/10～92/9,ISO:6,ISOタイプ,NGK9番相当,,6本,11294,,254617,50003-M45i-qq-e-04096
三菱,デボネア,S12A/S12AG,6G72,3000,86/7～92/9,LONG:5,Gタイプ,NGK7番相当,,6本,11294,,256868,50003-M35G-qq-e-03728
三菱,デボネア,S12A/S12AG,6G72,3000,86/7～92/9,LONG:5,Gタイプ,NGK8番相当,,6本,11294,,251654,50003-M40G-qq-e-03550
三菱,デボネア,S12A/S12AG,6G72,3000,86/7～92/9,LONG:5,Gタイプ,NGK9番相当,,6本,11294,,250300,50003-M45G-qq-e-03639
三菱,デボネア,S22A,6G72,3000,92/10～99/10,LONG:6,Gタイプ,NGK7番相当,,6本,11294,,256869,50003-M35G-qq-e-03729
三菱,デボネア,S22A,6G72,3000,92/10～99/10,LONG:6,Gタイプ,NGK8番相当,,6本,11294,,250626,50003-M40G-qq-e-03551
三菱,デボネア,S22A,6G72,3000,92/10～99/10,LONG:6,Gタイプ,NGK9番相当,,6本,11294,,255740,50003-M45G-qq-e-03640
三菱,デボネア,S26A/S27A,6G74(D0HC),3500,92/10～99/10,ISO:5,ISOタイプ,NGK7番相当,,6本,11294,,249514,50003-M35i-qq-e-03861
三菱,デボネア,S26A/S27A,6G74(D0HC),3500,92/10～99/10,ISO:5,ISOタイプ,NGK8番相当,,6本,11294,,252399,50003-M40i-qq-e-03979
三菱,デボネア,S26A/S27A,6G74(D0HC),3500,92/10～99/10,ISO:5,ISOタイプ,NGK9番相当,,6本,11294,,257808,50003-M45i-qq-e-04097
三菱,デリカ/デリカスペースギア,LO35G,G62B(4WD),1800,82/10～90/8,LONG:6,Gタイプ,NGK7番相当,,4本,7735,,254778,50003-M35G-qq-e-03735
三菱,デリカ/デリカスペースギア,LO35G,G62B(4WD),1800,82/10～90/8,LONG:6,Gタイプ,NGK8番相当,,4本,7735,,249666,50003-M40G-qq-e-03557
三菱,デリカ/デリカスペースギア,LO35G,G62B(4WD),1800,82/10～90/8,LONG:6,Gタイプ,NGK9番相当,,4本,7735,,257731,50003-M45G-qq-e-03646
三菱,デリカ/デリカスペースギア,LO35P,G62B,1800,80/6～90/8,LONG:6,Gタイプ,NGK7番相当,,4本,7735,,253273,50003-M35G-qq-e-03734
三菱,デリカ/デリカスペースギア,LO35P,G62B,1800,80/6～90/8,LONG:6,Gタイプ,NGK8番相当,,4本,7735,,250627,50003-M40G-qq-e-03556
三菱,デリカ/デリカスペースギア,LO35P,G62B,1800,80/6～90/8,LONG:6,Gタイプ,NGK9番相当,,4本,7735,,255124,50003-M45G-qq-e-03645
三菱,デリカ/デリカスペースギア,LO36P/PO36V/P01V,G33B,1400,82/10～90/7,LONG:6,Gタイプ,NGK7番相当,,4本,7735,,249969,50003-M35G-qq-e-03730
三菱,デリカ/デリカスペースギア,LO36P/PO36V/P01V,G33B,1400,82/10～90/7,LONG:6,Gタイプ,NGK8番相当,,4本,7735,,252917,50003-M40G-qq-e-03552
三菱,デリカ/デリカスペースギア,LO36P/PO36V/P01V,G33B,1400,82/10～90/7,LONG:6,Gタイプ,NGK9番相当,,4本,7735,,250301,50003-M45G-qq-e-03641
三菱,デリカ/デリカスペースギア,LO36P/PO36V/P01V,G33B,1400,90/8～94/5,LONG:6,Gタイプ,NGK7番相当,,4本,7735,,250958,50003-M35G-qq-e-03731
三菱,デリカ/デリカスペースギア,LO36P/PO36V/P01V,G33B,1400,90/8～94/5,LONG:6,Gタイプ,NGK8番相当,,4本,7735,,252918,50003-M40G-qq-e-03553
三菱,デリカ/デリカスペースギア,LO36P/PO36V/P01V,G33B,1400,90/8～94/5,LONG:6,Gタイプ,NGK9番相当,,4本,7735,,255741,50003-M45G-qq-e-03642
三菱,デリカ/デリカスペースギア,LO37GV/LO37GW,G63B,2000,83/12～90/8,LONG:6,Gタイプ,NGK7番相当,,4本,7735,,250959,50003-M35G-qq-e-03737
三菱,デリカ/デリカスペースギア,LO37GV/LO37GW,G63B,2000,83/12～90/8,LONG:6,Gタイプ,NGK8番相当,,4本,7735,,252920,50003-M40G-qq-e-03559
三菱,デリカ/デリカスペースギア,LO37GV/LO37GW,G63B,2000,83/12～90/8,LONG:6,Gタイプ,NGK9番相当,,4本,7735,,251827,50003-M45G-qq-e-03648
三菱,デリカ/デリカスペースギア,P02V/P12V/L033/L063,G32B,1600,90/8～94/5,LONG:6,Gタイプ,NGK7番相当,,4本,7735,,251956,50003-M35G-qq-e-03733
三菱,デリカ/デリカスペースギア,P02V/P12V/L033/L063,G32B,1600,90/8～94/5,LONG:6,Gタイプ,NGK8番相当,,4本,7735,,249665,50003-M40G-qq-e-03555
三菱,デリカ/デリカスペースギア,P02V/P12V/L033/L063,G32B,1600,90/8～94/5,LONG:6,Gタイプ,NGK9番相当,,4本,7735,,254119,50003-M45G-qq-e-03644
三菱,デリカ/デリカスペースギア,P02V/P12V/LO33/LO63,G32B,1600,80/9～90/8,LONG:6,Gタイプ,NGK7番相当,,4本,7735,,255859,50003-M35G-qq-e-03732
三菱,デリカ/デリカスペースギア,P02V/P12V/LO33/LO63,G32B,1600,80/9～90/8,LONG:6,Gタイプ,NGK8番相当,,4本,7735,,252919,50003-M40G-qq-e-03554
三菱,デリカ/デリカスペースギア,P02V/P12V/LO33/LO63,G32B,1600,80/9～90/8,LONG:6,Gタイプ,NGK9番相当,,4本,7735,,256762,50003-M45G-qq-e-03643
三菱,デリカ/デリカスペースギア,P03V/P13V/P03W/P23W,G63B,2000,83/12～94/5,LONG:6,Gタイプ,NGK7番相当,,4本,7735,,256870,50003-M35G-qq-e-03736
三菱,デリカ/デリカスペースギア,P03V/P13V/P03W/P23W,G63B,2000,83/12～94/5,LONG:6,Gタイプ,NGK8番相当,,4本,7735,,257946,50003-M40G-qq-e-03558
三菱,デリカ/デリカスペースギア,P03V/P13V/P03W/P23W,G63B,2000,83/12～94/5,LONG:6,Gタイプ,NGK9番相当,,4本,7735,,254120,50003-M45G-qq-e-03647
三菱,デリカ/デリカスペースギア,P06V/P02T,4G92,1600,94/5～,ISO:5,ISOタイプ,NGK7番相当,,4本,7735,,249515,50003-M35i-qq-e-03862
三菱,デリカ/デリカスペースギア,P06V/P02T,4G92,1600,94/5～,ISO:5,ISOタイプ,NGK8番相当,,4本,7735,,251127,50003-M40i-qq-e-03980
三菱,デリカ/デリカスペースギア,P06V/P02T,4G92,1600,94/5～,ISO:5,ISOタイプ,NGK9番相当,,4本,7735,,252629,50003-M45i-qq-e-04098
三菱,デリカ/デリカスペースギア,P07V/P17V/P27V,4G63,2000,94/5～,ISO:5,ISOタイプ,NGK7番相当,,4本,7735,,255917,50003-M35i-qq-e-03864
三菱,デリカ/デリカスペースギア,P07V/P17V/P27V,4G63,2000,94/5～,ISO:5,ISOタイプ,NGK8番相当,,4本,7735,,252400,50003-M40i-qq-e-03982
三菱,デリカ/デリカスペースギア,P07V/P17V/P27V,4G63,2000,94/5～,ISO:5,ISOタイプ,NGK9番相当,,4本,7735,,254211,50003-M45i-qq-e-04100
三菱,デリカ/デリカスペースギア,P23V,G63B,2000,86/4～90/8,LONG:6,Gタイプ,NGK7番相当,,4本,7735,,250960,50003-M35G-qq-e-03738
三菱,デリカ/デリカスペースギア,P23V,G63B,2000,86/4～90/8,LONG:6,Gタイプ,NGK8番相当,,4本,7735,,256513,50003-M40G-qq-e-03560
三菱,デリカ/デリカスペースギア,P23V,G63B,2000,86/4～90/8,LONG:6,Gタイプ,NGK9番相当,,4本,7735,,257732,50003-M45G-qq-e-03649
三菱,デリカ/デリカスペースギア,P23V,G63B,2000,90/8～94/5,LONG:6,Gタイプ,NGK7番相当,,4本,7735,,251957,50003-M35G-qq-e-03739
三菱,デリカ/デリカスペースギア,P23V,G63B,2000,90/8～94/5,LONG:6,Gタイプ,NGK8番相当,,4本,7735,,250628,50003-M40G-qq-e-03561
三菱,デリカ/デリカスペースギア,P23V,G63B,2000,90/8～94/5,LONG:6,Gタイプ,NGK9番相当,,4本,7735,,254121,50003-M45G-qq-e-03650
三菱,デリカ/デリカスペースギア,P24W/P04W,4G64,2400,89/8～94/5,LONG:6,Gタイプ,NGK7番相当,,4本,7735,,250961,50003-M35G-qq-e-03740
三菱,デリカ/デリカスペースギア,P24W/P04W,4G64,2400,89/8～94/5,LONG:6,Gタイプ,NGK8番相当,,4本,7735,,250629,50003-M40G-qq-e-03562
三菱,デリカ/デリカスペースギア,P24W/P04W,4G64,2400,89/8～94/5,LONG:6,Gタイプ,NGK9番相当,,4本,7735,,250302,50003-M45G-qq-e-03651
三菱,デリカ/デリカスペースギア,PA3V/P13T,4G63,2000,94/5～,ISO:5,ISOタイプ,NGK7番相当,,4本,7735,,252308,50003-M35i-qq-e-03863
三菱,デリカ/デリカスペースギア,PA3V/P13T,4G63,2000,94/5～,ISO:5,ISOタイプ,NGK8番相当,,4本,7735,,257041,50003-M40i-qq-e-03981
三菱,デリカ/デリカスペースギア,PA3V/P13T,4G63,2000,94/5～,ISO:5,ISOタイプ,NGK9番相当,,4本,7735,,254210,50003-M45i-qq-e-04099
三菱,デリカ/デリカスペースギア,PA4W/PC4W/PD4W,4G64,2400,94/6～,ISO:5,ISOタイプ,NGK7番相当,,4本,7735,,252309,50003-M35i-qq-e-03865
三菱,デリカ/デリカスペースギア,PA4W/PC4W/PD4W,4G64,2400,94/6～,ISO:5,ISOタイプ,NGK8番相当,,4本,7735,,254457,50003-M40i-qq-e-03983
三菱,デリカ/デリカスペースギア,PA4W/PC4W/PD4W,4G64,2400,94/6～,ISO:5,ISOタイプ,NGK9番相当,,4本,7735,,254212,50003-M45i-qq-e-04101
三菱,デリカ/デリカスペースギア,PD6W/PF6W/PB6W,6G72,3000,94/6～,ISO:6,ISOタイプ,NGK7番相当,,6本,11294,,251023,50003-M35i-qq-e-03866
三菱,デリカ/デリカスペースギア,PD6W/PF6W/PB6W,6G72,3000,94/6～,ISO:6,ISOタイプ,NGK8番相当,,6本,11294,,257042,50003-M40i-qq-e-03984
三菱,デリカ/デリカスペースギア,PD6W/PF6W/PB6W,6G72,3000,94/6～,ISO:6,ISOタイプ,NGK9番相当,,6本,11294,,249404,50003-M45i-qq-e-04102
三菱,デリカD：2,MB15S,K12B,1200,11/3～,M12:6,Xタイプ,NGK8番相当,,4本,7735,,255098,50003-M40X-qq-e-04192
三菱,デリカD：2,MB15S,K12B,1200,11/3～13/11,M12:6,Xタイプ,NGK8番相当,4WD車,4本,7735,,251236,50003-M40X-qq-e-04193
三菱,デリカD：2,MB15S,K12B,1200,13/12～15/11,M12ロングリーチHEX16:6,XLタイプ,NGK8番相当,4WD車,4本,8706,,251253,50003-M40XL-qq-e-04228
三菱,デリカD：2,MB15S,K12B,1200,13/12～15/11,M12ロングリーチHEX16:6,XLタイプ,NGK9番相当,4WD車,4本,8706,,253738,50003-M45XL-qq-e-04250
三菱,デリカD：2,MB15S,K12B(DJE),1200,13/12～15/11,M12ロングリーチHEX16:6,XLタイプ,NGK8番相当,デュアルジェットエンジン車,4本,8706,,256084,50003-M40XL-qq-e-04226
三菱,デリカD：2,MB15S,K12B(DJE),1200,13/12～15/11,M12ロングリーチHEX16:6,XLタイプ,NGK9番相当,デュアルジェットエンジン車,4本,8706,,251446,50003-M45XL-qq-e-04248
三菱,デリカD：2,MB36S,K12C(ハイブリッド),1200,15/12～,M12ロングリーチHEX16:6,XLタイプ,NGK8番相当,,4本,8706,,250280,50003-M40XL-qq-e-04227
三菱,デリカD：2,MB36S,K12C(ハイブリッド),1200,15/12～,M12ロングリーチHEX16:6,XLタイプ,NGK9番相当,,4本,8706,,255344,50003-M45XL-qq-e-04249
三菱,デリカD：3,BM20,HR16DE,1600,11/10～,M12ロングリーチHEX14:6,HLタイプ,NGK10番相当,,4本,8706,,254744,50003-M50HL-qq-e-03781
三菱,デリカD：3,BM20,HR16DE,1600,11/10～,M12ロングリーチHEX14:6,HLタイプ,NGK8番相当,,4本,8706,,257520,50003-M40HL-qq-e-03776
三菱,デリカD：3,BM20,HR16DE,1600,11/10～,M12ロングリーチHEX14:6,HLタイプ,NGK9番相当,,4本,8706,,254149,50003-M45HL-qq-e-03786
三菱,デリカD：5,CV2W,4J11,2000,11/12～,M12ロングリーチHEX16:6,XLタイプ,NGK8番相当,,4本,8706,,254548,50003-M40XL-qq-e-04229
三菱,デリカD：5,CV2W,4J11,2000,11/12～,M12ロングリーチHEX16:6,XLタイプ,NGK9番相当,,4本,8706,,251447,50003-M45XL-qq-e-04251
三菱,デリカD：5,CV4W,4B11,2000,10/1～11/11,ISO:6,ISOタイプ,NGK7番相当,,4本,7735,,253353,50003-M35i-qq-e-03867
三菱,デリカD：5,CV4W,4B11,2000,10/1～11/11,ISO:6,ISOタイプ,NGK8番相当,,4本,7735,,257043,50003-M40i-qq-e-03985
三菱,デリカD：5,CV4W,4B11,2000,10/1～11/11,ISO:6,ISOタイプ,NGK9番相当,,4本,7735,,251342,50003-M45i-qq-e-04103
三菱,デリカD：5,CV5W,4B12,2400,07/1～,ISO:5,ISOタイプ,NGK7番相当,,4本,7735,,253354,50003-M35i-qq-e-03868
三菱,デリカD：5,CV5W,4B12,2400,07/1～,ISO:5,ISOタイプ,NGK8番相当,,4本,7735,,257044,50003-M40i-qq-e-03986
三菱,デリカD：5,CV5W,4B12,2400,07/1～,ISO:5,ISOタイプ,NGK9番相当,,4本,7735,,256195,50003-M45i-qq-e-04104
三菱,デリカバン,BVM20,HR16DE,1600,11/10～,M12ロングリーチHEX14:6,HLタイプ,NGK10番相当,,4本,8706,,250945,50003-M50HL-qq-e-03782
三菱,デリカバン,BVM20,HR16DE,1600,11/10～,M12ロングリーチHEX14:6,HLタイプ,NGK8番相当,,4本,8706,,255581,50003-M40HL-qq-e-03777
三菱,デリカバン,BVM20,HR16DE,1600,11/10～,M12ロングリーチHEX14:6,HLタイプ,NGK9番相当,,4本,8706,,255150,50003-M45HL-qq-e-03787
三菱,トッポ,H82A,3G83(SOHC),660,08/9～13/5,ISO:6,ISOタイプ,NGK7番相当,,3本,5958,,253355,50003-M35i-qq-e-03869
三菱,トッポ,H82A,3G83(SOHC),660,08/9～13/5,ISO:6,ISOタイプ,NGK8番相当,,3本,5958,,254458,50003-M40i-qq-e-03987
三菱,トッポ,H82A,3G83(SOHC),660,08/9～13/5,ISO:6,ISOタイプ,NGK9番相当,,3本,5958,,254213,50003-M45i-qq-e-04105
三菱,トッポ,H82A,3G83(TURBO),660,08/9～13/5,ISO:6,ISOタイプ,NGK7番相当,,3本,5958,,255918,50003-M35i-qq-e-03870
三菱,トッポ,H82A,3G83(TURBO),660,08/9～13/5,ISO:6,ISOタイプ,NGK8番相当,,3本,5958,,257045,50003-M40i-qq-e-03988
三菱,トッポ,H82A,3G83(TURBO),660,08/9～13/5,ISO:6,ISOタイプ,NGK9番相当,,3本,5958,,257809,50003-M45i-qq-e-04106
三菱,トッポBJ,H41A/H46A,4A30(DOHC、TURBO),660,98/10～03/8,M12:7,Xタイプ,NGK8番相当,,4本,7735,,251237,50003-M40X-qq-e-04194
三菱,トッポBJ,H41A/H46A,4A30(TURBO),660,98/10～03/8,M12:7,Xタイプ,NGK8番相当,,4本,7735,,250266,50003-M40X-qq-e-04195
三菱,トッポBJ,H42A/H42V/H47A/H47V,3G83(4VALVE),660,98/10～03/8,ISO:5,ISOタイプ,NGK7番相当,,3本,5958,,252310,50003-M35i-qq-e-03871
三菱,トッポBJ,H42A/H42V/H47A/H47V,3G83(4VALVE),660,98/10～03/8,ISO:5,ISOタイプ,NGK8番相当,,3本,5958,,257046,50003-M40i-qq-e-03989
三菱,トッポBJ,H42A/H42V/H47A/H47V,3G83(4VALVE),660,98/10～03/8,ISO:5,ISOタイプ,NGK9番相当,,3本,5958,,256196,50003-M45i-qq-e-04107
三菱,トッポBJ,H42V/H47V,3G83(LEANBURN),660,01/2～03/8,ISO:5,ISOタイプ,NGK7番相当,,3本,5958,,254295,50003-M35i-qq-e-03872
三菱,トッポBJ,H42V/H47V,3G83(LEANBURN),660,01/2～03/8,ISO:5,ISOタイプ,NGK8番相当,,3本,5958,,254459,50003-M40i-qq-e-03990
三菱,トッポBJ,H42V/H47V,3G83(LEANBURN),660,01/2～03/8,ISO:5,ISOタイプ,NGK9番相当,,3本,5958,,251343,50003-M45i-qq-e-04108
三菱,トッポBJワイド,H43A/H48A,4A31,1100,99/1～01/12,M12:7,Xタイプ,NGK8番相当,,4本,7735,,250267,50003-M40X-qq-e-04196
三菱,パジェロ,L141/146GW,6G72,3000,88/9～91/1,LONG:5,Gタイプ,NGK7番相当,,6本,11294,,253274,50003-M35G-qq-e-03743
三菱,パジェロ,L141/146GW,6G72,3000,88/9～91/1,LONG:5,Gタイプ,NGK8番相当,,6本,11294,,252922,50003-M40G-qq-e-03565
三菱,パジェロ,L141/146GW,6G72,3000,88/9～91/1,LONG:5,Gタイプ,NGK9番相当,,6本,11294,,254122,50003-M45G-qq-e-03654
三菱,パジェロ,LO41G/LO41GV,G63B,2000,82/5～88/9,LONG:6,Gタイプ,NGK7番相当,,4本,7735,,254779,50003-M35G-qq-e-03741
三菱,パジェロ,LO41G/LO41GV,G63B,2000,82/5～88/9,LONG:6,Gタイプ,NGK8番相当,,4本,7735,,252921,50003-M40G-qq-e-03563
三菱,パジェロ,LO41G/LO41GV,G63B,2000,82/5～88/9,LONG:6,Gタイプ,NGK9番相当,,4本,7735,,253148,50003-M45G-qq-e-03652
三菱,パジェロ,LO41GW/LO46GW,G63B(TURBO),2000,83/3～88/9,LONG:7,Gタイプ,NGK7番相当,,4本,7735,,249970,50003-M35G-qq-e-03742
三菱,パジェロ,LO41GW/LO46GW,G63B(TURBO),2000,83/3～88/9,LONG:7,Gタイプ,NGK8番相当,,4本,7735,,254424,50003-M40G-qq-e-03564
三菱,パジェロ,LO41GW/LO46GW,G63B(TURBO),2000,83/3～88/9,LONG:7,Gタイプ,NGK9番相当,,4本,7735,,250303,50003-M45G-qq-e-03653
三菱,パジェロ,V21W,4G64,2400,96/6～00/8,ISO:5,ISOタイプ,NGK7番相当,,4本,7735,,252311,50003-M35i-qq-e-03873
三菱,パジェロ,V21W,4G64,2400,96/6～00/8,ISO:5,ISOタイプ,NGK8番相当,,4本,7735,,253489,50003-M40i-qq-e-03991
三菱,パジェロ,V21W,4G64,2400,96/6～00/8,ISO:5,ISOタイプ,NGK9番相当,,4本,7735,,251344,50003-M45i-qq-e-04109
三菱,パジェロ,V23C,6G72,3000,98/2～00/8,ISO:6,ISOタイプ,NGK7番相当,,6本,11294,,252312,50003-M35i-qq-e-03874
三菱,パジェロ,V23C,6G72,3000,98/2～00/8,ISO:6,ISOタイプ,NGK8番相当,,6本,11294,,252149,50003-M40i-qq-e-03992
三菱,パジェロ,V23C,6G72,3000,98/2～00/8,ISO:6,ISOタイプ,NGK9番相当,,6本,11294,,250388,50003-M45i-qq-e-04110
三菱,パジェロ,V23W/V23C/V43W/V43C,6G72,3000,93/7～97/5,LONG:5,Gタイプ,NGK7番相当,,6本,11294,,249971,50003-M35G-qq-e-03744
三菱,パジェロ,V23W/V23C/V43W/V43C,6G72,3000,93/7～97/5,LONG:5,Gタイプ,NGK8番相当,,6本,11294,,250630,50003-M40G-qq-e-03566
三菱,パジェロ,V23W/V23C/V43W/V43C,6G72,3000,93/7～97/5,LONG:5,Gタイプ,NGK9番相当,,6本,11294,,255125,50003-M45G-qq-e-03655
三菱,パジェロ,V25W/V45W,6G74,3500,93/7～97/5,ISO:5,ISOタイプ,NGK7番相当,,6本,11294,,252313,50003-M35i-qq-e-03877
三菱,パジェロ,V25W/V45W,6G74,3500,93/7～97/5,ISO:5,ISOタイプ,NGK8番相当,,6本,11294,,257048,50003-M40i-qq-e-03995
三菱,パジェロ,V25W/V45W,6G74,3500,93/7～97/5,ISO:5,ISOタイプ,NGK9番相当,,6本,11294,,254214,50003-M45i-qq-e-04113
三菱,パジェロ,V63W/V73W,6G72(MPI),3000,00/8～06/9,ISO:6,ISOタイプ,NGK7番相当,,6本,11294,,255919,50003-M35i-qq-e-03875
三菱,パジェロ,V63W/V73W,6G72(MPI),3000,00/8～06/9,ISO:6,ISOタイプ,NGK8番相当,,6本,11294,,257047,50003-M40i-qq-e-03993
三菱,パジェロ,V63W/V73W,6G72(MPI),3000,00/8～06/9,ISO:6,ISOタイプ,NGK9番相当,,6本,11294,,255241,50003-M45i-qq-e-04111
三菱,パジェロ,V77W,6G75,3800,05/11～06/9,ISO:6,ISOタイプ,NGK7番相当,,6本,11294,,252039,50003-M35i-qq-e-03879
三菱,パジェロ,V77W,6G75,3800,05/11～06/9,ISO:6,ISOタイプ,NGK8番相当,,6本,11294,,252150,50003-M40i-qq-e-03997
三菱,パジェロ,V77W,6G75,3800,05/11～06/9,ISO:6,ISOタイプ,NGK9番相当,,6本,11294,,254215,50003-M45i-qq-e-04115
三菱,パジェロ,V83W/V93W,6G72,3000,06/10～,ISO:5,ISOタイプ,NGK7番相当,,6本,11294,,255920,50003-M35i-qq-e-03876
三菱,パジェロ,V83W/V93W,6G72,3000,06/10～,ISO:5,ISOタイプ,NGK8番相当,,6本,11294,,255986,50003-M40i-qq-e-03994
三菱,パジェロ,V83W/V93W,6G72,3000,06/10～,ISO:5,ISOタイプ,NGK9番相当,,6本,11294,,256197,50003-M45i-qq-e-04112
三菱,パジェロ,V87W/V97W,6G75(MIVEC),3800,06/10～,ISO:5,ISOタイプ,NGK7番相当,,6本,11294,,252314,50003-M35i-qq-e-03880
三菱,パジェロ,V87W/V97W,6G75(MIVEC),3800,06/10～,ISO:5,ISOタイプ,NGK8番相当,,6本,11294,,253491,50003-M40i-qq-e-03998
三菱,パジェロ,V87W/V97W,6G75(MIVEC),3800,06/10～,ISO:5,ISOタイプ,NGK9番相当,,6本,11294,,254216,50003-M45i-qq-e-04116
三菱,パジェロイオ,H76W,4G93,1800,02/9～07/8,ISO:5,ISOタイプ,NGK7番相当,,4本,7735,,249516,50003-M35i-qq-e-03881
三菱,パジェロイオ,H76W,4G93,1800,02/9～07/8,ISO:5,ISOタイプ,NGK8番相当,,4本,7735,,250743,50003-M40i-qq-e-03999
三菱,パジェロイオ,H76W,4G93,1800,02/9～07/8,ISO:5,ISOタイプ,NGK9番相当,,4本,7735,,254217,50003-M45i-qq-e-04117
三菱,パジェロエボリューション,V55W,6G74(MIVEC),3500,97/9～00/8,ISO:7,ISOタイプ,NGK7番相当,,6本,11294,,253356,50003-M35i-qq-e-03878
三菱,パジェロエボリューション,V55W,6G74(MIVEC),3500,97/9～00/8,ISO:7,ISOタイプ,NGK8番相当,,6本,11294,,253490,50003-M40i-qq-e-03996
三菱,パジェロエボリューション,V55W,6G74(MIVEC),3500,97/9～00/8,ISO:7,ISOタイプ,NGK9番相当,,6本,11294,,250389,50003-M45i-qq-e-04114
三菱,パジェロジュニア,H57A,4A31,1100,95/11～98/6,M12:7,Xタイプ,NGK8番相当,,4本,7735,,252481,50003-M40X-qq-e-04197
三菱,パジェロミニ,H51A/H56A,4A30,660,94/12～98/10,M12:7,Xタイプ,NGK8番相当,,4本,7735,,257107,50003-M40X-qq-e-04198
三菱,パジェロミニ,H53A/H58A,4A30(DOHC、TURBO),660,98/10～02/9,M12:7,Xタイプ,NGK8番相当,,4本,7735,,252239,50003-M40X-qq-e-04199
三菱,パジェロミニ,H53A/H58A,4A30(LEANBURN),660,98/10～02/9,M12:7,Xタイプ,NGK8番相当,,4本,7735,,251239,50003-M40X-qq-e-04202
三菱,パジェロミニ,H53A/H58A,4A30(TURBO),660,99/10～02/9,M12:7,Xタイプ,NGK8番相当,,4本,7735,,251238,50003-M40X-qq-e-04201
三菱,パジェロミニ,H56A,4A30(TURBO),660,94/12～98/10,M12:7,Xタイプ,NGK8番相当,,4本,7735,,255099,50003-M40X-qq-e-04200
三菱,パジェロミニ,H58A,4A30,660,02/9～13/2,M12:7,Xタイプ,NGK8番相当,,4本,7735,,250268,50003-M40X-qq-e-04204
三菱,パジェロミニ,H58A,4A30(TURBO),660,02/9～13/2,M12:7,Xタイプ,NGK8番相当,,4本,7735,,251240,50003-M40X-qq-e-04203
三菱,フォルテ,LO25P,G32B,1600,82/12～,LONG:6,Gタイプ,NGK7番相当,,4本,7735,,250962,50003-M35G-qq-e-03745
三菱,フォルテ,LO25P,G32B,1600,82/12～,LONG:6,Gタイプ,NGK8番相当,,4本,7735,,251655,50003-M40G-qq-e-03567
三菱,フォルテ,LO25P,G32B,1600,82/12～,LONG:6,Gタイプ,NGK9番相当,,4本,7735,,257733,50003-M45G-qq-e-03656
三菱,フォルテ,LO26G,G63B,2000,82/12～,LONG:6,Gタイプ,NGK7番相当,,4本,7735,,249972,50003-M35G-qq-e-03746
三菱,フォルテ,LO26G,G63B,2000,82/12～,LONG:6,Gタイプ,NGK8番相当,,4本,7735,,252923,50003-M40G-qq-e-03568
三菱,フォルテ,LO26G,G63B,2000,82/12～,LONG:6,Gタイプ,NGK9番相当,,4本,7735,,255742,50003-M45G-qq-e-03657
三菱,ミニカ/ミニカエコノ/トッポ,A107A/H11A/H11V,G23B(TURBO),550,83/1～90/2,LONG:6,Gタイプ,NGK7番相当,,2本,4252,,254780,50003-M35G-qq-e-03748
三菱,ミニカ/ミニカエコノ/トッポ,A107A/H11A/H11V,G23B(TURBO),550,83/1～90/2,LONG:6,Gタイプ,NGK8番相当,,2本,4252,,249667,50003-M40G-qq-e-03570
三菱,ミニカ/ミニカエコノ/トッポ,A107A/H11A/H11V,G23B(TURBO),550,83/1～90/2,LONG:6,Gタイプ,NGK9番相当,,2本,4252,,254123,50003-M45G-qq-e-03659
三菱,ミニカ/ミニカエコノ/トッポ,H14V,3G81(TURBO),550,87/2～90/2,LONG:6,Gタイプ,NGK7番相当,,3本,5958,,253275,50003-M35G-qq-e-03747
三菱,ミニカ/ミニカエコノ/トッポ,H14V,3G81(TURBO),550,87/2～90/2,LONG:6,Gタイプ,NGK8番相当,,3本,5958,,257947,50003-M40G-qq-e-03569
三菱,ミニカ/ミニカエコノ/トッポ,H14V,3G81(TURBO),550,87/2～90/2,LONG:6,Gタイプ,NGK9番相当,,3本,5958,,256763,50003-M45G-qq-e-03658
三菱,ミニカ/ミニカエコノ/トッポ,H21A/H26A,3G81(DOHC),550,89/10～90/9,M12:7,Xタイプ,NGK8番相当,,3本,5958,,255100,50003-M40X-qq-e-04205
三菱,ミニカ/ミニカエコノ/トッポ,H21V,3G81(DOHC、TURBO),550,89/1～90/9,M12:7,Xタイプ,NGK8番相当,(DANGAN),3本,5958,,252240,50003-M40X-qq-e-04206
三菱,ミニカ/ミニカエコノ/トッポ,H22A/H27A,3G83(5VALVE・DOHC),660,90/3～93/9,M12:7,Xタイプ,NGK8番相当,,3本,5958,,256055,50003-M40X-qq-e-04207
三菱,ミニカ/ミニカエコノ/トッポ,H27A//H22A,3G83(5VALVE・DOHC、TURBO),660,90/8～93/9,M12:7,Xタイプ,NGK8番相当,(DANGAN),3本,5958,,255101,50003-M40X-qq-e-04208
