自動車メーカー,車種,型式,年式,適合詳細,販売価格,Camp価格,商品ID,物販コード,取付コード,メーカー品番,メーカー名,商品名,マウント(F/R),バネ(F/R),ダウン量,仕様,備考,注意事項,定価,送料,SET価格
スバル,レガシィ,BG3/BG5/BG7/BG9/BD5,H5～H10,,125865,,247043,TS-SU14-qq-e-f1-837,TS-SU14-qq-e-d-837,TS-SU14,XYZ,TSタイプ車高調,調整式ピロアッパー/固定式ピロアッパー,8.7K/6.1K,,フルタップ式車高調<br>減衰力30段,,,158000,2000,148000
スバル,レガシィ/アウトバック,BN9/BS9,H26～UP,,125865,,247649,TS-SU17-1-qq-e-f1-328k,TS-SU17-1-qq-e-d-328k,TS-SU17-1,XYZ,TSタイプ車高調,調整式ピロアッパー/固定式ピロアッパー,9.8K/9.8K,,フルタップ式車高調<br>減衰力30段,,,158000,2000,148000
スバル,レガシィB4,BE5/BE9/BEE,H10～H15,,125865,,246467,TS-SU15-qq-e-f1-839,TS-SU15-qq-e-d-839,TS-SU15,XYZ,TSタイプ車高調,調整式ピロアッパー/固定式ピロアッパー,9.8K/9.8K,,フルタップ式車高調<br>減衰力30段,,,158000,2000,148000
スバル,レガシィB4,BL5/BL9/BLE,H15～H21,,118109,,247648,TS-SU16-qq-e-f1-838,TS-SU16-qq-e-d-838,TS-SU16,XYZ,TSタイプ車高調,調整式ピロアッパー/固定式ピロアッパー,9.8K/9.8K,,フルタップ式車高調<br>減衰力30段,,,148000,2000,139900
スバル,レガシィB4/レガシィツーリングワゴン,BM#/BR#,H21～H26,,118109,,247869,TS-SU17-qq-e-f1-840,TS-SU17-qq-e-d-840,TS-SU17,XYZ,TSタイプ車高調,調整式ピロアッパー/固定式ピロアッパー,9.8K/9.8K,,フルタップ式車高調<br>減衰力30段,,,148000,2000,139900
スバル,レガシィツーリングワゴン,BH5/BH9/BHE,H10～H15,,125865,,247339,TS-SU15-A-qq-e-f1-841,TS-SU15-A-qq-e-d-841,TS-SU15-A,XYZ,TSタイプ車高調,調整式ピロアッパー/固定式ピロアッパー,9.8K/9.8K,,フルタップ式車高調<br>減衰力30段,,,158000,2000,148000
スバル,レガシィツーリングワゴン,BP5/BP9/BPE,H15～H21,,118109,,247340,TS-SU16-A-qq-e-f1-842,TS-SU16-A-qq-e-d-842,TS-SU16-A,XYZ,TSタイプ車高調,調整式ピロアッパー/固定式ピロアッパー,9.8K/9.8K,,フルタップ式車高調<br>減衰力30段,,,148000,2000,139900
トヨタ,86,ZN6,H24～UP,,118109,,246776,TS-TO35-1-qq-e-f1-654,TS-TO35-1-qq-e-d-654,TS-TO35-1,XYZ,TSタイプ車高調,調整式ピロアッパー/固定式ピロアッパー,9K/7.5K,,フルタップ式車高調<br>減衰力30段,,,148000,2000,136900
トヨタ,bB,NCP30/NCP31,H12～H17,2WD,118109,,246471,TS-TO36-A-qq-e-f1-347k,TS-TO36-A-qq-e-d-347k,TS-TO36-A,XYZ,TSタイプ車高調,調整式ピロアッパー/純正アッパー,7.5K/3.5K,,フルタップ式車高調<br>減衰力30段,,,148000,2000,136900
トヨタ,MR2,AW11,S59～S61,前期,133621,,247052,TS-TO38-qq-e-f1-657,TS-TO38-qq-e-d-657,TS-TO38,XYZ,TSタイプ車高調,調整式ピロアッパー/固定式ピロアッパー,4.5K/7.5K,,フルタップ式車高調<br>減衰力30段,,,168000,2000,153100
トヨタ,MR2,AW11,S62～H1,後期,133621,,246472,TS-TO39-qq-e-f1-656,TS-TO39-qq-e-d-656,TS-TO39,XYZ,TSタイプ車高調,調整式ピロアッパー/固定式ピロアッパー,4.5K/7.5K,,フルタップ式車高調<br>減衰力30段,,,168000,2000,153100
トヨタ,MR-S,ZZW30,H11～H19,,118109,,247053,TS-TO41-qq-e-f1-655,TS-TO41-qq-e-d-655,TS-TO41,XYZ,TSタイプ車高調,調整式ピロアッパー/固定式ピロアッパー,4.5K/7.5K,,フルタップ式車高調<br>減衰力30段,,,148000,2000,136900
トヨタ,WiLL VS,ZZE127/ZZE128,H13～H16,2WD,125865,,247049,TS-TO26-A-qq-e-f1-658,TS-TO26-A-qq-e-d-658,TS-TO26-A,XYZ,TSタイプ車高調,調整式ピロアッパー/スチールリジット,8.7K/7.5K,,フルタップ式車高調<br>減衰力30段,,,158000,2000,145000
トヨタ,アバロン,MCX10,H7～H11,4WD不可,125865,,247656,TS-TO05-A-qq-e-f1-333k,TS-TO05-A-qq-e-d-333k,TS-TO05-A,XYZ,TSタイプ車高調,調整式ピロアッパー/調整式ピロアッパー,8.7K/6.1K,,フルタップ式車高調<br>減衰力30段,,,158000,2000,145000
トヨタ,アリスト,JZS14#,H3～H9,2WD,125865,,247618,TS-LE03-qq-e-f1-659,TS-LE03-qq-e-d-659,TS-LE03,XYZ,TSタイプ車高調,固定式ピロアッパー/固定式ピロアッパー,20K/12K,,フルタップ式車高調<br>減衰力30段,,,158000,2000,145000
トヨタ,アリスト,JZS16#,H9～H16,4WD不可,125865,,246745,TS-LE04-qq-e-f1-660,TS-LE04-qq-e-d-660,TS-LE04,XYZ,TSタイプ車高調,固定式ピロアッパー/固定式ピロアッパー,20K/12K,,フルタップ式車高調<br>減衰力30段,,,158000,2000,145000
トヨタ,アルテッツァ,SXE10/GXE10,H10～H17,4WD不可,125865,,247655,TS-TO04-qq-e-f1-661,TS-TO04-qq-e-d-661,TS-TO04,XYZ,TSタイプ車高調,固定式ピロアッパー/固定式ピロアッパー,14K/8.7K,,フルタップ式車高調<br>減衰力30段,,,158000,2000,145000
トヨタ,アルテッツァジータ,JCE10W/GXE10W,H13～H17,2WD,118109,,247847,TS-LE06-qq-e-f1-662,TS-LE06-qq-e-d-662,TS-LE06,XYZ,TSタイプ車高調,固定式ピロアッパー/固定式ピロアッパー,14K/8.7K,,フルタップ式車高調<br>減衰力30段,,,148000,2000,136900
トヨタ,アレックス,NZE121/ZZE122/ZZE123,H13～H18,2WD,118109,,247875,TS-TO26-F-qq-e-f1-663,TS-TO26-F-qq-e-d-663,TS-TO26-F,XYZ,TSタイプ車高調,調整式ピロアッパー/スチールリジット,8.7K/7.5K,,フルタップ式車高調<br>減衰力30段,,,148000,2000,136900
トヨタ,イスト,NCP60/NCP61,H14～H19,2WD,118109,,247051,TS-TO36-B-qq-e-f1-348k,TS-TO36-B-qq-e-d-348k,TS-TO36-B,XYZ,TSタイプ車高調,調整式ピロアッパー/純正アッパー,7.5K/3.5K,,フルタップ式車高調<br>減衰力30段,,,148000,2000,136900
トヨタ,ウィッシュ,ANE10G,H15～H21,2WD 2000cc,118109,,247878,TS-TO59-qq-e-f1-353k,TS-TO59-qq-e-d-353k,TS-TO59,XYZ,TSタイプ車高調,調整式ピロアッパー/固定式ピロアッパー,9.8K/9.8K,調整幅<br>約-10～-70mm,フルタップ式車高調<br>減衰力30段,,,148000,2000,141900
トヨタ,ウィッシュ,ANE11W,H15～H21,グレード:Z,118109,,247348,TS-TO60-qq-e-f1-354k,TS-TO60-qq-e-d-354k,TS-TO60,XYZ,TSタイプ車高調,調整式ピロアッパー/固定式ピロアッパー,9.8K/9.8K,ダウン量<br>約70mm,フルタップ式車高調<br>減衰力30段,,,148000,2000,141900
トヨタ,ウィッシュ,ZGE20G/ZGE21G,H21～H29,2WD,118109,,247057,TS-TO61-qq-e-f1-355k,TS-TO61-qq-e-d-355k,TS-TO61,XYZ,TSタイプ車高調,調整式ピロアッパー/固定式ピロアッパー,9.8K/9.8K,ダウン量<br>約50mm,フルタップ式車高調<br>減衰力30段,,,148000,2000,136900
トヨタ,ヴィッツ,SCP10/NCP10/SCP13/NCP13,H11～H17,2WD,118109,,247346,TS-TO36-qq-e-f1-346k,TS-TO36-qq-e-d-346k,TS-TO36,XYZ,TSタイプ車高調,調整式ピロアッパー/純正アッパー,7.5K/3.5K,,フルタップ式車高調<br>減衰力30段,,,148000,2000,136900
トヨタ,ヴィッツ,SCP90/KSP91/NCP91,H17～H22,,118109,,247059,TS-TO63-qq-e-f1-356k,TS-TO63-qq-e-d-356k,TS-TO63,XYZ,TSタイプ車高調,純正アッパー/純正アッパー,6.7K/3.5K,ダウン量(ノーマル比)<br>最大約45～55mm,フルタップ式車高調<br>減衰力30段,,,148000,2000,136900
トヨタ,ウィンダム,MCV20,H8～H13,4WD不可,125865,,247658,TS-TO12-A-qq-e-f1-664,TS-TO12-A-qq-e-d-664,TS-TO12-A,XYZ,TSタイプ車高調,調整式ピロアッパー/調整式ピロアッパー,8.7K/6.1K,,フルタップ式車高調<br>減衰力30段,,,158000,2000,145000
トヨタ,ウィンダム,MCV30,H13～H18,4WD不可,118109,,246743,TS-LE02-qq-e-f1-665,TS-LE02-qq-e-d-665,TS-LE02,XYZ,TSタイプ車高調,調整式ピロアッパー/調整式ピロアッパー,8.7K/6.1K,,フルタップ式車高調<br>減衰力30段,SSTYPE-LUX,,148000,2000,136900
トヨタ,ヴェロッサ,GX110/JZX110,H13～H16,2WD,125865,,247653,TS-TO04-C-qq-e-f1-709,TS-TO04-C-qq-e-d-709,TS-TO04-C,XYZ,TSタイプ車高調,固定式ピロアッパー/固定式ピロアッパー,14K/8.7K,,フルタップ式車高調<br>減衰力30段,,,158000,2000,145000
トヨタ,カムリ,ACV30,H13～H18,4WD不可,118109,,246741,TS-LE02-A-qq-e-f1-666,TS-LE02-A-qq-e-d-666,TS-LE02-A,XYZ,TSタイプ車高調,調整式ピロアッパー/調整式ピロアッパー,8.7K/6.1K,,フルタップ式車高調<br>減衰力30段,,,148000,2000,136900
トヨタ,カムリ,ACV40,H18～H23,4WD不可,118109,,247660,TS-TO16-qq-e-f1-667,TS-TO16-qq-e-d-667,TS-TO16,XYZ,TSタイプ車高調,調整式ピロアッパー/調整式ピロアッパー,9.8K/6.1K,,フルタップ式車高調<br>減衰力30段,,,148000,2000,136900
トヨタ,カムリ,AVV50,H23～H29,4WD不可,118109,,247659,TS-TO16-A-qq-e-f1-668,TS-TO16-A-qq-e-d-668,TS-TO16-A,XYZ,TSタイプ車高調,調整式ピロアッパー/調整式ピロアッパー,9.8K/6.1K,,フルタップ式車高調<br>減衰力30段,,,148000,2000,136900
トヨタ,カムリ,XV20,H6～H13,4WD不可,125865,,246774,TS-TO12-qq-e-f1-669,TS-TO12-qq-e-d-669,TS-TO12,XYZ,TSタイプ車高調,調整式ピロアッパー/調整式ピロアッパー,8.7K/6.1K,,フルタップ式車高調<br>減衰力30段,,,158000,2000,145000
トヨタ,カムリソラーラ,XV20,H11～H16,4WD不可,125865,,246773,TS-TO05-B-qq-e-f1-334k,TS-TO05-B-qq-e-d-334k,TS-TO05-B,XYZ,TSタイプ車高調,調整式ピロアッパー/調整式ピロアッパー,8.7K/6.1K,,フルタップ式車高調<br>減衰力30段,,,158000,2000,145000
トヨタ,カムリソラーラ,XV30,H16～H21,4WD不可,118109,,246742,TS-LE02-B-qq-e-f1-670,TS-LE02-B-qq-e-d-670,TS-LE02-B,XYZ,TSタイプ車高調,調整式ピロアッパー/調整式ピロアッパー,8.7K/6.1K,,フルタップ式車高調<br>減衰力30段,,,148000,2000,136900
トヨタ,カルディナ,ST215W/ST215G,H9～H14,,133621,,247657,TS-TO09-qq-e-f1-335k,TS-TO09-qq-e-d-335k,TS-TO09,XYZ,TSタイプ車高調,調整式ピロアッパー/調整式ピロアッパー,8.7K/5.3K,,フルタップ式車高調<br>減衰力30段,,,168000,2000,153100
トヨタ,カローラ,AE92/AE100/AE110,H1～H12,2WD,125865,,247874,TS-TO25-qq-e-f1-336k,TS-TO25-qq-e-d-336k,TS-TO25,XYZ,TSタイプ車高調,調整式ピロアッパー/固定式ピロアッパー,8.7K/5.1K,,フルタップ式車高調<br>減衰力30段,,社外スタビライザー装着車の場合干渉の可能性有り,158000,2000,145000
トヨタ,カローラ,NZE120/NZE121/ZZE122,H12～H18,,118109,,247662,TS-TO26-C-qq-e-f1-671,TS-TO26-C-qq-e-d-671,TS-TO26-C,XYZ,TSタイプ車高調,調整式ピロアッパー/スチールリジット,8.7K/7.5K,,フルタップ式車高調<br>減衰力30段,,,148000,2000,136900
トヨタ,カローラアクシオ,NZE141/ZRE142,H18～H24,2WD,118109,,247343,TS-TO26-E-qq-e-f1-672,TS-TO26-E-qq-e-d-672,TS-TO26-E,XYZ,TSタイプ車高調,調整式ピロアッパー/スチールリジット,8.7K/7.5K,,フルタップ式車高調<br>減衰力30段,,,148000,2000,136900
トヨタ,カローラフィールダー,NZE121G/ZZE122G/ZZE123G,H12～H18,2WD,125865,,247876,TS-TO26-qq-e-f1-674,TS-TO26-qq-e-d-674,TS-TO26,XYZ,TSタイプ車高調,調整式ピロアッパー/スチールリジット,8.7K/7.5K,,フルタップ式車高調<br>減衰力30段,,,158000,2000,145000
トヨタ,カローラフィールダー,NZE141G/ZRE142G,H18～H24,2WD,118109,,247663,TS-TO26-D-qq-e-f1-673,TS-TO26-D-qq-e-d-673,TS-TO26-D,XYZ,TSタイプ車高調,調整式ピロアッパー/スチールリジット,8.7K/7.5K,,フルタップ式車高調<br>減衰力30段,,,148000,2000,136900
トヨタ,カローラランクス,NZE121/ZZE122/ZZE123,H13～H18,2WD,118109,,247050,TS-TO26-B-qq-e-f1-675,TS-TO26-B-qq-e-d-675,TS-TO26-B,XYZ,TSタイプ車高調,調整式ピロアッパー/スチールリジット,8.7K/7.5K,,フルタップ式車高調<br>減衰力30段,,,148000,2000,136900
トヨタ,カローラレビン,AE111,H7～H12,2WD<br>ノーマルストラット,125865,,247664,TS-TO29-A-qq-e-f1-676,TS-TO29-A-qq-e-d-676,TS-TO29-A,XYZ,TSタイプ車高調,調整式ピロアッパー/固定式ピロアッパー,8.7K/5.1K,,フルタップ式車高調<br>減衰力30段,,,158000,2000,145000
トヨタ,カローラレビン,AE92/AE101,H1～H7,2WD<br>ノーマルストラット,125865,,247873,TS-TO25-A-qq-e-f1-337k,TS-TO25-A-qq-e-d-337k,TS-TO25-A,XYZ,TSタイプ車高調,調整式ピロアッパー/固定式ピロアッパー,8.7K/5.1K,,フルタップ式車高調<br>減衰力30段,,社外スタビライザー装着車の場合干渉の可能性有り,158000,2000,145000
トヨタ,クラウン,GRS18#,H15～H20,4WD不可,118109,,247665,TS-TO32-qq-e-f1-339k,TS-TO32-qq-e-d-339k,TS-TO32,XYZ,TSタイプ車高調,固定式ピロアッパー/固定式ピロアッパー,18.6K/12K,,フルタップ式車高調<br>減衰力30段,,,148000,2000,136900
トヨタ,クラウン,GRS20#,H20～H24,4WD不可,118109,,246775,TS-TO32-A-qq-e-f1-340k,TS-TO32-A-qq-e-d-340k,TS-TO32-A,XYZ,TSタイプ車高調,固定式ピロアッパー/固定式ピロアッパー,18.6K/12K,,フルタップ式車高調<br>減衰力30段,,,148000,2000,136900
トヨタ,クラウン,GRS21#,H24～H30,4WD不可,118109,,246469,TS-TO32-B-qq-e-f1-341k,TS-TO32-B-qq-e-d-341k,TS-TO32-B,XYZ,TSタイプ車高調,固定式ピロアッパー/固定式ピロアッパー,18.6K/12K,,フルタップ式車高調<br>減衰力30段,,,148000,2000,136900
トヨタ,クラウン,JZS15#,H7～H11,4WD不可,125865,,247668,TS-TO42-C-qq-e-f1-677,TS-TO42-C-qq-e-d-677,TS-TO42-C,XYZ,TSタイプ車高調,固定式ピロアッパー/固定式ピロアッパー,24.8K/9.8K,,フルタップ式車高調<br>減衰力30段,,,158000,2000,145000
トヨタ,クラウン,JZS17#,H11～H15,4WD不可,125865,,247652,TS-TO04-A-qq-e-f1-678,TS-TO04-A-qq-e-d-678,TS-TO04-A,XYZ,TSタイプ車高調,固定式ピロアッパー/固定式ピロアッパー,14K/8.7K,,フルタップ式車高調<br>減衰力30段,,,158000,2000,145000
トヨタ,クラウンマジェスタ,JZS14#,H3～H7,コイルスプリング車<br>4WD不可,125865,,247313,TS-LE03-A-qq-e-f1-679,TS-LE03-A-qq-e-d-679,TS-LE03-A,XYZ,TSタイプ車高調,固定式ピロアッパー/固定式ピロアッパー,20K/12K,,フルタップ式車高調<br>減衰力30段,,,158000,2000,145000
トヨタ,クラウンマジェスタ,JZS15#,H7～H11,2WD<br>コイルスプリング車,125865,,246744,TS-LE03-B-qq-e-f1-680,TS-LE03-B-qq-e-d-680,TS-LE03-B,XYZ,TSタイプ車高調,固定式ピロアッパー/固定式ピロアッパー,20K/12K,,フルタップ式車高調<br>減衰力30段,,,158000,2000,145000
トヨタ,クラウンマジェスタ,JZS17#,H11～H16,4WD<br>コイルスプリング車,125865,,247314,TS-LE04-A-qq-e-f1-681,TS-LE04-A-qq-e-d-681,TS-LE04-A,XYZ,TSタイプ車高調,固定式ピロアッパー/固定式ピロアッパー,20K/12K,,フルタップ式車高調<br>減衰力30段,,,158000,2000,145000
トヨタ,クレスタ,GX90/JZX90,H4～H7,,125865,,247667,TS-TO42-A-qq-e-f1-682,TS-TO42-A-qq-e-d-682,TS-TO42-A,XYZ,TSタイプ車高調,固定式ピロアッパー/固定式ピロアッパー,24.8K/9.8K,,フルタップ式車高調<br>減衰力30段,,,158000,2000,145000
トヨタ,クレスタ,JZX100/GX100,H8～H13,2WD,125865,,246474,TS-TO42-E-qq-e-f1-683,TS-TO42-E-qq-e-d-683,TS-TO42-E,XYZ,TSタイプ車高調,固定式ピロアッパー/固定式ピロアッパー,24.8K/9.8K,,フルタップ式車高調<br>減衰力30段,,,158000,2000,145000
トヨタ,コルサ,EL51#/EL4#,H6～H11,2WD,125865,,247056,TS-TO55-qq-e-f1-352k,TS-TO55-qq-e-d-352k,TS-TO55,XYZ,TSタイプ車高調,調整式ピロアッパー/固定式ピロアッパー,7.5K/7.2K,,フルタップ式車高調<br>減衰力30段,,,158000,2000,145000
トヨタ,コロナ,ST190,H4～H8,2WD(4WD不可),125865,,247345,TS-TO35-qq-e-f1-345k,TS-TO35-qq-e-d-345k,TS-TO35,XYZ,TSタイプ車高調,調整式ピロアッパー/調整式ピロアッパー,8.7K/5.1K,,フルタップ式車高調<br>減衰力30段,,,158000,2000,145000
トヨタ,コロナプレミオ,ST210,H8～H13,2WD,125865,,246478,TS-TO47-qq-e-f1-351k,TS-TO47-qq-e-d-351k,TS-TO47,XYZ,TSタイプ車高調,調整式ピロアッパー/調整式ピロアッパー,8.7K/5.1K,,フルタップ式車高調<br>減衰力30段,,,158000,2000,145000
トヨタ,サイノス,EL4#,H3～H7,2WD,125865,,246778,TS-TO45-qq-e-f1-349k,TS-TO45-qq-e-d-349k,TS-TO45,XYZ,TSタイプ車高調,調整式ピロアッパー/固定式ピロアッパー,7.5K/7.2K,,フルタップ式車高調<br>減衰力30段,,,158000,2000,145000
トヨタ,サイノス,EL5#,H7～H11,2WD,125865,,246477,TS-TO46-qq-e-f1-350k,TS-TO46-qq-e-d-350k,TS-TO46,XYZ,TSタイプ車高調,調整式ピロアッパー/固定式ピロアッパー,7.5K/7.2K,,フルタップ式車高調<br>減衰力30段,,,158000,2000,145000
トヨタ,シエンタ,NSP170G/NHP170G,H27～UP,2WD,118109,,246480,TS-TO69-qq-e-f1-359k,TS-TO69-qq-e-d-359k,TS-TO69,XYZ,TSタイプ車高調,純正アッパー/純正アッパー,8.7K/9K,,フルタップ式車高調<br>減衰力30段,,,148000,2000,136900
トヨタ,スープラ,JZA80,H5～H14,,125865,,246779,TS-TO54-A-qq-e-f1-684,TS-TO54-A-qq-e-d-684,TS-TO54-A,XYZ,TSタイプ車高調,固定式ピロアッパー/固定式ピロアッパー,20K/12K,,フルタップ式車高調<br>減衰力30段,,,158000,2000,145000
トヨタ,スープラ,MA70/JZA70/GA70,H1～H5,,125865,,247670,TS-TO53-A-qq-e-f1-685,TS-TO53-A-qq-e-d-685,TS-TO53-A,XYZ,TSタイプ車高調,固定式ピロアッパー/固定式ピロアッパー,16K/8.7K,,フルタップ式車高調<br>減衰力30段,,,158000,2000,145000
トヨタ,スターレット,EP70/EP82/EP91,S59～H11,,125865,,247054,TS-TO52-qq-e-f1-686,出さない,TS-TO52,XYZ,TSタイプ車高調,調整式ピロアッパー/固定式ピロアッパー,7.5K/7.2K,,フルタップ式車高調<br>減衰力30段,,,158000,2000,出さない
トヨタ,スプリンタートレノ,AE111,H7～H12,2WD<br>ノーマルストラット,125865,,247877,TS-TO29-qq-e-f1-687,TS-TO29-qq-e-d-687,TS-TO29,XYZ,TSタイプ車高調,調整式ピロアッパー/固定式ピロアッパー,8.7K/5.1K,,フルタップ式車高調<br>減衰力30段,,,158000,2000,145000
トヨタ,スプリンタートレノ,AE92/AE101,H1～H7,2WD<br>ノーマルストラット,125865,,247048,TS-TO25-B-qq-e-f1-338k,TS-TO25-B-qq-e-d-338k,TS-TO25-B,XYZ,TSタイプ車高調,調整式ピロアッパー/固定式ピロアッパー,8.7K/5.1K,,フルタップ式車高調<br>減衰力30段,,社外スタビライザー装着車の場合干渉の可能性有り,158000,2000,145000
トヨタ,セリカ,ST182,H1～H5,2WD NA,133621,,247047,TS-TO17-qq-e-f1-688,出さない,TS-TO17,XYZ,TSタイプ車高調,調整式ピロアッパー/調整式ピロアッパー,8.7K/5.3K,,フルタップ式車高調<br>減衰力30段,,,168000,2000,出さない
トヨタ,セリカ,ST202/ST203,H5～H11,NA<br>スーパーストラット,133621,,247342,TS-TO20-qq-e-f1-691,出さない,TS-TO20,XYZ,TSタイプ車高調,調整式ピロアッパー/調整式ピロアッパー,12K/5.3K,,フルタップ式車高調<br>減衰力30段,要切断溶接,,168000,2000,出さない
トヨタ,セリカ,ST202/ST203,H5～H11,NA<br>ノーマルストラット,133621,,246468,TS-TO19-qq-e-f1-690,出さない,TS-TO19,XYZ,TSタイプ車高調,調整式ピロアッパー/調整式ピロアッパー,8.7K/5.3K,,フルタップ式車高調<br>減衰力30段,,,168000,2000,出さない
トヨタ,セリカGT-FOUR,ST185/ST185H,H1～H5,,125865,,247872,TS-TO18-qq-e-f1-689,TS-TO18-qq-e-d-689,TS-TO18,XYZ,TSタイプ車高調,調整式ピロアッパー/調整式ピロアッパー,8.7K/5.3K,,フルタップ式車高調<br>減衰力30段,,,158000,2000,145000
トヨタ,セリカGT-FOUR,ST205,H6～H11,4WD<br>スーパーストラット,133621,,247661,TS-TO22-qq-e-f1-692,出さない,TS-TO22,XYZ,TSタイプ車高調,調整式ピロアッパー/調整式ピロアッパー,12K/5.3K,,フルタップ式車高調<br>減衰力30段,要切断溶接,,168000,2000,出さない
トヨタ,セルシオ,UCF10,H1～H6,,125865,,247015,TS-LE08-qq-e-f1-693,TS-LE08-qq-e-d-693,TS-LE08,XYZ,TSタイプ車高調,固定式ピロアッパー/固定式ピロアッパー,20K/10K,,フルタップ式車高調<br>減衰力30段,,,158000,2000,145000
トヨタ,セルシオ,UCF20,H6～H12,エアサス車不可,125865,,246443,TS-LE09-qq-e-f1-694,TS-LE09-qq-e-d-694,TS-LE09,XYZ,TSタイプ車高調,固定式ピロアッパー/固定式ピロアッパー,20K/10K,,フルタップ式車高調<br>減衰力30段,,,158000,2000,145000
トヨタ,セルシオ,UCF30,H12～H18,エアサス車不可,118109,,247849,TS-LE10-qq-e-f1-695,TS-LE10-qq-e-d-695,TS-LE10,XYZ,TSタイプ車高調,固定式ピロアッパー/固定式ピロアッパー,20K/10K,,フルタップ式車高調<br>減衰力30段,,,148000,2000,136900
トヨタ,ソアラ,GZ20/MZ20,H1～H3,エアサス車不可,125865,,247055,TS-TO53-qq-e-f1-696,TS-TO53-qq-e-d-696,TS-TO53,XYZ,TSタイプ車高調,固定式ピロアッパー/固定式ピロアッパー,16K/8.7K,,フルタップ式車高調<br>減衰力30段,,,158000,2000,145000
トヨタ,ソアラ,JZZ30,H3～H12,エアサス車不可,125865,,246479,TS-TO54-qq-e-f1-697,TS-TO54-qq-e-d-697,TS-TO54,XYZ,TSタイプ車高調,固定式ピロアッパー/固定式ピロアッパー,20K/12K,,フルタップ式車高調<br>減衰力30段,,,158000,2000,145000
トヨタ,ソアラ,UZZ40,H13～H17,エアサス車不可,118109,,247850,TS-LE13-qq-e-f1-653,TS-LE13-qq-e-d-653,TS-LE13,XYZ,TSタイプ車高調,固定式ピロアッパー/固定式ピロアッパー,20K/12K,,フルタップ式車高調<br>減衰力30段,,,148000,2000,136900
トヨタ,チェイサー,JZX100/GX100,H8～H13,2WD,125865,,247347,TS-TO42-D-qq-e-f1-699,TS-TO42-D-qq-e-d-699,TS-TO42-D,XYZ,TSタイプ車高調,固定式ピロアッパー/固定式ピロアッパー,24.8K/9.8K,,フルタップ式車高調<br>減衰力30段,,,158000,2000,145000
トヨタ,チェイサー,JZX90,H4～H8,2WD,125865,,246475,TS-TO42-qq-e-f1-700,TS-TO42-qq-e-d-700,TS-TO42,XYZ,TSタイプ車高調,固定式ピロアッパー/固定式ピロアッパー,24.8K/9.8K,,フルタップ式車高調<br>減衰力30段,,,158000,2000,145000
トヨタ,ファンカーゴ,NCP20/NCP21,H11～H17,2WD,118109,,246470,TS-TO34-A-qq-e-f1-343k,TS-TO34-A-qq-e-d-343k,TS-TO34-A,XYZ,TSタイプ車高調,調整式ピロアッパー/純正アッパー,7.5K/3.5K,,フルタップ式車高調<br>減衰力30段,,,148000,2000,136900
トヨタ,プラッツ,SCP11/NCP12,H11～H17,2WD,118109,,247666,TS-TO34-qq-e-f1-342k,TS-TO34-qq-e-d-342k,TS-TO34,XYZ,TSタイプ車高調,調整式ピロアッパー/純正アッパー,7.5K/3.5K,,フルタップ式車高調<br>減衰力30段,,,148000,2000,136900
トヨタ,ブレビス,JCG10/JCG11,H10～H19,2WD,118109,,247654,TS-TO04-D-qq-e-f1-702,TS-TO04-D-qq-e-d-702,TS-TO04-D,XYZ,TSタイプ車高調,固定式ピロアッパー/固定式ピロアッパー,14K/8.7K,,フルタップ式車高調<br>減衰力30段,,,148000,2000,136900
トヨタ,プログレ,JCG10/JCG11,H10～H19,2WD,118109,,247341,TS-TO04-D-qq-e-f1-701,TS-TO04-D-qq-e-d-701,TS-TO04-D,XYZ,TSタイプ車高調,固定式ピロアッパー/固定式ピロアッパー,14K/8.7K,,フルタップ式車高調<br>減衰力30段,,,148000,2000,136900
トヨタ,プロナード,MCX20,H12～H15,4WD不可,125865,,247046,TS-TO12-B-qq-e-f1-703,TS-TO12-B-qq-e-d-703,TS-TO12-B,XYZ,TSタイプ車高調,調整式ピロアッパー/調整式ピロアッパー,8.7K/6.1K,,フルタップ式車高調<br>減衰力30段,,,158000,2000,145000
トヨタ,ベルタ,KSP92/SCP92,H17～H24,2WD,118109,,247058,TS-TO63-D-qq-e-f1-358k,TS-TO63-D-qq-e-d-358k,TS-TO63-D,XYZ,TSタイプ車高調,純正アッパー/純正アッパー,6.7K/3.5K,,フルタップ式車高調<br>減衰力30段,,,148000,2000,136900
トヨタ,ポルテ,NNP10/NNP11,H16～H24,2WD,118109,,247344,TS-TO34-B-qq-e-f1-344k,TS-TO34-B-qq-e-d-344k,TS-TO34-B,XYZ,TSタイプ車高調,調整式ピロアッパー/純正アッパー,7.5K/3.5K,,フルタップ式車高調<br>減衰力30段,,,148000,2000,136900
トヨタ,マークII,GX100/JZX100,H8～H12,2WD,125865,,247669,TS-TO42-F-qq-e-f1-704,TS-TO42-F-qq-e-d-704,TS-TO42-F,XYZ,TSタイプ車高調,固定式ピロアッパー/固定式ピロアッパー,24.8K/9.8K,,フルタップ式車高調<br>減衰力30段,,,158000,2000,145000
トヨタ,マークII,GX110/JZX110,H12～H16,2WD,125865,,246772,TS-TO04-B-qq-e-f1-705,TS-TO04-B-qq-e-d-705,TS-TO04-B,XYZ,TSタイプ車高調,固定式ピロアッパー/固定式ピロアッパー,14K/8.7K,,フルタップ式車高調<br>減衰力30段,,,158000,2000,145000
